Symbol,Volume
GORV,115000
GOSS,1336600
GOVI,699200
GOVX,768100
GOVXW,5600
GP,109400
GPAT,547400
GPATW,300
GPCR,591500
GPIQ,79500
GPIX,91300
GPRE,807400
GPRF,100
GPRO,1701200
GQQQ,20100
GRAB,20366400
GRABW,77700
GRAL,843300
GRCE,23500
GREE,397700
GREEL,2300
GRFS,486800
GRI,250700
GRID,149700
GRNQ,50600
GROW,16200
GRPN,1366000
GRRR,542600
GRRRW,10400
GRVY,12800
GRWG,524800
GRYP,746600
GSBC,16900
GSHD,172400
GSIB,900
GSIT,99800
GSIW,104800
GSM,1386200
GSMGW,900
GSRTU,36200
GSUN,5100
GT,5325300
GTBP,27900
GTEC,28200
GTI,55800
GTIM,13800
GTLB,1486300
GTR,2200
GTX,1036100
GURE,26700
GUTS,206000
GV,62100
GVH,36400
GWAV,973700
GWRS,14000
GXAI,265800
GXTG,1600
GYRE,112200
HAFC,148400
HAIA,200
HAIN,1368400
HALO,1400300
HAO,3076800
HAS,1631200
HBAN,9103300
HBANL,14000
HBANM,10800
HBANP,32700
HBCP,15800
HBIO,130600
HBNC,199500
HBT,21400
HCAT,434200
HCKT,90800
HCM,100300
HCOW,3100
HCP,2272200
HCSG,496600
HCTI,54100
HCWB,1261700
HDL,8200
HDSN,520800
HEAR,173600
HECO,100
HEES,147600
HEJD,0
HELE,396200
HEPA,15400
HEPS,515400
HERD,12300
HERO,5200
HFBL,600
HFFG,52200
HFSP,0
HFWA,225300
HGBL,166600
HHS,18300
HIDE,9100
HIFS,8900
HIHO,4100
HIMX,912600
HISF,4300
HITI,1092800
HIVE,5221300
HKIT,4000
HLAL,69200
HLIT,588900
HLMN,750500
HLNE,204400
HLP,32900
HLVX,134100
HMST,140700
HNDL,70200
HNNA,7100
HNRG,476700
HNST,4891200
HNVR,36500
HOFT,12100
HOFV,74800
HOFVW,900
HOLO,1967800
HOLOW,11500
HOLX,1985200
HON,4203200
HOND,200
HONDU,1100
HONDW,22100
HONE,364400
HOOD,16612100
HOOK,80300
HOPE,426400
HOTH,174700
HOUR,54600
HOVNP,4500
HOVR,3550600
HOVRW,6100
HOWL,344500
HPAI,15700
HPH,28600
HPK,143900
HPKEW,700
HQGO,100
HQI,16500
HQY,529700
HRMY,436900
HROW,254800
HROWL,1300
HROWM,4300
HRTS,16800
HRTX,1588200
HRYU,258400
HRZN,337600
HSAI,36501600
HSCS,25900
HSDT,71700
HSIC,2207600
HSII,140000
HSON,39600
HSPO,153500
HSPTU,4400
HST,8026800
HSTM,313500
HTBI,28400
HTBK,431700
HTCO,8400
HTCR,92500
HTHT,3901700
HTIA,6500
HTIBP,4100
HTLD,381100
HTLF,117300
HTLFP,3500
HTLM,247900
HTOO,451300
HTOOW,55500
HTZ,5967500
HTZWW,300500
HUBC,261300
HUBCW,5700
HUBCZ,68700
HUBG,658800
HUDI,16300
HUHU,65800
HUIZ,70200
HUMA,2979000
HUMAW,11200
HURA,100400
HURC,8200
HURN,86300
HUT,4740800
HWAY,200
HWBK,4300
HWC,594000
HWCPZ,12000
HWH,107700
HWKN,117000
HYBI,166800
HYDR,24700
HYFM,267400
HYLS,133900
HYMC,134000
HYMCL,2000
HYMCW,1200
HYPR,48800
HYXF,5600
HYZD,14800
HYZN,209700
HYZNW,300
IAC,458500
IART,639300
IAS,810400
IBAC,7300
IBACR,8700
IBAT,100
IBB,1800900
IBBQ,2800
IBCP,75800
IBEX,98400
IBG,829800
IBGA,4500
IBGK,0
IBIT,67423300
IBKR,947400
IBOC,246400
IBOT,1900
IBRX,2991600
IBTE,298000
IBTF,274300
IBTG,1705500
IBTH,139500
IBTI,198200
IBTJ,126100
IBTK,63800
IBTL,74000
IBTM,59800
IBTO,27900
IBTP,10400
IBTX,260700
ICAD,1893300
ICCC,90600
ICCH,7300
ICCM,1718800
ICCT,983100
ICFI,286200
ICG,46500
ICHR,185900
ICLK,154200
ICLN,2966900
ICLR,968600
ICMB,28400
ICON,110600
ICOP,14200
ICU,218200
ICUCW,4400
ICUI,402500
IDAI,560179200
IDCC,300400
IDN,47700
IDXX,587700
IDYA,1901700
IEF,5093000
IEI,985900
IEP,495200
IESC,353900
IEUS,31100
IFBD,4778000
IFGL,9400
IFRX,474700
IFV,38600
IGF,5183600
IGIB,2631000
IGIC,109100
IGMS,222500
IGOV,83300
IGSB,5431700
IGTAR,3900
IGTAW,3700
IHRT,958500
IHYF,3200
III,62100
IIIV,145400
IINN,61700
IJT,135600
IKNA,202800
IKT,111800
ILAG,18600
ILIT,14200
ILLR,487300
ILLRW,25200
ILMN,2440700
ILPT,242000
IMAB,120700
IMCC,17800
IMCR,373500
IMCV,13500
IMG,114511300
IMKTA,176000
IMMP,99900
IMMR,906400
IMMX,257300
IMNM,1014800
IMNN,178000
IMOM,2900
IMOS,23100
IMPP,181700
IMPPP,2400
IMRN,3300
IMRX,90300
IMTE,18100
IMTX,710600
IMTXW,14200
IMUX,642200
IMVT,718300
IMXI,252500
INAB,356700
INAQ,3400
INAQW,4500
INBK,16800
INBKZ,4300
INBS,243400
INBX,45400
INCR,18300
INCY,1475600
INDB,264700
INDH,4700
INDI,2728300
INDP,8000
INDV,1307300
INDY,65500
INFN,528400
INFR,0
INGN,155000
INHD,41700
INKT,42800
INM,21800
INMB,131900
INMD,864300
INNV,118300
INO,387300
INOD,1897000
INRO,400
INSE,138300
INSG,144300
INSM,1104500
INTA,413100
INTC,69613500
INTG,2500
INTJ,30900
INTR,995100
INTS,11500
INTU,1784100
INTZ,136700
INV,22500
INVA,1139500
INVE,146500
INVZ,1414400
INVZW,12100
INZY,1414200
IOBT,350700
IONR,20100
IONS,1341100
IOSP,219000
IOVA,5417800
IPA,205400
IPAR,152200
IPDN,30300
IPGP,409900
IPHA,9600
IPKW,25100
IPSC,1055200
IPW,173600
IPWR,18700
IPX,12600
IPXX,5800
IPXXW,1900
IQ,16677600
IQQQ,13400
IRBT,784700
IRD,63500
IRDM,1109800
IREN,17683600
IRIX,8200
IRMD,32200
IROH,700
IROHR,7200
IROHW,3400
IRON,349700
IROQ,4600
IRTC,359400
IRWD,2563100
ISHG,1600
ISHP,100
ISPC,33500
ISPO,40600
ISPOW,134600
ISPR,44900
ISRG,1152800
ISRLW,1100
ISSC,12500
ISTB,255700
ISTR,37600
ITCI,293600
ITIC,5400
ITOS,363900
ITRI,477300
ITRM,1542800
ITRN,98000
IUS,27500
IUSB,2687900
IUSG,325400
IUSV,380100
IVA,22800
IVAC,21700
IVAL,7000
IVCA,2700
IVCB,1089400
IVCBW,9800
IVCP,1700
IVCPW,384000
IVDA,475600
IVDAW,2500
IVEG,100
IVP,1008400
IVVD,1308200
IWTR,100
IXHL,15400
IXUS,1793300
IZEA,19100
IZM,31700
IZTC,32400
JACK,638000
JAGX,79100
JAKK,96000
JAMF,759500
JANX,457400
JAZZ,561700
JBDI,211200
JBHT,932200
JBLU,20625800
JBSS,100600
JCSE,13400
JCTC,800
JD,12297200
JDOC,100
JDZG,58200
JEPQ,3628900
JFBR,118700
JFBRW,100
JFIN,33700
JFU,26100
JG,21500
JGLO,280500
JIVE,12300
JJSF,65900
JKHY,592300
JL,179800
JMID,1500
JMSB,10000
JNVR,23300
JOUT,25000
JPEF,72200
JRSH,18200
JRVR,354000
JSM,15800
JSMD,29200
JSML,24300
JSPR,227300
JTAI,129200
JTEK,96200
JUNE,35800
JVA,107800
JWEL,47800
JXJT,571600
JYD,163900
JYNT,33200
JZXN,1400
KACL,14400
KALA,72900
KALU,66200
KALV,235600
KARO,20600
KAVL,206400
KBWB,671100
KBWD,115300
KBWP,27000
KBWR,11700
KBWY,58300
KC,4520100
KDLY,5463300
KDLYW,45600
KDP,9592900
KE,77700
KEAT,8500
KELYA,323600
KELYB,300
KEQU,31600
KFFB,800
KGEI,19600
KHC,8526800
KIDS,207900
KINS,490800
KIRK,78400
KITT,1229700
KITTW,4000
KLAC,923400
KLIC,650000
KLTO,75200
KLTOW,1700
KLTR,318900
KLXE,86900
KMDA,36500
KNDI,184000
KNGZ,1600
KNSA,220100
KOD,339600
KOPN,1556500
KOSS,409900
KPLT,18300
KPLTW,60300
KPRX,25100
KPTI,454900
KQQQ,5200
KRKR,6200
KRMA,7300
KRMD,59600
KRNT,303400
KRNY,438200
KRON,540400
KROP,1100
KROS,296200
KRRO,59200
KRT,31100
KRUS,94000
KRYS,168700
KSCP,356500
KSPI,159600
KTCC,53700
KTOS,1117700
KTTA,24900
KTTAW,1500
KURA,2915800
KVAC,5200
KVACU,100
KVACW,1100
KVHI,31300
KWE,2370000
KXIN,235400
KYMR,967400
KYTX,392700
KZIA,28000
KZR,15700
LAB,2129000
LAES,6328200
LAKE,28300
LAMR,826500
LANC,129000
LAND,224900
LANDM,1400
LANDO,12800
LANDP,10100
LARK,51300
LASE,303400
LASR,335900
LAUR,722200
LAZR,2684900
LBGJ,313200
LBPH,1078200
LBRDA,358900
LBRDK,1237800
LBRDP,3900
LBTYA,2428000
LBTYB,2200
LBTYK,2157800
LCDS,100
LCFY,27800
LCFYW,1700
LCID,51932400
LCNB,21600
LCUT,50700
LDEM,1200
LDSF,23100
LDTC,161800
LDTCW,22500
LDWY,22300
LE,100300
LECO,203700
LEDS,9900
LEE,15100
LEGH,50000
LEGN,1775300
LEGR,1700
LENZ,61300
LESL,24550100
LEXX,408600
LEXXW,33700
LFCR,312900
LFLY,13800
LFLYW,3500
LFMD,1057400
LFMDP,300
LFSC,7000
LFST,1236000
LFUS,99300
LFVN,48600
LFWD,45600
LGCB,520500
LGCL,2479000
LGHL,1483400
LGHLW,1500
LGIH,184900
LGMK,283700
LGND,182700
LGO,225400
LGRO,1800
LGTY,382400
LGVN,246900
LI,4526800
LICN,1304000
LIDR,213000
LIDRW,26500
LIEN,5900
LIF,639500
LIFW,274800
LIFWW,479800
LIFWZ,100
LILA,689200
LILAK,1090900
LIN,2600000
LINC,111500
LIND,187200
LINE,846100
LINK,10100
LION,603600
LIPO,202900
LIQT,78600
LITE,1144400
LITM,512900
LITP,5900
LIVE,5400
LIVN,486000
LIVR,11200
LIXT,29000
LKCO,10100
LKFN,68200
LKQ,1617800
LLYVA,109000
LLYVK,550300
LMAT,109900
LMB,102600
LMBS,406900
LMFA,111600
LMNR,33000
LNKB,24800
LNSR,42600
LNT,1715200
LNTH,1246700
LNW,629700
LNZA,317400
LOAN,30700
LOBO,12100
LOCO,127100
LOGC,148200
LOGI,335000
LOOP,8400
LOPE,150200
LOT,101500
LOVE,418400
LPAA,500
LPAAW,22400
LPBBU,64600
LPCN,123300
LPLA,564500
LPRO,267600
LPSN,2791600
LPTH,120800
LPTX,346400
LQDA,870000
LQDT,106600
LQR,411000
LRCX,7385200
LRE,36200
LRFC,29900
LRGE,21800
LRHC,47100
LRMR,746300
LRND,0
LSAK,18900
LSB,92500
LSBK,500
LSBPW,1900
LSCC,1813000
LSEA,158900
LSEAW,10600
LSH,167600
LSTA,15000
LSTR,154700
LTBR,1104200
LTRN,74000
LTRX,380600
LTRY,56200
LTRYW,300
LUCD,1003000
LUCY,31600
LUCYW,200
LULU,1209400
LUMO,90500
LUNA,150000
LUNG,105200
LUNR,16358800
LUNRW,367500
LUXH,221300
LUXHP,14900
LVHD,31000
LVLU,18100
LVO,658600
LVRO,9100
LVROW,117500
LVTX,43500
LWAY,168100
LWLG,757700
LX,15639900
LXEH,3700
LXEO,123800
LXRX,2931700
LYEL,1232000
LYFT,9460300
LYRA,1273000
LYT,32600
LYTS,71100
LZ,2139600
MACI,10800
MACIW,3200
MAGQ,300
MAGS,804400
MAGX,26200
MAMA,455600
MAMO,181000
MANH,413500
MAPS,711500
MAPSW,1400
MAR,1459000
MARA,91188000
MARPS,11600
MARX,13700
MARXR,102000
MASI,834200
MASS,164700
MAT,3844800
MATH,50700
MATW,212800
MAXI,59600
MAXN,2925800
MBAV,5600
MBAVU,300
MBAVW,1200
MBB,3426400
MBCN,14200
MBIN,121900
MBINM,5400
MBINN,6400
MBINO,36800
MBIO,572500
MBLY,4817800
MBOT,119100
MBRX,51100
MBUU,273700
MBWM,109500
MBX,94400
MCBS,33300
MCDS,100
MCFT,62500
MCHI,1623000
MCHP,8778200
MCHS,200
MCHX,47000
MCRB,2880800
MCRI,170200
MCSE,1700
MCVT,29400
MDAI,33998700
MDAIW,1460700
MDB,1768300
MDBH,6800
MDCP,900
MDCX,10100
MDCXW,500
MDGL,383100
MDIA,1099700
MDIV,57400
MDJH,936000
MDLZ,8706100
MDRR,1900
MDRRP,4000
MDWD,53700
MDXG,529600
MDXH,486700
ME,302100
MEDP,235000
MEDX,100
MEGL,58800
MEIP,9700
MELI,393100
MEMS,5900
MEOH,177200
MERC,368700
MESA,333900
MESO,252600
META,10356500
METC,432400
METCB,17600
METCL,8300
METD,18300
METU,232700
MFH,277200
MFI,31300
MFIC,266400
MFICL,300
MFIN,48100
MFLX,3100
MGEE,122500
MGIC,14000
MGIH,136500
MGNI,1537200
MGNX,484000
MGOL,13800
MGPI,649800
MGRC,103600
MGRM,27100
MGRX,49200
MGTX,249300
MGX,247500
MGYR,7200
MHLD,98100
MHUA,2591100
MIDD,541300
MIGI,310600
MILN,4800
MIND,32500
MIRA,321300
MIRM,323900
MIST,261000
MITA,2400
MITAW,16200
MITK,311000
MKAM,100
MKDW,67100
MKSI,641900
MKTW,364600
MKTX,248300
MKZR,3700
MLAB,42900
MLCO,2314800
MLEC,14300
MLECW,9100
MLGO,10312300
MLKN,539500
MLTX,162200
MLYS,101800
MMLP,47500
MMSI,351500
MMV,449500
MMVWW,9700
MMYT,506000
MNDO,13200
MNDR,376900
MNDY,666200
MNKD,5996300
MNMD,1916900
MNOV,45400
MNPR,114800
MNRO,896600
MNSB,4300
MNST,4411500
MNTK,148700
MNTL,100
MNTS,1057500
MNTSW,85900
MNTX,52600
MNY,48100
MNYWW,18900
MOB,51500
MOBX,2168200
MOBXW,1800
MODD,117100
MODL,24600
MODV,142200
MOFG,83100
MOGO,44300
MOLN,1900
MOMO,450900
MOND,105300
MOOD,1000
MORN,172200
MOVE,14500
MPAA,46200
MPB,34800
MPWR,1287300
MQ,9744300
MQQQ,1200
MRAM,60700
MRBK,26100
MRCC,108700
MRCY,258500
MREO,745700
MRIN,102800
MRKR,40100
MRM,2600
MRNA,7248900
MRNO,2100
MRNOW,33900
MRNS,1001000
MRSN,3094300
MRTN,285600
MRUS,732300
MRVI,3322300
MRVL,9016200
MRX,321600
MSAI,44000
MSAIW,100
MSBI,67700
MSBIP,2800
MSEX,211500
MSFD,43600
MSFL,81800
MSFT,23458800
MSFU,527300
MSGM,88000
MSS,12100
MSSAW,100300
MSTR,47891000
MSTX,13852000
MSW,96200
MTC,1821200
MTCH,2911400
MTEK,572100
MTEM,4038400
MTEN,9600
MTEX,7900
MTLS,172200
MTRX,152000
MTSI,760600
MTTR,1651800
MU,19275600
MUD,200
MULL,3100
MULN,2502300
MURA,637700
MUU,172800
MVBF,23800
MVIS,4090300
MVST,8643200
MVSTW,58500
MXCT,966900
MXL,1299800
MYCF,100
MYCG,100
MYCH,100
MYCI,200
MYCJ,1700
MYCK,100
MYCL,600
MYCM,2400
MYCN,1400
MYFW,19800
MYGN,1061600
MYMF,100
MYMG,0
MYMH,0
MYMI,0
MYMJ,0
MYNA,8100
MYNZ,4157500
MYPS,113000
MYPSW,398200
MYRG,235000
MYSZ,173800
NA,77300
NAAS,153700
NAII,3600
NAMS,604900
NAMSW,6200
NAOV,67800
NARI,1084900
NATH,33200
NATO,700
NATR,39500
NAUT,220200
NAVI,865600
NAYA,39300
NB,103900
NBBK,121300
NBIS,2444500
NBIX,757800
NBN,56500
NBTB,126000
NBTX,6600
NCI,94000
NCMI,578900
NCNA,122500
NCNO,580200
NCPB,100
NCPL,3586900
NCRA,1800
NCSM,3900
NCTY,492400
NDAA,100
NDAQ,1964900
NDLS,99100
NDRA,323100
NDSN,280600
NECB,60700
NEGG,765200
NEO,566000
NEOG,1588900
NEON,182000
NEOV,145300
NEPH,23000
NERD,2700
NERV,18900
NESR,106000
NESRW,1000
NETD,2800
NETDW,82200
NEWT,92800
NEWTG,6500
NEWTH,9300
NEWTI,1100
NEWZ,20400
NEXN,173600
NEXT,2274500
NFBK,138400
NFE,5238100
NFLX,3138200
NFTY,19800
NFXL,36000
NFXS,4000
NGNE,1332300
NHTC,20300
NICE,422600
NIKL,7100
NIOBW,19500
NIPG,93400
NISN,80100
NITO,433000
NIU,201700
NIVF,667700
NIVFW,200
NIXT,43000
NIXX,200200
NKGN,737700
NKGNW,7200
NKLA,7163000
NKSH,8400
NKTR,1366900
NKTX,1217000
NLSP,22800
NLSPW,3100
NMFC,317600
NMFCZ,3900
NMHI,487800
NMHIW,3900
NMIH,498300
NMRA,537200
NMRK,775100
NMTC,124100
NN,1317800
NNAVW,17400
NNBR,66700
NNDM,1635400
NNE,5637800
NNOX,1421100
NODK,18500
NOEMU,114200
NOTV,476000
NOVT,189600
NPCE,62800
NPFI,600
NRBO,19100
NRC,109100
NRDS,456900
NRES,100
NRIM,14000
NRIX,630300
NRSN,106500
NRXP,80700
NRXPW,2200
NSCR,0
NSI,200
NSIT,344700
NSPR,603000
NSSC,312600
NSTS,20200
NSYS,32600
NTAP,2670100
NTCT,277500
NTES,1155700
NTGR,414200
NTIC,9300
NTLA,2178000
NTNX,5041600
NTRA,969200
NTRB,5500
NTRP,44500
NTRS,958400
NTRSO,30600
NTWK,16900
NTWOU,500
NUKK,56300
NUKKW,6000
NURO,9400
NUSB,100
NUTX,51600
NUVL,317900
NUWE,948300
NVA,44900
NVACR,700
NVAX,3672200
NVCR,603500
NVCT,60400
NVD,1223200
NVDA,190287600
NVDD,4490700
NVDL,10999900
NVDS,843000
NVDU,606700
NVDW,2900
NVEC,17600
NVEE,828900
NVFY,236400
NVMI,136300
NVNI,1800
NVNO,135500
NVTS,4986900
NVVE,6000
NVVEW,37200
NWBI,406600
NWE,895900
NWFL,7400
NWGL,400
NWL,5946800
NWPX,52300
NWS,672000
NWSA,1616700
NWTN,174800
NXGL,45000
NXGLW,2100
NXL,769100
NXLIW,6900
NXPI,2476600
NXPL,35300
NXST,224100
NXT,1676700
NXTC,327400
NXTG,5900
NXTT,121400
NXU,193800
NYAX,16500
NYMT,682500
NYMTI,2200
NYMTL,7200
NYMTM,21100
NYMTN,8300
NYXH,23700
NZAC,36900
NZUS,100
OABI,621600
OABIW,257700
OACCU,32600
OAKU,2400
OB,157800
OBIL,28000
OBIO,42500
OBLG,17900
OBT,16800
OCC,1300
OCCI,225300
OCCIM,1600
OCCIO,400
OCEA,64000
OCEAW,2600
OCFC,226200
OCG,3900
OCGN,2374700
OCS,40100
OCSAW,19200
OCSL,470700
OCTA,200
OCTO,13500
OCUL,1359900
OCX,71300
ODD,533800
ODDS,300
ODFL,1069700
ODP,491300
ODVWZ,5400
OESX,26800
OFIX,321800
OFLX,11300
OFS,55400
OGI,1037400
OKTA,2875500
OKUR,73900
OKYO,23900
OLB,16300
OLED,811400
OLLI,937800
OLMA,616300
OLPX,3532800
OM,291300
OMAB,153000
OMCC,3200
OMCL,418200
OMER,1598600
OMEX,400100
OMGA,218700
OMH,25300
OMIC,6400
ON,5136800
ONB,6392700
ONBPO,2900
ONBPP,1000
ONCO,337500
ONCT,769100
ONCY,136200
ONDS,782300
ONEQ,183200
ONEW,115200
ONFO,7100
ONFOW,2400
ONMD,261400
ONMDW,500
ONVO,297500
OP,9300
OPAL,70600
OPBK,31300
OPCH,2231500
OPEN,51618900
OPHC,267200
OPI,2064200
OPINL,17800
OPK,6789900
OPOF,3800
OPRA,335200
OPRT,363400
OPRX,510600
OPT,56700
OPTN,923200
OPTX,130000
OPTXW,2200
OPTZ,9100
OPXS,7400
ORGN,713600
ORGNW,16700
ORGO,846400
ORIC,255100
ORIS,261000
ORKA,96100
ORKT,46200
ORLY,375000
ORMP,171200
ORRF,126100
OS,998800
OSBC,169300
OSIS,321400
OSPN,420100
OSS,51700
OST,60800
OSUR,797700
OSW,367300
OTEX,465600
OTLK,434100
OTLY,2814800
OTRK,20900
OTTR,234600
OVBC,600
OVID,120500
OVLY,12300
OXBR,11700
OXLC,4069000
OXLCI,5100
OXLCL,3100
OXLCN,3000
OXLCO,1000
OXLCP,1300
OXLCZ,2200
OXSQ,324600
OXSQG,500
OXSQZ,500
OZEM,27000
OZK,822100
OZKAP,47600
PAA,3687800
PABD,800
PABU,1800
PACB,5964500
PAGP,927000
PAHC,156000
PAL,177300
PALI,26700
PALT,22100
PAMT,18300
PANL,235400
PANW,2860500
PARA,13048300
PARAA,36300
PASG,753900
PATK,261200
PATN,100
PAVM,19700
PAVMZ,3200
PAVS,700
PAX,565500
PAYO,4854900
PAYS,87300
PAYX,1366800
PBFS,24000
PBHC,1800
PBM,327200
PBMWW,141300
PBPB,96600
PBYI,209300
PC,64200
PCAR,2131300
PCB,22700
PCH,584600
PCRX,475000
PCSA,36000
PCT,1947200
PCTTW,11600
PCTY,312400
PCVX,906000
PCYO,38700
PDBA,4700
PDBC,3105700
PDCO,868500
PDD,7430300
PDEX,50500
PDFS,168200
PDLB,52100
PDP,117600
PDSB,251900
PDYN,39615600
PDYNW,905500
PEBK,267300
PEBO,78100
PECO,808100
PEGA,724000
PENG,1255100
PENN,1708200
PEP,4653800
PEPG,75000
PEPS,100
PERI,212000
PESI,165600
PET,1763500
PETS,122300
PETWW,9300
PETZ,4100
PEV,153400
PEY,164700
PEZ,2900
PFBC,59600
PFC,138900
PFF,4369700
PFG,931800
PFI,3000
PFIE,472800
PFIS,69600
PFM,16100
PFMT,128500
PFTAW,42300
PFX,400
PGC,129400
PGEN,1092000
PGHL,2932100
PGJ,81700
PGNY,1486400
PGY,1728300
PGYWW,114300
PHAR,1600
PHAT,955200
PHIO,8400
PHO,35900
PHUN,1444500
PHVS,151000
PI,283700
PID,60000
PIE,4700
PIII,639300
PIIIW,355500
PIK,19800
PINC,470200
PIO,5500
PIRS,6100
PITA,201900
PITAW,8700
PIZ,2600
PKBK,14800
PKOH,17900
PKW,9700
PLAB,699700
PLAY,1041400
PLBC,7700
PLBY,416000
PLCE,159700
PLL,568600
PLMJ,700
PLMJW,300
PLMR,243300
PLPC,20900
PLRX,402600
PLRZ,43700
PLSE,335200
PLTK,487800
PLTR,46923500
PLUG,45523700
PLUR,119500
PLUS,215100
PLXS,201800
PLYA,1848300
PMAX,4000
PMBS,5100
PMCB,12800
PMD,11600
PMEC,16100
PMN,63100
PMTS,46100
PMVP,75400
PNBK,12100
PNFP,456000
PNFPP,7000
PNQI,81000
PNRG,5800
PNTG,460600
POAI,249100
POCI,13500
PODC,266800
PODD,522500
POET,5363100
POLA,42700
POLE,2000
POLEU,1400
POLEW,297200
POOL,367100
POWI,505100
POWL,465000
POWW,669900
POWWP,3200
PPBI,644300
PPBT,42300
PPC,832600
PPH,109600
PPI,5800
PPIH,55500
PPSI,112000
PPTA,277400
PRAA,314800
PRAX,990500
PRCH,1363200
PRCT,670600
PRDO,302800
PRE,6200
PRENW,15700
PRFX,263400
PRFZ,64500
PRGS,414800
PRLD,435400
PRLH,300
PRLHW,135400
PRME,950200
PRN,40700
PROC,71400
PROCW,16100
PROF,40000
PROK,554100
PROP,40000
PROV,1700
PRPH,92900
PRPL,101400
PRPO,1400
PRQR,280500
PRSO,50800
PRTA,555100
PRTC,2000
PRTG,21400
PRTH,654800
PRTS,260700
PRVA,516300
PRZO,9207800
PSC,76900
PSCC,4500
PSCD,2900
PSCE,112800
PSCF,3100
PSCH,5700
PSCI,22300
PSCM,1500
PSCT,58600
PSCU,5100
PSEC,2573900
PSET,1000
PSHG,21700
PSIG,15300
PSL,2900
PSMT,152200
PSNL,574400
PSNY,3658900
PSNYW,128100
PSTR,10400
PSTV,28000
PSTX,30136900
PSWD,200
PT,6100
PTC,755900
PTCT,1511800
PTEC,100
PTEN,6904900
PTF,40700
PTGX,688700
PTH,7300
PTHL,52000
PTIR,378800
PTIX,2452000
PTLE,2425300
PTLO,988000
PTMN,59600
PTNQ,206300
PTON,15825700
PTPI,150000
PTVE,288900
PUBM,302000
PUI,3400
PULM,64000
PVBC,28600
PWM,45100
PWOD,12600
PWP,627900
PXI,12700
PXLW,615500
PXS,34400
PY,3600
PYCR,890000
PYPD,14500
PYPL,5610400
PYXS,2366300
PYZ,800
PZZA,865700
QABA,12000
QAT,404100
QBUF,36400
QCLN,98300
QCLR,100
QCOM,9489800
QCRH,83100
QDEL,962100
QETA,2000
QETAR,1900
QETAU,400
QFIN,1953900
QH,15700
QHDG,2100
QIPT,109400
QLGN,68700
QLYS,322500
QMCO,12757500
QMID,100
QMMM,5256200
QMOM,19500
QNCX,295600
QNRX,70400
QNST,296300
QNTM,89600
QNXT,5900
QOWZ,1200
QQA,33800
QQEW,41700
QQJG,100
QQMG,9500
QQQ,26557000
QQQA,900
QQQE,109500
QQQG,800
QQQI,261700
QQQJ,45200
QQQM,1175700
QQQP,10800
QQQS,700
QQQT,19600
QQQW,2900
QQQX,103600
QQQY,81300
QQXT,2000
QRHC,48100
QRMI,6700
QRTEA,1183000
QRTEB,600
QRTEP,70200
QRVO,2353800
QSG,229800
QSI,9814100
QSIAW,61200
QSIX,2700
QSML,100
QTEC,100700
QTI,110500
QTOP,12000
QTR,100
QTRX,437400
QTTB,116200
QTUM,122800
QUBT,45862300
QUIK,101200
QURE,431400
QVAL,10700
QXO,2086200
QXQ,12300
QYLD,2280400
QYLE,500
QYLG,8300
RAIL,299200
RAND,600
RANI,746200
RAPP,119400
RAPT,215200
RARE,281300
RAVE,14500
RAY,14600
RAYA,5400
RAYS,5800
RBB,32500
RBBN,216600
RBCAA,11800
RBKB,3600
RCAT,10491800
RCEL,65000
RCKT,1058600
RCKTW,122800
RCKY,35800
RCMT,47500
RCON,29900
RDACU,100
RDCM,175900
RDFN,5632700
RDHL,13000
RDI,37000
RDIB,7300
RDNT,363700
RDUS,132100
RDVT,132400
RDVY,724300
RDWR,266500
RDZN,121100
REAI,1000
REAL,3156000
REAX,680800
REBN,56700
RECT,11500
REE,56000
REFI,58900
REFR,25800
REG,729700
REGCO,24500
REGCP,9700
REGN,780000
REIT,6100
REKR,492800
RELI,227800
RELL,32100
RELY,1748000
RENB,439400
RENT,22200
REPL,2236700
RETO,8900
REVB,62500
REVBW,50400
REYN,751300
RFAI,6100
RFAIR,100
RFDI,19100
RFEM,7100
RFEU,100
RFIL,2800
RGC,42800
RGCO,8500
RGEN,347000
RGF,124900
RGLD,304800
RGLS,261400
RGNX,624300
RGP,258700
RGS,38100
RGTI,126719100
RGTIW,264700
RICK,89500
RIGL,132200
RILY,1351400
RILYG,21000
RILYK,23800
RILYL,27600
RILYM,21200
RILYN,60200
RILYP,21000
RILYT,26200
RILYZ,73800
RIME,183200
RING,149000
RIOT,26449900
RITR,94500
RIVN,81743600
RKDA,9200
RKLB,41464000
RLAY,1212500
RLMD,154300
RLYB,30000
RMBI,12500
RMBL,82500
RMBS,1042200
RMCF,42900
RMCO,9000
RMNI,233800
RMR,64900
RMSG,161000
RMSGW,22100
RMTI,789000
RNA,1200900
RNAC,68700
RNAZ,1446900
RNEM,200
RNEW,100
RNRG,6300
RNSC,19000
RNW,616900
RNWWW,1700
RNXT,104300
ROAD,319100
ROBT,48300
ROCK,197700
ROCL,10600
ROCLW,23800
ROE,10900
ROIC,1360100
ROIV,5509300
ROKU,3405400
ROMA,33000
ROOT,321000
ROP,360700
ROST,2742900
RPAY,742300
RPD,582900
RPID,63000
RPRX,1991600
RPTX,141400
RR,947700
RRBI,9000
RRGB,156400
RRR,438800
RSLS,4000
RSSS,175500
RSVR,36500
RSVRW,10800
RTC,31900
RTH,4500
RUM,5989000
RUMBW,76200
RUN,7227400
RUNN,33500
RUSHA,261100
RUSHB,8800
