Symbol,Volume
RVMD,764400
RVMDW,89400
RVNC,2175400
RVPH,444300
RVPHW,400
RVSB,25400
RVSN,463800
RVYL,422200
RWAY,249400
RWAYL,3100
RWAYZ,9300
RXRX,8515800
RXST,229900
RXT,763600
RYAAY,1265200
RYTM,868800
RZLT,186000
RZLV,1999600
RZLVW,79900
SABR,3113500
SABS,51000
SABSW,5200
SAFT,178400
SAG,646400
SAGE,725000
SAIA,317300
SAIC,504100
SAIH,170400
SAMG,18000
SANA,1222000
SANG,900
SANM,341400
SANW,261400
SARK,798800
SASR,204900
SATL,115700
SATLW,2500
SATS,1811300
SAVA,33142300
SBAC,644300
SBC,146900
SBCF,279900
SBCWW,365500
SBET,67200
SBFG,18000
SBFM,1558400
SBFMW,10300
SBGI,211600
SBLK,2277200
SBRA,3051800
SBT,22200
SBUX,6558200
SCDS,100
SCHL,181400
SCKT,29600
SCLX,1456000
SCNI,4200
SCNX,11900
SCOR,13300
SCPH,595400
SCSC,195800
SCVL,395400
SCWO,184100
SCWX,431400
SCYX,184600
SCZ,2282400
SDA,303700
SDAWW,61000
SDG,9400
SDGR,899900
SDIG,369800
SDOT,263200
SDSI,5200
SDST,8300
SDVY,2237900
SEAT,1968200
SEATW,10400
SEDG,3987000
SEED,38700
SEEM,25900
SEER,319500
SEIC,824600
SEIE,54900
SEIS,19900
SELF,4800
SELX,1200
SENEA,14200
SEPN,99700
SERA,40900
SERV,3846400
SETM,19400
SEVN,39100
SEZL,129200
SFBC,1500
SFHG,420100
SFIX,1284500
SFLO,25000
SFM,1470400
SFNC,450600
SFST,17100
SFWL,68500
SGA,11200
SGBX,212700
SGC,45700
SGD,42500
SGHT,291800
SGLY,9000
SGMA,97000
SGML,394400
SGMO,8343000
SGMT,299800
SGRP,26200
SGRY,1394300
SHBI,85100
SHC,2231500
SHEN,239500
SHFS,116000
SHFSW,3800
SHIM,6000
SHIP,332100
SHLS,5863500
SHLT,2200
SHMD,46200
SHMDW,34000
SHOO,628100
SHOT,514300
SHPH,121300
SHRY,1500
SHV,3266000
SHY,6597200
SHYF,201000
SIBN,241300
SIDU,975600
SIEB,27900
SIFY,55500
SIGA,774100
SIGI,577600
SIGIP,1500
SILC,6800
SILO,83900
SIMA,3200
SIMAU,800
SIMO,573900
SINT,691900
SIRI,3006100
SISI,213700
SITM,153000
SIXG,34600
SJ,19100
SJCP,0
SJLD,100
SJW,312600
SKGR,20300
SKGRW,34200
SKIN,652300
SKK,1773200
SKOR,40900
SKRE,24800
SKWD,348200
SKYE,97300
SKYQ,496200
SKYT,672000
SKYU,7000
SKYW,309500
SKYX,423800
SKYY,264500
SLAB,326200
SLDB,237600
SLDP,1293100
SLDPW,20500
SLE,341800
SLGL,29800
SLM,5048500
SLMBP,15200
SLN,472500
SLNG,14100
SLNH,176600
SLNHP,14300
SLNO,1528600
SLP,155500
SLQD,234200
SLRC,147200
SLRN,405600
SLRX,5700
SLS,512300
SLVO,19700
SLXN,1838600
SLXNW,5800
SMBC,26300
SMCF,300
SMCI,95313000
SMCO,28700
SMCP,300
SMCX,2723500
SMH,4996400
SMHX,31400
SMID,24900
SMLR,1430300
SMMT,1279300
SMPL,1021200
SMRI,1400
SMSI,104700
SMST,41647600
SMTC,6885000
SMTI,32500
SMTK,5843400
SMX,1067300
SMXT,204900
SMXWW,500
SNAL,38000
SNAX,62700
SNBR,411900
SNCR,78300
SNCRL,2900
SNCY,621000
SND,126000
SNDL,2007700
SNDX,900700
SNES,9000
SNEX,132500
SNFCA,67800
SNGX,23200
SNOA,136300
SNPS,767700
SNPX,10800
SNRE,2191300
SNSE,605200
SNSR,31900
SNT,23300
SNTG,700
SNTI,12100
SNY,3035800
SNYR,32500
SOBR,10000
SOCL,2600
SOFI,38184300
SOGP,4400
SOHO,235800
SOHOB,4700
SOHON,1100
SOHOO,400
SOHU,45500
SOND,69300
SONDW,10000
SONM,12800
SONN,30900
SONO,2035000
SOPA,19400
SOPH,8200
SOTK,2400
SOUN,40536600
SOUNW,69500
SOWG,327800
SOXM,2000
SOXQ,436900
SOXW,200
SOXX,2783800
SPAI,355600
SPAM,1600
SPAQ,100
SPBC,58300
SPC,7900
SPCB,23100
SPCX,1900
SPFI,42600
SPGC,26300
SPHL,45500
SPI,91200
SPKLW,600
SPNS,301600
SPOK,103200
SPPL,408100
SPRB,179100
SPRC,376200
SPRO,197700
SPRX,11600
SPRY,653700
SPSC,174100
SPT,618800
SPTN,214800
SPWH,756400
SPYB,600
SPYM,1100
SPYQ,17100
SQFT,57700
SQFTP,2000
SQFTW,4700
SQLV,1100
SQQQ,24916900
SRAD,2362300
SRBK,23400
SRCE,56300
SRDX,186100
SRET,21600
SRM,297200
SRPT,3403400
SRRK,1418100
SRTS,174800
SRZN,74000
SRZNW,1100
SSBI,15800
SSBK,6600
SSKN,1600
SSNC,1524900
SSP,485000
SSRM,932800
SSSS,96200
SSSSL,100
SSTI,61700
SSYS,608300
STAA,465000
STAF,85000
STBA,172900
STBX,31300
STCN,56600
STEC,25600
STEP,320700
STFS,4802700
STGW,546500
STHO,38400
STI,2632400
STIM,265600
STKH,22000
STKL,623400
STKS,384800
STLD,969000
STNE,6651000
STOK,1062000
STRA,190800
STRL,759800
STRM,8600
STRO,650300
STRR,49700
STRRP,1100
STRS,3400
STRT,24000
STSB,0
STSS,54500
STSSW,130000
STTK,246000
STX,2412500
SUGP,53400
SUNE,193000
SUNS,15700
SUPN,202100
SURG,447200
SUSB,120400
SUSC,207400
SUSL,19000
SUUN,15300
SVC,2661200
SVCO,403200
SVII,20800
SVIIR,100
SVMH,33973300
SVMHW,9800
SVRA,836100
SVRE,41700
SVREW,6200
SWAG,12700
SWBI,487700
SWIM,610500
SWIN,52800
SWKH,10300
SWKS,1863800
SWP,9700
SWTX,1015600
SWVL,18600
SXTC,31400
SXTP,141300
SY,85300
SYBT,127400
SYBX,10400
SYM,1358700
SYNA,544700
SYPR,22100
SYRA,984300
SYRE,627000
SYRS,3065700
SYT,1000
SYTA,477200
SYTAW,6600
TACT,9600
TAIT,7500
TALK,1346400
TALKW,105300
TANH,835600
TAOP,74300
TARA,289100
TARK,15500
TARS,549300
TASK,121200
TATT,17000
TAXE,1800
TAYD,9200
TBBK,610500
TBIL,1022000
TBLA,1387500
TBLAW,200
TBLD,74400
TBMC,500
TBMCR,500
TBNK,3800
TBPH,182200
TBRG,34200
TC,1142200
TCBI,243900
TCBIO,28800
TCBK,177500
TCBP,301800
TCBPW,64600
TCBS,600
TCBX,58900
TCHI,6500
TCMD,916000
TCOM,3275300
TCPC,378700
TCRT,16000
TCRX,166100
TCTM,5500
TCX,46500
TDI,800
TDIV,70100
TDSB,6900
TDSC,13300
TDTH,2300
TDUP,1202100
TEAM,1345800
TECH,995000
TECTP,1100
TECX,116900
TEKX,300
TELA,102800
TELO,227300
TEM,891000
TENB,541200
TENX,31300
TER,1768300
TERN,2767400
TETE,25800
TFFP,856300
TFIN,133900
TFINP,200
TFSL,278800
TGL,76200
TGTX,2770200
TH,270300
THAR,27000
THCH,211600
THCP,75300
THCPW,49900
THFF,40000
THRD,239500
THRM,254700
THRY,349000
THTX,29400
TIGO,55100
TIGR,2098200
TIL,74500
TILE,550100
TIPT,51600
TIRX,1100
TITN,426300
TIVC,362600
TKLF,3500
TKNO,364900
TLF,5500
TLN,812500
TLPH,72100
TLRY,21482600
TLS,556300
TLSA,52300
TLSI,46400
TLT,31122200
TLTM,1100
TLTQ,100
TLX,14700
TMC,1816400
TMCI,834000
TMCWW,70800
TMDX,1757300
TMET,400
TMUS,3251000
TNDM,1311500
TNFA,16700
TNGX,836000
TNON,164000
TNONW,700
TNXP,23953600
TNYA,9404200
TOI,9030500
TOIIW,41500
TOMZ,16100
TOP,48000
TORO,35700
TOUR,125200
TOWN,450500
TOYO,49091000
TPCS,35900
TPG,1483300
TPGXL,6100
TPIC,969700
TPST,1189700
TQQQ,34873600
TRAW,19100
TRDA,96400
TREE,208600
TRIB,48500
TRIN,532100
TRINI,4700
TRINL,1400
TRINZ,12400
TRIP,1672000
TRMB,1006000
TRMD,1235400
TRMK,360200
TRML,239100
TRNR,221000
TRNS,123300
TROO,1900
TROW,1307600
TRS,197000
TRSG,128600
TRST,75700
TRUE,170100
TRUG,587100
TRUP,357200
TRVG,115900
TRVI,139300
TSAT,11200
TSBK,10400
TSBX,89000
TSCO,787500
TSDD,12866900
TSEM,560400
TSHA,7377900
TSL,345600
TSLA,62295800
TSLL,40477600
TSLQ,22951400
TSLR,1145600
TSLS,6328900
TSLT,3434200
TSLW,400
TSLZ,35612100
TSMU,4100
TSMX,255500
TSMZ,16900
TSPY,12500
TSSI,1966600
TSVT,154500
TTD,3505500
TTEC,388000
TTEK,1976700
TTEQ,2200
TTGT,123100
TTMI,432300
TTNP,37100
TTOO,626000
TTSH,20400
TTWO,1788400
TUG,9300
TUGN,6900
TUR,214500
TURB,5700
TURN,184400
TUSK,273800
TVGN,1922300
TVGNW,1500
TVTX,1767100
TW,881000
TWFG,45900
TWG,2937000
TWIN,42700
TWST,652500
TXG,3032300
TXMD,10900
TXN,5260400
TXRH,739200
TXSS,100
TYGO,11900
TYRA,173400
TZOO,67700
TZUP,66500
UAE,101600
UAL,8317500
UBCP,6400
UBFO,17800
UBND,82200
UBRL,19000
UBSI,425000
UBX,65600
UBXG,1387000
UCAR,9100
UCL,155000
UCRD,200
UCTT,348200
UCYB,200
UDMY,921300
UEIC,35700
UEVM,1000
UFCS,173900
UFIV,369800
UFO,16800
UFPI,300900
UFPT,33900
UG,11000
UGRO,173200
UHG,22200
UHGWW,139500
UITB,368600
UIVM,3200
UK,17400
ULBI,57900
ULCC,3279100
ULH,39900
ULTA,848700
ULVM,300
ULY,98900
UMBF,242000
UMMA,23600
UNB,19200
UNCY,1344900
UNIT,2015200
UNIY,100
UNTY,15600
UONE,47500
UONEK,8200
UPB,224800
UPBD,564300
UPC,50600
UPGR,100
UPLD,631700
UPST,5729300
UPWK,2868200
UPXI,153300
URBN,4335000
URGN,440600
URNJ,67400
UROY,1081400
USAF,15200
USAP,93600
USAU,309000
USCB,20800
USCF,100
USCL,100
USDX,285800
USEA,121900
USEG,60500
USFI,100
USGO,96600
USGOW,12100
USIG,685400
USIN,100
USIO,65600
USLM,252400
USMC,116100
USOI,66500
USOY,36700
USRD,100
USSH,100
USTB,127500
USVM,19500
USVN,200
USXF,36100
UTEN,48200
UTHR,265000
UTHY,5900
UTMD,17400
UTRE,1000
UTSI,3300
UTWO,28000
UTWY,500
UVSP,126300
UXIN,264900
VABK,10600
VACH,5700
VACHW,4500
VALN,29100
VALU,2900
VANI,240400
VBNK,24800
VBTX,497000
VC,317000
VCEL,349600
VCIC,402000
VCICW,61400
VCIG,233000
VCIT,8261200
VCLT,2358300
VCNX,102000
VCRB,84100
VCSA,65700
VCSH,9241300
VCTR,529800
VCYT,1032300
VECO,695100
VEEA,239000
VEEAW,4100
VEEE,14000
VEON,34500
VERA,449800
VERB,390900
VERI,513700
VERO,328500
VERU,1704100
VERV,925500
VERX,747700
VFF,269000
VFLO,963500
VFS,807100
VFSWW,18300
VGAS,3500
VGASW,100
VGIT,2290200
VGLT,5032400
VGSH,1855400
VGSR,51700
VIASP,21200
VIAV,1472700
VICR,124600
VIGI,644500
VIGL,1660800
VINC,174300
VINP,78600
VIOT,764700
VIR,836500
VIRC,108000
VIRT,499500
VIRX,338300
VISL,46200
VITL,1806800
VIVK,34100
VKTX,5187400
VLCN,79500
VLGEA,9400
VLY,8978500
VLYPN,4900
VLYPO,4800
VLYPP,1500
VMAR,62100
VMBS,3086300
VMD,112600
VMEO,1046200
VMOT,300
VNDA,529300
VNET,977700
VNOM,858000
VNQI,180700
VOD,5462800
VONE,32000
VONG,1142700
VONV,407500
VOR,376300
VOXR,56800
VOXX,51900
VPLS,28900
VRA,419200
VRAR,59600
VRAX,53500
VRCA,1352600
VRDN,1041500
VREX,657200
VRIG,150100
VRM,44100
VRME,227800
VRNA,1223300
VRNS,1612800
VRNT,356500
VRPX,3238000
VRRM,1684300
VRSK,531500
VRSN,710400
VRTX,1327700
VS,45700
VSAT,3356900
VSDA,4200
VSEC,107100
VSEE,87714300
VSEEW,126600
VSME,12300
VSMV,15900
VSTA,6400
VSTE,1322500
VSTEW,23500
VSTM,781500
VTC,35500
VTGN,166400
VTHR,11700
VTIP,742800
VTRS,7419500
VTSI,122600
VTVT,6700
VTWG,29400
VTWO,1356600
VTWV,40900
VTYX,7611600
VUZI,6608600
VVOS,370900
VVPR,678900
VWOB,1174600
VXRT,1320800
VXUS,2737300
VYGR,271000
VYMI,508600
VYNE,96300
WABC,101800
WABF,25700
WAFD,329100
WAFDP,7300
WAFU,8600
WAI,163400
WALD,181300
WASH,160100
WATT,99700
WAVE,176300
WAVS,400
WAY,523000
WB,663000
WBA,17438100
WBD,27346600
WBND,30300
WBTN,179500
WBUY,1856100
WCBR,10900
WCLD,164600
WCT,636300
WDAY,4189900
WDC,10728100
WDFC,104200
WEEI,800
WEN,2685000
WERN,666800
WEST,490000
WETH,128100
WEYS,8900
WFCF,7600
WFRD,461700
WGMI,709100
WGS,406300
WGSWW,5900
WHF,131700
WHFCL,600
WHLM,5400
WHLR,27900
WHLRD,16500
WHLRP,400
WILC,4500
WIMI,218300
WINA,13300
WINC,1100
WING,429400
WINT,157300
WINVW,900
WISA,270500
WISE,6400
WIX,711200
WKEY,159200
WKHS,2526700
WKSP,342400
WLACU,85800
WLDN,70100
WLDS,903400
WLDSW,4100
WLFC,25500
WLGS,115200
WMG,1658300
WMPN,5700
WNDY,300
WNEB,32600
WNW,572600
WOK,20800
WOOD,4400
WOOF,5101900
WORX,634200
WPRT,32300
WRAP,188200
WRD,112300
WRLD,18500
WRND,100
WSBC,357300
WSBCP,14700
WSBF,27800
WSC,1879900
WSFS,279900
WTBA,26800
WTBN,116600
WTFC,487600
WTFCM,8000
WTFCP,38200
WTO,302600
WTW,641600
WULF,26507400
WVE,965800
WVVI,1500
WVVIP,6400
WW,3731400
WWD,1729500
WYHG,824400
WYNN,1807400
XAIR,1681000
XAIX,24600
XBIL,207300
XBIO,20600
XBIT,46300
XBP,43000
XBPEW,1100
XCH,29200
XCNY,100
XCUR,498900
XEL,3155800
XELB,1500
XENE,483300
XERS,1321900
XFIX,100
XFOR,1204400
XGN,47200
XHG,20700
XLO,210200
XMAG,9400
XMTR,338200
XNCR,502100
XNET,114600
XOMA,65400
XOMAO,3800
XOMAP,800
XOS,27100
XOSWW,737200
XOVR,14900
XP,6726900
XPEL,136300
XPON,101400
XRAY,1926600
XRTX,12000
XRX,1928500
XT,124200
XTIA,34942700
XTKG,154100
XTLB,7400
XWEL,18900
XXII,22819400
XYLO,2400
YGMZ,4200
YHGJ,9700
YHNA,8200
YI,165600
YIBO,14800
YJ,9500
YLDE,700
YMAB,163900
YORW,53900
YOSH,20400
YOTAW,13600
YQ,20400
YQQQ,10300
YTRA,55500
YXT,199700
YY,276200
YYAI,391100
YYGH,27500
Z,2350800
ZAPP,83200
ZAPPW,24000
ZBAO,7200
ZBIO,406800
ZBRA,369200
ZCAR,177000
ZCARW,9600
ZCMD,78500
ZD,329900
ZENA,80371300
ZENV,156400
ZEO,8400
ZEOWW,1100
ZEUS,258800
ZG,274400
ZI,6236500
ZIMV,131100
ZION,925200
ZIONL,18500
ZIONO,40600
ZIONP,6500
ZJK,19000
ZJYL,651600
ZKIN,14900
ZLAB,783000
ZM,12886500
ZNTL,535600
ZOOZ,29200
ZOOZW,7200
ZS,1277400
ZTEK,45600
ZUMZ,188500
ZURA,272200
ZVRA,402300
ZVSA,253400
ZYME,304900
ZYXI,37000
ZZZ,400
