Symbol,Volume
NIE,56400
NIM,40900
NINE,1023800
NIO,71245200
NJR,594600
NKE,9495600
NKX,161900
NL,18000
NLOP,61900
NLY,6818500
NLY-F,41700
NLY-G,14300
NLY-I,18300
NMAI,74200
NMCO,234700
NMG,34700
NMI,27600
NMM,228900
NMR,376700
NMS,5700
NMT,7400
NMZ,308000
NNI,46200
NNN,1142400
NNY,32900
NOA,35700
NOAH,94800
NOC,849200
NOG,790400
NOK,14044800
NOM,1000
NOMD,777700
NOT.W,19900
NOTE,328300
NOV,2241500
NOVA,10993700
NOW,744400
NPCT,163900
NPFD,87300
NPK,35400
NPO,118500
NPV,8500
NPW.W,119200
NPWR,974500
NQP,67100
NR,903300
NRDY,2799000
NRE-A,3100
NREF,27100
NRG,4662400
NRGV,1797500
NRK,205200
NRP,42000
NRT,32000
NRUC,13000
NSA,508000
NSA-A,10500
NSC,1185700
NSP,315300
NTB,247900
NTEST.I,1720
NTG,10600
NTR,1991700
NTST,625400
NTZ,2700
NU,34490000
NUE,1728500
NUS,708800
NUV,421400
NUVB,2551800
NUW,44300
NVG,384700
NVGS,208700
NVO,6761300
NVR,19900
NVRI,401800
NVRO,400400
NVS,1336400
NVST,2382600
NVT,807300
NWG,1710500
NWN,166600
NX,295500
NXC,31600
NXD-A,1200
NXDT,147900
NXE,4676700
NXG,36500
NXJ,153200
NXN,7100
NXP,86800
NXRT,83600
NYC,3100
NYT,1534100
NZF,549800
O,3038800
OAK-A,4100
OAK-B,7500
OBDC,1754200
OBDE,237600
OBK,67600
OC,796400
OCFT,6300
ODC,14400
ODV,66500
OEC,433700
OFG,294800
OGE,791900
OGN,2776000
OGS,469000
OHI,1834900
OI,967100
OIA,56800
OII,677100
OIS,573500
OKE,4953000
OKLO,9133300
OLN,897100
OLO,1802300
OLP,37400
OMC,1061100
OMF,606200
OMI,478100
ONIT,32500
ONL,209200
ONON,2507600
ONTF,167800
ONTO,633400
OOMA,92900
OPAD,41200
OPF.W,141000
OPFI,825500
OPP,252900
OPP-A,4500
OPP-B,7300
OPY,29500
OR,353200
ORA,287000
ORC,2354900
ORCL,6427200
ORI,719200
ORN,612200
OSCR,2810700
OSK,302500
OTIS,1179900
OUS.W,202200
OUST,1007700
OUT,2555500
OVV,3314300
OWL,4204000
OWLT,34600
OXM,432500
OXY,12284500
OXY.W,207400
PAAS,3336200
PAC,334700
PACK,443600
PACS,1650200
PAG,208000
PAGS,8297200
PAI,12300
PAM,360300
PAR,803500
PARR,1053200
PATH,6510700
PAXS,189500
PAY,356300
PAYC,479500
PB,559000
PBA,1052900
PBF,1249900
PBH,257300
PBI,1648700
PBI-B,30300
PBR,12433100
PBR.A,3072200
PBT,227300
PCF,382200
PCG,11835700
PCK,154200
PCM,32300
PCN,138700
PCOR,2346200
PCQ,69500
PD,1962800
PDCC,300
PDI,1656800
PDM,1999200
PDO,318700
PDS,87200
PDT,110800
PDX,101800
PEB,1479100
PEB-E,800
PEB-F,2100
PEB-G,4700
PEB-H,3000
PEG,2657700
PEN,297500
PEO,64200
PER.W,2000
PERF,31500
PFD,65800
PFE,33001000
PFGC,617100
PFH,16000
PFL,112900
PFLT,1091400
PFN,296800
PFO,41000
PFS,449900
PFSI,232000
PG,6276900
PGP,37300
PGR,2114800
PGRE,503000
PGRU,57100
PGZ,25400
PH,364600
PHD,100000
PHG,703200
PHI,46200
PHIN,295200
PHK,533100
PHM,1520800
PHR,288400
PHT,109700
PHX,49100
PII,859600
PIM,26800
PINE,129400
PINS,9664200
PIPR,54600
PJT,243100
PK,1427200
PKE,47500
PKG,546800
PKST,165100
PKX,185600
PL,4596100
PL.W,57700
PLD,3367100
PLNT,659700
PLOW,198200
PLYM,431800
PM,3462700
PMF,72600
PML,173700
PMM,76200
PMO,83100
PMT,549300
PMT-A,104700
PMT-B,12200
PMT-C,35900
PMTU,1900
PMX,92200
PNC,1897500
PNF,78200
PNI,40400
PNNT,1082700
PNR,1286300
PNS.W,6200
PNST,155300
PNW,1039200
POR,757300
POST,747600
PPG,979900
PPL,6555700
PPT,226100
PR,8052900
PRA,208200
PRG,465600
PRGO,1145600
PRH,7800
PRI,134100
PRI-D,300
PRI-F,400
PRI-G,2500
PRI-H,1900
PRI-I,1000
PRI-J,1100
PRI-K,1000
PRI-L,2600
PRIM,519300
PRKS,735600
PRLB,270600
PRM,737300
PRMB,2146300
PRO,294100
PRS,35500
PRT,39000
PRU,1138400
PSA,650800
PSA-F,30900
PSA-G,30900
PSA-H,37900
PSA-I,15700
PSA-J,13500
PSA-K,14900
PSA-L,41900
PSA-M,8500
PSA-N,4600
PSA-O,18300
PSA-P,28900
PSA-Q,6100
PSA-R,72200
PSA-S,17000
PSBD,13500
PSE-A,4000
PSF,30100
PSF.W,102600
PSFE,450800
PSN,808200
PSO,248900
PSQ.W,200
PSQH,191700
PSTG,2154300
PSTL,107100
PSX,2705500
PTA,131800
PTY,357200
PUK,1289400
PUMP,857800
PVH,863700
PVL,54800
PWR,851300
PX,677000
PYN,14700
PZC,91100
QBT.W,1212300
QBTS,32245900
QD,3355800
QGEN,717800
QS,9248100
QSR,1473600
QTWO,339400
QUAD,220000
QVCC,40100
QVCD,13100
R,318400
RA,187200
RACE,220700
RAMP,715300
RBA,786000
RBC,282900
RBLX,6919300
RBO.W,129100
RBOT,55500
RBRK,979200
RC,1220300
RC-E,5700
RCB,500
RCC,500
RCI,603100
RCL,1615600
RCS,146600
RCUS,1075100
RDDT,7697100
RDN,730100
RDW,1209400
RDW.W,11100
RDY,2485900
RELX,457900
RERE,2395000
RES,1112700
REVG,340000
REX,158000
REX-B,6200
REX-C,1500
REXR,2370900
REZI,808300
RF,6036300
RF-C,22400
RF-E,23500
RF-F,58700
RFI,54900
RFL,16800
RFM,25600
RFMZ,54000
RGA,353100
RGR,280000
RGT,7600
RH,513000
RHI,822100
RHP,447500
RIG,14656700
RIO,1765000
RIT-A,10700
RIT-B,11600
RIT-C,70700
RIT-D,38200
RITM,2956900
RIV,59700
RIV-A,1500
RJF,1232900
RJF-B,2800
RKT,2900400
RL,793800
RLI,167800
RLJ,2271700
RLJ-A,22900
RLTY,47100
RLX,9082200
RM,10500
RMAX,215100
RMD,676200
RMI,26500
RMM,37600
RMMZ,32400
RMT,80800
RNG,1026200
RNGR,206500
RNP,78700
RNR,330700
RNR-F,6100
RNR-G,16000
RNST,642800
ROG,76800
ROK,1164700
ROL,2523800
RPM,447400
RQI,203900
RRC,1903100
RRX,689500
RS,205400
RSF,10200
RSG,835500
RSI,2920700
RSKD,604400
RTO,965600
RTX,3176000
RVLV,1378600
RVT,359600
RVTY,1013500
RWT,595200
RWT-A,1000
RWTN,6100
RWTO,4300
RXO,1082600
RY,540700
RYAM,440100
RYAN,1090800
RYI,245800
RYN,352900
RZB,17000
RZC,22600
S,4108700
SA,698400
SABA,69600
SAFE,253100
SAH,139600
SAJ,1000
SAM,85900
SAN,2356400
SAND,2275100
SAP,804800
SAR,240100
SARO,878000
SAT,2000
SAY,2200
SAZ,600
SB,577900
SB-C,300
SB-D,100
SBBA,1200
SBH,3076000
SBI,27400
SBR,16800
SBS,1434700
SBSI,102800
SBSW,5483900
SBXD,37100
SCCO,839400
SCD,28700
SCE-G,7600
SCE-H,17400
SCE-J,24000
SCE-K,8300
SCE-L,21400
SCE-M,24900
SCE-N,15100
SCH-D,45800
SCH-J,42300
SCHW,5121000
SCI,1463400
SCL,246800
SCM,194900
SCS,780100
SD,170800
SDHC,33700
SDHY,85800
SDRL,543800
SE,2389600
SEA-A,2100
SEA-B,11400
SEE,965700
SEI,725200
SEM,2438900
SEMR,313800
SES,1603600
SF,526300
SF-B,6000
SF-C,29600
SF-D,17600
SFB,12200
SFBS,266600
SFL,934600
SG,1505700
SGHC,1255300
SGU,8400
SHAK,861200
SHCO,153800
SHEL,3616900
SHG,181400
SHO,4351400
SHO-H,400
SHO-I,7300
SHOC,21300
SHOP,8028900
SHW,1889300
SID,1392100
SIG,538300
SII,99600
SILA,360800
SITC,1397600
SITE,222900
SJM,3914100
SJT,114900
SKE,275500
SKIL,14400
SKLZ,112600
SKM,255300
SKT,782700
SKX,1334700
SKY,602900
SLB,11192500
SLF,609100
SLG,2734600
SLG-I,17500
SLGN,518700
SLNZ,24100
SLQT,582500
SLVM,359200
SM,1011800
SMAR,1191300
SMBK,24000
SMC,42900
SMFG,650300
SMG,1075600
SMHI,287200
SMP,119200
SMR,8647600
SMR.W,270300
SMRT,2226400
SMWB,1089700
SN,989300
SNA,442400
SNAP,27809500
SNDA,67600
SNDR,1339000
SNN,521900
SNOW,7669600
SNV,992400
SNV-D,16000
SNV-E,12300
SNX,578800
SO,3509200
SOBO,916500
SOC,763600
SOJC,33600
SOJD,69400
SOJE,55800
SOL,145600
SOLV,676200
SON,793300
SONY,1783100
SOR,8800
SOS,49100
SPB,419400
SPCE,1625400
SPE,31100
SPE-C,2200
SPG,1358500
SPG-J,300
SPGI,948000
SPH,184100
SPHR,536600
SPIR,191600
SPL-A,33600
SPLP,3200
SPMA,22700
SPMC,10400
SPN-B,3700
SPNT,625000
SPOT,2660700
SPR,664000
SPRU,219900
SPXC,324600
SPXX,18700
SQ,7855200
SQM,824400
SQNS,95900
SR,305800
SR-A,15900
SRE,5602000
SREA,42200
SRFM,416000
SRG,223800
SRG-A,1900
SRI,292800
SRL,7900
SRV,31000
SSB,670500
SSD,181100
SSL,797200
SST,50200
SSTK,310500
ST,1315700
STAG,1259000
STC,122900
STE,473100
STEL,336400
STEM,2200800
STEW,194400
STG,15100
STK,70700
STLA,14663100
STM,6140300
STN,129000
STNG,804500
STR,859500
STRV,98200
STT,2184700
STT-G,22800
STVN,280100
STWD,1747500
STXD,3600
STXE,14500
STXG,13200
STXI,3000
STXK,15500
STXM,4400
STXT,16400
STXV,11600
STZ,2715300
SU,7032600
SUI,1081200
SUM,13200000
SUN,258200
SUP,103100
SUPP,600
SUPV,2281000
SUZ,4625500
SVV,840100
SW,2552000
SWI,310500
SWK,1290100
SWX,313400
SWZ,31000
SXC,1083500
SXI,46200
SXT,179500
SYF,2924100
SYF-A,35100
SYF-B,39700
SYK,1014500
SYY,2710100
T,30080300
T-A,173100
T-C,177300
TAC,672800
TAK,964800
TAL,3775800
TALO,1262500
TAP,2132600
TBB,118300
TBBB,2052000
TBC,664700
TBI,146100
TBN,15000
TCI,4400
TCS,69200
TD,2331800
TDC,505900
TDF,45800
TDG,344800
TDOC,6427400
TDS,1190000
TDS-U,57700
TDS-V,36600
TDW,761000
TDY,150200
TEAF,15400
TECK,1631700
TEF,917500
TEI,164200
TEL,1285500
TEN,973900
TEN-E,12200
TEN-F,7200
TEO,161700
TEVA,8369300
TEX,695800
TFC,7296700
TFC-I,8300
TFC-O,31500
TFC-R,42000
TFII,265900
TFPM,210000
TFSA,100
TFX,439400
TG,74000
TGI,655300
TGLS,255100
TGNA,1552800
TGS,245300
TGT,9888200
THC,1430500
THG,213500
THIR,6000
THLV,17200
THO,533000
THQ,123100
THR,282200
THS,760500
THW,161300
TIMB,272100
TISI,17500
TIXT,231200
TJX,4724900
TK,1005600
TKC,189300
TKO,907400
TKR,258700
TLK,662700
TLYS,46300
TM,410600
TME,6010600
TMHC,720100
TMO,1748500
TNC,303900
TNET,450500
TNK,357800
TNL,473000
TOL,1388700
TOST,7433400
TPB,150500
TPC,306200
TPH,711700
TPL,319600
TPR,12773600
TPTA,5900
TPVG,257500
TPX,1899600
TPZ,28000
TR,88900
TRAK,59100
TRC,98900
TREX,864600
TRGP,1733700
TRI,580800
TRN,462700
TRNO,663300
TROX,850400
TRP,1578000
TRT-A,8600
TRT-B,3200
TRT-C,8400
TRT-D,10500
TRT-E,3200
TRT-P,2500
TRTX,624500
TRU,1440700
TRV,1339100
TS,1114400
TSE,591600
TSI,38200
TSLX,182600
TSM,10186500
TSN,1669900
TSQ,80700
TT,1229800
TTC,453600
TTE,2075900
TTI,542500
TTP,14100
TU,3091000
TUYA,643900
TV,1355800
TVC,16400
TVE,10500
TWI,794700
TWLO,1761900
TWN,25300
TWO,1018900
TWO-A,14100
TWO-B,6600
TWO-C,11900
TX,446200
TXNM,1246200
TXO,134700
TXT,849700
TY,54800
TYG,28900
TYL,249400
U,10878600
UA,1906700
UAA,11089500
UAN,46200
UBER,13704800
UBS,1446900
UCB,672100
UCB-I,3700
UDR,2758300
UE,2618100
UFI,42200
UGI,7975000
UGP,4403200
UHA.B,268100
UHAL,158700
UHS,986700
UHT,68600
UI,67500
UIS,828300
UL,2118600
ULS,590800
UMC,9701700
UMH,459900
UMH-D,72100
UNF,79300
UNFI,693800
UNH,2693600
UNM,1305000
UNMA,14300
UNP,3305300
UP,1224700
UPS,3424900
URI,368600
USA,453100
USAC,129300
USB,5767500
USB-A,2800
USB-H,81700
USB-P,41400
USB-Q,42800
USB-R,56400
USB-S,44300
USFD,1586200
USM,115200
USNA,65300
USPH,145100
UTF,151900
UTI,572000
UTL,84800
UTZ,717900
UVE,119800
UVV,160300
UWM.W,2900
UWMC,3471000
UZD,44500
UZE,20300
UZF,20100
V,7071500
VAC,467300
VAL,1112500
VAL.W,10900
VALE,23544700
VATE,25200
VBF,53400
VCV,166100
VEEV,1044600
VEL,22500
VET,1414400
VFC,3880600
VGI,27200
VGM,148000
VHC,13900
VHI,14800
VICI,3589500
VIK,2401300
VIPS,3120700
VIST,1748600
VIV,471400
VKQ,134600
VLN,762700
VLN.W,56600
VLO,1728800
VLRS,1443700
VLT,7700
VLTO,1369000
VMC,577600
VMI,84300
VMO,239000
VNCE,1900
VNO,1434500
VNO-L,29600
VNO-M,7300
VNO-N,15100
VNO-O,5100
VNT,833200
VOC,56100
VOTE,41700
VOY-B,10200
VOYA,503100
VPG,160500
VPV,57000
VRE,564200
VRN,6816600
VRT,7680900
VRTS,46800
VSCO,1537400
VSH,7992000
VST,5331000
VSTO,1613400
VSTS,2523500
VTEX,371300
VTLE,772500
VTMX,202800
VTN,59300
VTOL,85800
VTR,3710800
VTS,115100
VVI,150700
VVR,913900
VVV,1330500
VVX,286900
VYX,1543900
VZ,17247000
VZIO,2267700
W,4146000
WAB,733600
WAL,696700
WAL-A,47700
WAT,1017500
WBS,1065500
WBS-F,5500
WBS-G,10900
WBX,413700
WBX.W,700
WCC,570100
WCC-A,16200
WCN,951200
WD,108400
WDH,54700
WDI,243200
WDS,824300
WEA,80400
WEAV,1320500
WEC,1197400
WELL,2874700
WES,1133400
WEX,268600
WF,36800
WFC,19139000
WFC-A,77000
WFC-C,80800
WFC-D,93100
WFC-L,12300
WFC-Y,48300
WFC-Z,166600
WFG,116500
WGO,412300
WH,728100
WHD,414400
WHG,8200
WHR,910300
WIA,41400
WINN,64600
WIT,3986000
WIW,145800
WK,406600
WKC,823900
WLK,533700
WLKP,29800
WLTG,600
WLY,174200
WM,1211000
WMB,7363100
WMK,87200
WMS,394000
WMT,16657000
WNC,683000
WNS,586900
WOLF,15475400
WOR,169000
WOW,143000
WPC,939100
WPM,1664100
WPP,257600
WRB,1150300
WRB-E,3100
WRB-F,8500
WRB-G,5800
WRB-H,7900
WRBY,2166600
WS,168400
WSM,1750600
WSO,289500
WSR,207300
WST,315700
WT,1261500
WTI,2117800
WTM,9700
WTRG,1099500
WTS,123500
WTTR,695900
WU,3314100
WWW,826300
WY,2365400
X,3943200
XFL-A,2100
XFLT,265100
XHR,713600
XIN,13100
XOM,14827300
XPER,431400
XPEV,6257900
XPO,1390200
XPOF,680400
XPRO,1163900
XYF,38900
XYL,1536300
YALA,405600
YELP,482300
YETI,1464100
YEXT,492300
YMM,14033800
YOU,1650000
YPF,2934100
YRD,114200
YSG,421800
YUM,1805600
YUMC,2448300
ZBH,1043700
ZEPP,6000
ZETA,9760200
ZGN,973900
ZH,286500
ZIM,10209300
ZIP,594900
ZK,546000
ZKH,68900
ZTO,4582200
ZTR,264500
ZTS,2539500
ZUO,4230000
ZVIA,690900
ZWS,927100
