RDFN,5632700
ASX,5618200
CRH,5616500
PYPL,5610400
SRE,5602000
EXC,5591700
CNC,5544000
BND,5538200
ROIV,5509300
DAL,5499600
SBSW,5483900
KDLY,5463300
VOD,5462800
ELAN,5445600
IGSB,5431700
AU,5430700
IOVA,5417800
POET,5363100
VST,5331000
GT,5325300
DAY,5322400
ALLO,5295100
CAG,5294300
TXN,5260400
QMMM,5256200
NFE,5238100
HIVE,5221300
VKTX,5187400
IGF,5183600
IAG,5178600
ON,5136800
EVLV,5130500
SCHW,5121000
FITB,5110000
WOOF,5101900
IEF,5093000
CGC,5067200
SLM,5048500
NTNX,5041600
VGLT,5032400
ANF,5018200
SMH,4996400
NVTS,4986900
BKR,4985700
EVGO,4975500
IPG,4972300
OKE,4953000
CABA,4921000
HNST,4891200
BLND,4872300
HLN,4856800
PAYO,4854900
EPD,4847600
MBLY,4817800
STFS,4802700
EL,4799400
IFBD,4778000
EMB,4765500
HUT,4740800
FTNT,4729200
TJX,4724900
LAC,4699400
CPNG,4689700
APA,4680400
CTRA,4676900
NXE,4676700
ALIT,4675400
NRG,4662400
PEP,4653800
BORR,4646200
EW,4643300
SUZ,4625500
APH,4606600
PL,4596100
ARRY,4594200
ADT,4588100
HPP,4582900
ZTO,4582200
AGL,4577700
D,4577000
ETSY,4570700
ENB,4560200
FTI,4553600
CPRT,4528000
LI,4526800
KC,4520100
CRM,4492700
NVDD,4490700
JWN,4457000
IP,4450000
IBM,4449500
FLG,4449000
JCI,4447900
APP,4442100
ENPH,4432000
MNST,4411500
GILD,4406400
UGP,4403200
CNP,4399000
CL,4380700
PFF,4369700
DDOG,4365600
SHO,4351400
ALAB,4343800
URBN,4335000
AZN,4334500
BBIO,4317400
BLDP,4311200
BAX,4311100
BSX,4284400
MOS,4273100
ENVX,4262400
CHGG,4254900
APTV,4252100
ZUO,4230000
CDZI,4208600
OWL,4204000
HON,4203200
GSK,4194600
WDAY,4189900
BZ,4187000
MYNZ,4157500
W,4146000
DXCM,4142000
FHN,4134700
HDB,4126500
BILI,4124500
S,4108700
MVIS,4090300
OXLC,4069000
EXK,4061600
ABT,4056800
MTEM,4038400
BYND,3994600
SEDG,3987000
WIT,3986000
FRO,3985700
CTVA,3959100
X,3943200
IBN,3933100
GLW,3926700
GE,3918900
FOXA,3916700
SJM,3914100
AKBA,3908100
GOEV,3907600
HTHT,3901700
ARCC,3898200
BLNK,3892700
JMIA,3888300
GEVO,3885400
CEG,3881600
VFC,3880600
CLOV,3868100
AEO,3851000
SERV,3846400
MAT,3844800
DKS,3821900
GENI,3806600
CHWY,3786000
EQNR,3782300
GERN,3781100
TAL,3775800
KODK,3768900
BTDR,3739900
WW,3731400
COMP,3715000
VTR,3710800
KR,3694800
PAA,3687800
BGC,3680100
KOS,3673400
NVAX,3672200
FL,3661900
PSNY,3658900
GIS,3642500
AIG,3640900
GEO,3633500
AA,3632500
JEPQ,3628900
SHEL,3616900
KIM,3605100
AQN,3600400
VICI,3589500
NCPL,3586900
AEG,3586200
ENSC,3573600
DOCS,3571100
EVH,3569000
HOVR,3550600
OLPX,3532800
SO,3509200
TTD,3505500
CRBG,3502500
UWMC,3471000
ICE,3464200
PM,3462700
EOSE,3447800
A,3444100
COUR,3442500
TSLT,3434200
BFLY,3427500
