Symbol,Date,Open,High,Low,Close,Volume
CUE,26-Nov-2024,1.05,1.15,1.03,1.09,508600
CURI,26-Nov-2024,1.81,1.84,1.785,1.83,153200
CURR,26-Nov-2024,1.73,1.75,1.5614,1.6978,6200
CUTR,26-Nov-2024,0.33,0.4073,0.33,0.392,990900
CVAC,26-Nov-2024,2.77,2.77,2.62,2.74,322600
CVBF,26-Nov-2024,23.78,23.97,23.66,23.83,861400
CVCO,26-Nov-2024,528,528,516.2705,521.23,92500
CVGI,26-Nov-2024,2.43,2.52,2.4,2.41,289900
CVGW,26-Nov-2024,27.59,27.78,27.18,27.44,226500
CVKD,26-Nov-2024,13.55,13.99,13.55,13.71,33400
CVLT,26-Nov-2024,174.57,178.72,173.27,177.6,279800
CVRX,26-Nov-2024,15.55,15.97,14.7348,15.3,190500
CVV,26-Nov-2024,3.12,3.15,3.03,3.14,18300
CWBC,26-Nov-2024,22.35,22.7,21.99,22.04,63700
CWCO,26-Nov-2024,26.84,26.985,26.445,26.61,50500
CWD,26-Nov-2024,0.4963,0.5212,0.3738,0.4449,102300
CWST,26-Nov-2024,112.4,113.3748,111.21,111.5,232600
CXAI,26-Nov-2024,1.45,1.58,1.4301,1.52,839400
CXAIW,26-Nov-2024,0.2098,0.21,0.2,0.2056,21800
CXDO,26-Nov-2024,5.19,5.45,5.1782,5.32,106300
CXSE,26-Nov-2024,30,30,29.69,29.7502,40800
CYBR,26-Nov-2024,325.5,328.01,322.5501,328.01,246200
CYCC,26-Nov-2024,0.343,0.37,0.34,0.354,224300
CYCN,26-Nov-2024,1.45,1.4699,1.33,1.36,155700
CYN,26-Nov-2024,6.41,7.48,6.05,6.39,374900
CYRX,26-Nov-2024,6.6,7.2874,6.53,7.18,562400
CYTH,26-Nov-2024,0.66,0.6858,0.6,0.679,28600
CYTK,26-Nov-2024,49.7,52.74,49.38,52.02,1092100
CYTO,26-Nov-2024,0.43,0.4483,0.4177,0.4215,40500
CZAR,26-Nov-2024,29.975,30.035,29.975,30.035,100
CZFS,26-Nov-2024,72.02,73.65,70.65,70.92,36700
CZNC,26-Nov-2024,20.6,20.68,20.39,20.41,24300
CZR,26-Nov-2024,39.25,39.4,38.295,38.68,2313300
CZWI,26-Nov-2024,16.49,16.5528,16.2841,16.37,20200
DADA,26-Nov-2024,1.36,1.37,1.32,1.34,625700
DAIO,26-Nov-2024,2.62,2.62,2.58,2.62,41700
DAKT,26-Nov-2024,14.75,15.11,14.67,15.02,358300
DALI,26-Nov-2024,27.26,27.32,27.24,27.2678,1700
DALN,26-Nov-2024,5.85,5.99,5.1101,5.5,120900
DAPP,26-Nov-2024,17.66,18.14,16.745,16.98,330300
DARE,26-Nov-2024,3.18,3.21,3.18,3.18,38800
DASH,26-Nov-2024,180,181.3,178.1,179.01,2741000
DATS,26-Nov-2024,2.04,2.04,1.8406,1.85,117100
DATSW,26-Nov-2024,0.045,0.045,0.045,0.045,800
DAVE,26-Nov-2024,84.43,89.3799,84.0413,87.89,284500
DAVEW,26-Nov-2024,0.16,0.1832,0.14,0.16,69400
DAWN,26-Nov-2024,13.48,13.79,13.2036,13.54,648500
DAX,26-Nov-2024,32.855,32.8625,32.8,32.8,1000
DBGI,26-Nov-2024,0.1113,0.125,0.1073,0.113,10157400
DBVT,26-Nov-2024,0.5505,0.6481,0.5436,0.606,410800
DBX,26-Nov-2024,28.46,28.585,28.145,28.37,2404600
DCAP,26-Nov-2024,21.63,21.68,21.63,21.68,200
DCBO,26-Nov-2024,49.6,50.2,48.86,48.86,53100
DCGO,26-Nov-2024,4.37,4.46,4.2525,4.3,602100
DCOM,26-Nov-2024,35.96,36.39,34.675,36.01,261700
DCOMG,26-Nov-2024,27.26,27.26,27,27.26,2800
DCOMP,26-Nov-2024,19.9999,19.9999,19.81,19.825,2400
DCTH,26-Nov-2024,10.56,10.7637,10.32,10.65,261600
DDI,26-Nov-2024,13.9,14.505,13.84,14.43,25100
DDIV,26-Nov-2024,40.89,41.05,40.63,41.0072,4300
DDOG,26-Nov-2024,155.46,157.48,151.49,154.39,4365600
DECO,26-Nov-2024,37.5,37.5,36.4044,36.4044,1700
DEMZ,26-Nov-2024,37.13,37.2175,37.08,37.2175,3300
DENN,26-Nov-2024,6.6,6.605,6.23,6.33,854000
DERM,26-Nov-2024,5.75,5.8,5.51,5.55,40800
DEVS,26-Nov-2024,0.6101,0.78,0.5501,0.725,26881100
DFGP,26-Nov-2024,53.81,53.96,53.7974,53.895,131500
DFGX,26-Nov-2024,53.22,53.2699,53.1,53.1866,116800
DFLI,26-Nov-2024,3.84,4.12,3.34,3.5,164900
DFLIW,26-Nov-2024,0.0139,0.0139,0.0139,0.0139,5000
DGCB,26-Nov-2024,53.49,53.54,53.45,53.53,75700
DGHI,26-Nov-2024,1.89,2,1.77,1.82,169500
DGICA,26-Nov-2024,16.22,16.6497,16.2001,16.44,160800
DGICB,26-Nov-2024,14.8,15.25,14.8,14.9,1600
DGII,26-Nov-2024,33.46,33.465,32.62,32.64,152200
DGLY,26-Nov-2024,0.85,0.889,0.8,0.8298,73200
DGRE,26-Nov-2024,25.7946,25.9123,25.7946,25.8,6900
DGRS,26-Nov-2024,56.4,56.4,55.95,56.1722,39400
DGRW,26-Nov-2024,84.9,85.11,84.55,85.05,537600
DH,26-Nov-2024,4.43,4.695,4.35,4.68,621700
DHAI,26-Nov-2024,1.045,1.08,1.0001,1.08,3000
DHAIW,26-Nov-2024,0.03,0.03,0.03,0.03,100
DHC,26-Nov-2024,2.57,2.63,2.54,2.55,949000
DHCNI,26-Nov-2024,14.75,14.75,14.6,14.635,19800
DHCNL,26-Nov-2024,15.5499,15.5499,15.3136,15.36,2600
DHIL,26-Nov-2024,167.96,168.7,163.94,165.92,31000
DIBS,26-Nov-2024,3.86,3.91,3.86,3.87,75100
DIOD,26-Nov-2024,66.79,67.005,65.07,66.15,734600
DIVD,26-Nov-2024,33.29,33.3091,33.24,33.2969,1100
DJCO,26-Nov-2024,582.42,582.42,569.065,572.6,6200
DJT,26-Nov-2024,30.14,31.64,30.11,30.51,9089200
DJTWW,26-Nov-2024,21.16,21.65,20.59,20.92,91100
DKNG,26-Nov-2024,42.99,43.481,42.755,43.06,5694000
DLHC,26-Nov-2024,8.75,8.75,8.54,8.55,15800
DLO,26-Nov-2024,11.4,11.42,11,11.27,1222100
DLPN,26-Nov-2024,1.07,1.1,1.05,1.06,22200
DLTH,26-Nov-2024,3.88,3.9,3.79,3.89,30300
DLTR,26-Nov-2024,69.05,69.39,67.788,69.12,3182500
DMAC,26-Nov-2024,4.68,5.14,4.68,5.08,175500
DMAT,26-Nov-2024,15.42,15.42,15.42,15.42,300
DMLP,26-Nov-2024,33.94,33.98,33.45,33.69,143200
DMN,26-Nov-2024,1.2,1.45,0.9,0.9299,2951600
DMRC,26-Nov-2024,33.5,34,32,33.26,80000
DMXF,26-Nov-2024,66.75,66.75,66.1135,66.38,28500
DNLI,26-Nov-2024,24.53,24.945,24.175,24.68,1197300
DNTH,26-Nov-2024,23.24,24.24,22.89,23.86,170500
DNUT,26-Nov-2024,11.05,11.1,10.86,10.92,1043700
DOCU,26-Nov-2024,85.98,86.75,84.6,85.3,2691100
DOGZ,26-Nov-2024,45.12,46.66,44.5,44.74,17400
DOMH,26-Nov-2024,1.55,1.6,1.53,1.59,9200
DOMO,26-Nov-2024,9.38,9.54,9.33,9.34,176100
DOOO,26-Nov-2024,49.66,50.28,46.94,47.56,264300
DORM,26-Nov-2024,140.46,143.375,137.36,142.83,181400
DOX,26-Nov-2024,87.5,87.61,86.46,87.37,614200
DOYU,26-Nov-2024,9.94,10.16,9.74,9.81,72100
DPRO,26-Nov-2024,3.42,3.66,2.51,2.66,760600
DRCT,26-Nov-2024,1.3,1.34,1.24,1.28,94300
DRIO,26-Nov-2024,0.74,0.7414,0.6706,0.674,412800
DRIV,26-Nov-2024,23.68,23.68,23.36,23.41,59500
DRMA,26-Nov-2024,1.15,1.15,1.09,1.1009,20700
DRRX,26-Nov-2024,1.02,1.04,0.9019,0.9359,65400
DRS,26-Nov-2024,35.27,35.665,34.8,34.87,708500
DRTS,26-Nov-2024,2.59,2.86,2.48,2.86,127700
DRTSW,26-Nov-2024,0.2025,0.2268,0.195,0.2125,57400
DRUG,26-Nov-2024,43.75,43.87,37.62,38.11,428500
DRVN,26-Nov-2024,16.95,16.95,16.61,16.85,329900
DSGN,26-Nov-2024,5.62,6.18,5.53,6.15,141600
DSGR,26-Nov-2024,38.79,39.18,38.58,39.1,36100
DSGX,26-Nov-2024,117.34,117.63,116.07,117.1,192700
DSP,26-Nov-2024,18.45,19,18.23,18.92,218600
DSWL,26-Nov-2024,2.65,2.7135,2.64,2.64,1300
DSY,26-Nov-2024,2.335,2.46,2.245,2.46,16300
DSYWW,26-Nov-2024,0.0304,0.04,0.0288,0.0378,12800
DTCK,26-Nov-2024,0.89,0.8901,0.89,0.89,1900
DTCR,26-Nov-2024,17.69,17.69,17.38,17.53,94100
DTI,26-Nov-2024,3.5,3.505,3.32,3.4,80800
DTIL,26-Nov-2024,7.22,7.3799,6.86,6.86,79100
DTSQ,26-Nov-2024,10.06,10.06,10.06,10.06,75000
DTSQR,26-Nov-2024,0.135,0.1499,0.135,0.1499,109700
DTSS,26-Nov-2024,2.56,2.69,2.38,2.52,63300
DTST,26-Nov-2024,3.95,4.1768,3.82,3.9,50100
DTSTW,26-Nov-2024,0.36,0.3975,0.36,0.3975,1800
DUKH,26-Nov-2024,25.6099,25.6099,25.54,25.565,800
DUKX,26-Nov-2024,24.705,24.72,24.705,24.715,2600
DUO,26-Nov-2024,0.543,0.579,0.5301,0.532,938000
DUOL,26-Nov-2024,348.47,358.73,346.98,353.53,875600
DUOT,26-Nov-2024,4.56,5.6426,4.56,5.49,220700
DVAL,26-Nov-2024,14.94,15,14.93,15,9100
DVAX,26-Nov-2024,12.44,12.77,12.41,12.66,1538400
DVLU,26-Nov-2024,32.8708,32.8708,32.8708,32.8708,200
DVOL,26-Nov-2024,36.2645,36.4699,36.21,36.4699,1100
DVY,26-Nov-2024,143.01,143.43,142.61,143.3,269400
DWAS,26-Nov-2024,103.21,103.51,102.5501,103.45,35700
DWAW,26-Nov-2024,41.98,41.98,41.9442,41.96,500
DWSH,26-Nov-2024,6.97,7.12,6.97,7.11,74900
DWSN,26-Nov-2024,1.44,1.52,1.42,1.52,6900
DWTX,26-Nov-2024,2.6785,2.82,2.55,2.645,11100
DWUS,26-Nov-2024,49.817,49.817,49.817,49.817,100
DXCM,26-Nov-2024,78.65,79.38,76.9401,77.94,4142000
DXJS,26-Nov-2024,34.43,34.55,34.341,34.55,11300
DXLG,26-Nov-2024,2.26,2.38,2.24,2.3,406400
DXPE,26-Nov-2024,72.93,73.4162,71.1391,72.97,210000
DXR,26-Nov-2024,9.6,9.8501,9.3268,9.551,6600
DYAI,26-Nov-2024,1.91,1.9299,1.625,1.73,47600
DYCQ,26-Nov-2024,10.3993,10.3993,10.39,10.39,11100
DYFI,26-Nov-2024,23.5901,23.5901,23.55,23.56,6200
DYN,26-Nov-2024,29.92,29.98,28.6,29.23,1053800
DYNI,26-Nov-2024,29.52,29.6,29.44,29.53,17500
DYNXU,26-Nov-2024,9.96,9.98,9.95,9.95,78900
DYTA,26-Nov-2024,31.99,32.06,31.95,32,5100
EA,26-Nov-2024,164.81,166.31,163.72,165.02,1859500
EAST,26-Nov-2024,0.58,0.6102,0.56,0.5967,85300
EBAY,26-Nov-2024,64.92,65.505,64.78,65.09,3192700
EBC,26-Nov-2024,18.92,19.04,18.67,18.76,699300
EBIZ,26-Nov-2024,28.62,28.62,28.45,28.5,3700
EBMT,26-Nov-2024,17.48,17.505,17.34,17.48,13300
EBON,26-Nov-2024,8.08,8.08,7.2041,7.29,59400
EBTC,26-Nov-2024,37.21,37.5,36.7,36.7,17400
ECBK,26-Nov-2024,14.86,14.98,14.8,14.9,8900
ECDA,26-Nov-2024,0.9501,1.02,0.9501,0.98,19900
ECOR,26-Nov-2024,11.38,11.98,11.06,11.46,53600
ECOW,26-Nov-2024,20.45,20.45,20.29,20.33,18200
ECPG,26-Nov-2024,48.66,49.26,47.93,49.06,83500
ECX,26-Nov-2024,1.84,1.91,1.77,1.88,172800
EDAP,26-Nov-2024,2.52,2.6,2.32,2.37,125400
EDBL,26-Nov-2024,0.15,0.1649,0.15,0.1572,1044300
EDIT,26-Nov-2024,2.335,2.34,2.135,2.21,3228300
EDOC,26-Nov-2024,10.19,10.23,10.09,10.15,11900
EDRY,26-Nov-2024,13.42,13.7264,13.4,13.56,6900
EDSA,26-Nov-2024,2.2,2.2792,2.16,2.21,15900
EDTK,26-Nov-2024,0.97,1.01,0.96,1,3900
EDUC,26-Nov-2024,1.9014,1.953,1.82,1.87,50900
EEFT,26-Nov-2024,106.49,106.8,104.19,105.43,212700
EEIQ,26-Nov-2024,0.9893,1.0288,0.9893,1.0288,3900
EEMA,26-Nov-2024,78.05,78.23,73.3542,73.5,69300
EFAS,26-Nov-2024,14.34,14.36,14.33,14.33,400
EFOI,26-Nov-2024,1.35,1.47,1.32,1.3901,18000
EFRA,26-Nov-2024,33.4893,33.4893,33.4728,33.4728,100
EFSC,26-Nov-2024,60.88,61.445,60.46,61.05,257200
EFSCP,26-Nov-2024,20.5,20.5,20.5,20.5,200
EGAN,26-Nov-2024,5.31,5.35,5.21,5.24,52400
EGBN,26-Nov-2024,29.7,30.04,29.41,29.48,140600
EGHT,26-Nov-2024,3.13,3.17,3.0702,3.16,833000
EH,26-Nov-2024,15.09,15.25,14.5658,14.64,804300
EHGO,26-Nov-2024,3.78,4.059,3.7511,3.95,16200
EHLS,26-Nov-2024,23.33,23.47,23.33,23.44,200
EHTH,26-Nov-2024,5.4,5.575,5.29,5.37,148300
EJH,26-Nov-2024,0.8,0.81,0.7702,0.795,228100
EKG,26-Nov-2024,17.9166,17.9166,17.9166,17.9166,100
EKSO,26-Nov-2024,0.71,0.736,0.67,0.6722,153200
ELAB,26-Nov-2024,0.0146,0.0148,0.0125,0.0125,325823900
ELBM,26-Nov-2024,0.499,0.499,0.47,0.4759,53000
ELDN,26-Nov-2024,3.97,4.37,3.95,4.25,234800
ELEV,26-Nov-2024,0.6065,0.6475,0.6015,0.6259,398400
ELPW,26-Nov-2024,1.73,1.73,1.47,1.61,629800
ELSE,26-Nov-2024,4.44,4.44,4.2,4.24,7900
ELTK,26-Nov-2024,10.98,11.1,10.965,11.035,7000
ELTX,26-Nov-2024,5.1,5.1,4.88,4.88,10100
ELUT,26-Nov-2024,4.23,4.29,3.945,4,38500
ELVA,26-Nov-2024,2.73,2.78,2.55,2.73,115000
ELVN,26-Nov-2024,24.88,25.07,24.0975,24.35,159100
ELWS,26-Nov-2024,2.67,2.91,2.67,2.79,19100
EM,26-Nov-2024,0.72,0.73,0.71,0.71,38300
EMB,26-Nov-2024,91.49,91.58,91.3825,91.57,4765500
EMBC,26-Nov-2024,17.18,20.8,17,18.7,1872700
EMCB,26-Nov-2024,65.41,65.79,65.41,65.45,1500
EMCGR,26-Nov-2024,0.09,0.09,0.0851,0.0851,23400
EMCGW,26-Nov-2024,0.0158,0.0289,0.0096,0.0115,69800
EMEQ,26-Nov-2024,25.31,25.31,25.18,25.2416,4500
EMIF,26-Nov-2024,21.65,21.67,21.65,21.67,100
EMKR,26-Nov-2024,3,3.02,2.95,2.97,178200
EML,26-Nov-2024,27.97,28.85,27.97,28.43,12900
EMXC,26-Nov-2024,58.38,58.38,58.045,58.09,2065000
EMXF,26-Nov-2024,38.64,38.66,38.54,38.54,2800
ENG,26-Nov-2024,1.395,1.395,1.3,1.34,23200
ENGN,26-Nov-2024,8.31,8.8,8.31,8.6,30400
ENGNW,26-Nov-2024,1.5,1.65,1.42,1.42,13700
ENLT,26-Nov-2024,16.55,16.65,16.5,16.51,29700
ENLV,26-Nov-2024,1.08,1.09,1.0064,1.07,133700
ENPH,26-Nov-2024,70.89,71.46,68.71,70.5,4432000
ENSC,26-Nov-2024,0.4988,0.5597,0.47,0.548,3573600
ENSG,26-Nov-2024,145.05,146.98,144.255,146.34,302100
ENTA,26-Nov-2024,8.8,9.005,8,8.56,410400
ENTG,26-Nov-2024,108.34,108.53,103.44,105.52,2092400
ENTO,26-Nov-2024,0.482,0.482,0.45,0.4652,58800
ENTX,26-Nov-2024,1.65,1.6655,1.61,1.61,8900
ENVB,26-Nov-2024,0.3243,0.3488,0.3174,0.327,130000
ENVX,26-Nov-2024,9.35,9.43,9.09,9.22,4262400
ENZL,26-Nov-2024,48.205,48.205,47.92,47.94,6500
EOLS,26-Nov-2024,12.71,12.89,12.485,12.83,539400
EOSE,26-Nov-2024,2.8,2.815,2.66,2.68,3447800
EOSEW,26-Nov-2024,0.1832,0.19,0.162,0.19,52000
EPIX,26-Nov-2024,1.78,1.82,1.78,1.81,255800
EPOW,26-Nov-2024,0.85,0.85,0.8,0.8,7800
EPRX,26-Nov-2024,3.4,3.57,3.05,3.05,14800
EPSN,26-Nov-2024,5.91,5.9579,5.715,5.77,15400
EQ,26-Nov-2024,0.7626,0.78,0.74,0.7799,85800
EQIX,26-Nov-2024,974,982.69,961.36,978.26,708100
EQRR,26-Nov-2024,62.4,62.4,62.3935,62.3935,400
ERAS,26-Nov-2024,2.74,2.815,2.68,2.78,746700
ERET,26-Nov-2024,27.7701,27.7701,27.7701,27.7701,100
ERIC,26-Nov-2024,8.19,8.23,8.1501,8.2,23691600
ERIE,26-Nov-2024,432.24,439.23,431.59,438.48,124900
ERII,26-Nov-2024,15.54,15.55,15.17,15.33,467200
ERNA,26-Nov-2024,0.529,0.529,0.4599,0.4681,242800
ERNZ,26-Nov-2024,24.95,25.01,24.91,24.96,4300
ESCA,26-Nov-2024,15.47,15.59,14.14,14.85,43700
ESEA,26-Nov-2024,40.35,40.95,39.18,39.38,27300
ESGD,26-Nov-2024,78.22,78.22,77.635,77.88,249800
ESGE,26-Nov-2024,34.6,34.6,34.4101,34.46,555200
ESGL,26-Nov-2024,1.31,1.53,1.0901,1.37,40500
ESGR,26-Nov-2024,325.21,326.415,325,325.8,65400
ESGRO,26-Nov-2024,20.03,20.3499,19.93,19.9319,12200
ESGRP,26-Nov-2024,19.95,20.04,19.8,19.82,19300
ESGU,26-Nov-2024,131.93,132.5,131.83,132.36,631000
ESHA,26-Nov-2024,10.67,10.68,10.67,10.68,68400
ESHAR,26-Nov-2024,0.0618,0.0627,0.0618,0.0627,200
ESLA,26-Nov-2024,1.0198,1.05,0.9736,1.01,28000
ESLT,26-Nov-2024,255.02,255.02,253,253,17400
ESMV,26-Nov-2024,29.71,29.88,29.71,29.88,1000
ESN,26-Nov-2024,15.79,15.79,15.6502,15.7494,7600
ESOA,26-Nov-2024,15.4,16.25,15.38,16.13,289500
ESPO,26-Nov-2024,83.01,83.41,82.9101,83.29,11700
ESPR,26-Nov-2024,2.52,2.61,2.5106,2.57,7582900
ESQ,26-Nov-2024,77.72,78,74.694,77.24,41100
ESSA,26-Nov-2024,20.54,20.63,20.06,20.19,14800
ESTA,26-Nov-2024,45.4,46.86,44.7085,45.57,349800
ETEC,26-Nov-2024,19.68,19.68,19.68,19.68,100
ETHA,26-Nov-2024,25.16,25.49,24.66,25.15,8504300
ETNB,26-Nov-2024,8.97,9.15,8.66,8.9,374800
ETON,26-Nov-2024,12.2,12.54,11.875,12.45,355000
ETSY,26-Nov-2024,54.8,55.3162,54.06,54.78,4570700
EU,26-Nov-2024,3.73,3.8,3.71,3.74,698900
EUDA,26-Nov-2024,4.38,4.68,4.3,4.39,102200
EUFN,26-Nov-2024,23.56,23.58,23.355,23.39,226500
EURK,26-Nov-2024,10.12,10.12,10.12,10.12,2300
EVAX,26-Nov-2024,1.52,1.68,1.48,1.61,36500
EVCM,26-Nov-2024,12.08,12.2,12.05,12.15,86400
EVER,26-Nov-2024,19.03,19.8,18.9511,19.67,532400
EVGN,26-Nov-2024,1.65,1.66,1.59,1.62,43600
EVGO,26-Nov-2024,6.49,6.54,6.175,6.49,4975500
EVGOW,26-Nov-2024,1.1,1.105,0.9501,1.06,98900
EVGR,26-Nov-2024,11.8,11.8,11.8,11.8,300
EVLV,26-Nov-2024,3.34,3.5,2.825,3.44,5130500
EVLVW,26-Nov-2024,0.22,0.24,0.1901,0.22,191300
EVMT,26-Nov-2024,15.45,15.5,15.42,15.47,600
EVO,26-Nov-2024,4.72,4.78,4.67,4.76,172200
EVOK,26-Nov-2024,4.2835,4.4195,4.26,4.39,16000
EVRG,26-Nov-2024,64.78,64.885,64.235,64.84,1630300
EVSD,26-Nov-2024,50.54,50.6094,50.52,50.58,16400
EVTV,26-Nov-2024,1.43,1.4503,1.35,1.35,592000
EWBC,26-Nov-2024,110.85,111.21,109.46,109.85,613800
EWCZ,26-Nov-2024,6.27,6.27,5.83,5.89,925500
EWJV,26-Nov-2024,31.72,31.86,31.59,31.7898,24200
EWTX,26-Nov-2024,32.2,32.57,31.53,32.08,328200
EWZS,26-Nov-2024,11.8,11.94,11.77,11.88,104000
EXAS,26-Nov-2024,60.3,61.215,57.8,60.1,5857200
EXC,26-Nov-2024,39.18,39.58,39.16,39.49,5591700
EXE,26-Nov-2024,98.01,99.5,97.78,98.89,2605400
EXEEL,26-Nov-2024,84,85.2,84,84.95,18500
EXEL,26-Nov-2024,36.37,36.48,35.8,36.45,1308100
EXFY,26-Nov-2024,3.23,3.375,3.1695,3.34,754900
EXLS,26-Nov-2024,46.84,47.1999,46.71,47.02,632800
EXPE,26-Nov-2024,184.09,186.53,183.205,186.28,991700
EXPI,26-Nov-2024,14.14,14.29,13.83,13.87,539700
EXPO,26-Nov-2024,100.17,101.12,98.7,98.99,175300
EXTR,26-Nov-2024,16.36,16.945,16.22,16.94,1138300
EYE,26-Nov-2024,12.047,12.515,11.92,12.445,1526000
EYEG,26-Nov-2024,36.02,36.02,36.02,36.02,100
EYEN,26-Nov-2024,0.089,0.1148,0.085,0.109,27120700
EYPT,26-Nov-2024,9.2,9.5,8.97,9,637900
EZFL,26-Nov-2024,2.6,2.615,2.4,2.53,48500
EZGO,26-Nov-2024,0.9252,0.965,0.91,0.939,40000
EZPW,26-Nov-2024,12.56,12.56,12.335,12.54,455100
FA,26-Nov-2024,19.85,20,19.49,19.73,1173800
FAAR,26-Nov-2024,27.75,27.92,27.75,27.845,14400
FAAS,26-Nov-2024,0.6157,0.629,0.54,0.5901,161800
FAASW,26-Nov-2024,0.1236,0.1236,0.075,0.11,11800
FAB,26-Nov-2024,89.33,89.42,89.07,89.3906,31900
FAD,26-Nov-2024,149.36,149.542,149.27,149.5,2400
FALN,26-Nov-2024,27.14,27.14,27.0817,27.11,489300
FAMI,26-Nov-2024,0.2667,0.2817,0.2605,0.2634,112900
FANG,26-Nov-2024,179.73,180.55,175.13,175.97,2466800
FARM,26-Nov-2024,2.2,2.3,2.15,2.22,152300
FARO,26-Nov-2024,26.75,26.75,26.15,26.4,126000
FAST,26-Nov-2024,83.62,84.23,82.88,84.1,2006700
FAT,26-Nov-2024,5.38,5.42,5.2,5.36,8900
FATBB,26-Nov-2024,4.62,4.62,4.62,4.62,200
FATBP,26-Nov-2024,9.65,9.66,9.4714,9.59,9700
FATBW,26-Nov-2024,3,3,3,3,100
FATE,26-Nov-2024,2.72,3.315,2.42,2.68,12256800
FBIO,26-Nov-2024,1.71,1.84,1.7001,1.84,624700
FBIOP,26-Nov-2024,5.15,5.25,5.15,5.22,11300
FBIZ,26-Nov-2024,51.2,51.23,50.341,50.93,23000
FBL,26-Nov-2024,31.22,32.5094,31.1244,32.07,488800
FBLA,26-Nov-2024,11.88,12.1112,11.86,11.87,123800
FBLG,26-Nov-2024,2.88,2.92,2.4001,2.47,221300
FBNC,26-Nov-2024,49.03,49.43,48.565,48.58,252700
FBOT,26-Nov-2024,27.92,27.92,27.72,27.74,3900
FBRX,26-Nov-2024,15.22,17.9999,15.07,16.68,124800
FBYD,26-Nov-2024,9,9.53,9,9.505,6900
FBYDW,26-Nov-2024,1,1.1,0.9121,1,1400
FBZ,26-Nov-2024,10.71,10.71,10.6675,10.68,2200
FCA,26-Nov-2024,19.45,19.45,19.131,19.22,18200
FCAL,26-Nov-2024,49.86,50.01,49.86,50.01,6000
FCAP,26-Nov-2024,32.51,32.6411,32,32.5,4600
FCBC,26-Nov-2024,46.53,46.92,46.15,46.61,22000
FCCO,26-Nov-2024,25.75,26.045,25.32,25.32,24400
FCEF,26-Nov-2024,22.22,22.33,22.21,22.22,6400
FCEL,26-Nov-2024,10.15,10.86,9.51,10.7,1861500
FCFS,26-Nov-2024,108,108.22,106.2501,107.1,260800
FCNCA,26-Nov-2024,2325.94,2350.27,2314.23,2325.96,81700
FCNCO,26-Nov-2024,24.15,24.15,23.8,23.89,7100
FCNCP,26-Nov-2024,23.5,23.75,23.4401,23.48,29700
FCTE,26-Nov-2024,27.05,27.17,26.99,27.17,81100
FCUV,26-Nov-2024,0.244,0.2668,0.242,0.2476,102800
FCVT,26-Nov-2024,38.42,38.4944,38.38,38.43,3800
FDBC,26-Nov-2024,54.72,54.72,53.75,53.75,3600
FDCF,26-Nov-2024,38.92,38.92,38.75,38.86,5400
FDFF,26-Nov-2024,38.81,38.81,38.66,38.67,9000
FDIF,26-Nov-2024,32.41,32.41,32.35,32.36,2700
FDIG,26-Nov-2024,37.8,38.48,36.12,36.47,97900
FDIV,26-Nov-2024,28.823,28.92,28.82,28.8765,10200
FDMT,26-Nov-2024,7.73,7.99,7.4749,7.5,1447000
FDNI,26-Nov-2024,28.47,28.47,28.1119,28.36,10600
FDSB,26-Nov-2024,12.49,12.53,12.49,12.53,600
FDT,26-Nov-2024,55.65,55.81,55.291,55.44,32200
FDTS,26-Nov-2024,40.828,40.828,40.828,40.828,100
FDTX,26-Nov-2024,35.82,35.9,35.7601,35.87,10100
FDUS,26-Nov-2024,21.09,21.1181,20.9,21.06,115400
FEAM,26-Nov-2024,0.493,0.499,0.43,0.4613,70400
FEBO,26-Nov-2024,2.3,2.3073,1.96,1.98,92400
FEIM,26-Nov-2024,13.21,13.9,13.21,13.88,108400
FELE,26-Nov-2024,109.7,110.58,107.83,108.04,154300
FEM,26-Nov-2024,22.37,22.4,22.26,22.37,157200
FEMB,26-Nov-2024,27.03,27.152,26.82,27.04,23700
FEMS,26-Nov-2024,38.97,39.19,38.7,38.905,21200
FEMY,26-Nov-2024,1.12,1.13,1.04,1.06,138900
FENC,26-Nov-2024,5.5,6.27,5.472,6.04,280100
FEP,26-Nov-2024,36.5,36.5,36.0882,36.17,26000
FEPI,26-Nov-2024,51.39,51.48,51.12,51.33,217100
FER,26-Nov-2024,40.48,40.71,40.29,40.71,31900
FEUZ,26-Nov-2024,40.39,40.585,40.37,40.585,600
FEX,26-Nov-2024,112.56,112.72,112.2585,112.6509,10000
FFBC,26-Nov-2024,30.06,30.215,29.75,29.82,284100
FFIC,26-Nov-2024,18,18.35,17.82,17.87,198800
FFIE,26-Nov-2024,1.4,1.4389,1.285,1.34,6498500
FFIEW,26-Nov-2024,0.0167,0.025,0.0167,0.02,87900
FFIN,26-Nov-2024,42.85,43,42.36,42.57,400700
FFIV,26-Nov-2024,248.2,252.16,247.26,251.92,391700
FFNW,26-Nov-2024,22.505,22.77,22.505,22.67,12400
FGBI,26-Nov-2024,13.41,13.66,13.33,13.33,13100
FGBIP,26-Nov-2024,21.62,21.62,21.6,21.6,300
FGEN,26-Nov-2024,0.396,0.397,0.3801,0.3876,368300
FGF,26-Nov-2024,31.01,32.97,27.2,31.96,26700
FGFPP,26-Nov-2024,17.99,19,16.64,18.49,13800
FGI,26-Nov-2024,0.81,0.8362,0.7857,0.82,6900
FGL,26-Nov-2024,2.44,2.55,2.2,2.23,15700
FGM,26-Nov-2024,37.7,37.7,37.7,37.7,100
