zip,phone,industryKey,sectorKey,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,shortName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
78725,512 516 8177,auto-manufacturers,consumer-cyclical,140473,7,9,10,9,10,1733011200,1703980800,86400,2,369.49,377.27,370.8,389.49,369.49,377.27,370.8,389.49,2.295,106.34426,118.947495,78455915,78455915,87095523,69140800,69140800,372,391.97,100,200,1249419591680,138.8,389.49,12.860726,284.0716,219.02675,USD,1229333463040,0.13075,2793105010,3210060032,76444266,79364249,1728950400,1731628800,0.0238,0.12911999,0.47907,0.74,0.0273,3210060032,21.806,17.849216,1703980800,1735603200,1727654400,0.169,12743000064,3.66,3.24,3:1,1661385600,12.654,92.822,0.6235088,0.31754446,NMS,EQUITY,TSLA,"Tesla, Inc.",1277818200,America/New_York,EST,ec367bc4-f92c-397c-ac81-bf7b43cffaf7,389.22,421,116,249.75786,245,2.77083,hold,42,33648001024,10.482,13244000256,12782999552,1.214,1.844,97150001152,18.078,30.457,0.04759,0.20389,676625024,14478999552,0.17,0.078,0.18229,0.13633001,0.107889995,USD,10.7914
