Ticker,Volume,number_options
IT,545700,5
ITCI,293600,5
ITW,828800,5
IVR,604400,5
JACK,638000,5
JAZZ,561700,5
JBT,592400,5
JELD,695300,5
JKS,581300,5
JLL,280900,5
KLIC,650000,5
KNF,329900,5
KNX,2901900,5
KOD,339600,5
KODK,3768900,5
KRG,1912900,5
KRNT,303400,5
KROS,296200,5
KRYS,168700,5
KYMR,967400,5
LAAC,1263500,5
LAD,220300,5
LBTYA,2428000,5
LDI,359200,5
LEG,1338000,5
LEGN,1775300,5
LGIH,184900,5
LINE,846100,5
LOAR,254700,5
LOGC,148200,5
LOGI,335000,5
LOPE,150200,5
LPTX,346400,5
LPX,479900,5
LRMR,746300,5
LRN,574700,5
LU,2309400,5
MATV,300800,5
MATW,212800,5
MBB,3426400,5
MCO,721400,5
MDU,2206200,5
MEDP,235000,5
MERC,368700,5
MESO,252600,5
MFIN,48100,5
MGNX,484000,5
MGPI,649800,5
MGY,1842800,5
MIR,2179500,5
MITK,311000,5
MKSI,641900,5
ML,143300,5
MLTX,162200,5
MODV,142200,5
MOH,438000,5
MPLN,39600,5
MPX,18300,5
MREO,745700,5
MRSN,3094300,5
MRVI,3322300,5
MRX,321600,5
MSB,44100,5
MSCI,362300,5
MSDL,535200,5
MSM,724600,5
MTTR,1651800,5
MTUS,539200,5
MTW,318400,5
MURA,637700,5
MVST,8643200,5
MXL,1299800,5
NAMS,604900,5
NARI,1084900,5
NATL,726900,5
NAVI,865600,5
NEGG,765200,5
NEO,566000,5
NGNE,1332300,5
NLOP,61900,5
NMFC,317600,5
NMRA,537200,5
NNDM,1635400,5
NOV,2241500,5
NTRS,958400,5
NVDS,843000,5
NVRO,400400,5
NVST,2382600,5
NXST,224100,5
OCUL,1359900,5
ODFL,1069700,5
OGN,2776000,5
OI,967100,5
OMCL,418200,5
OMI,478100,5
ONTO,633400,5
OPCH,2231500,5
OPI,2064200,5
OR,353200,5
ORA,287000,5
ORGN,713600,5
ORLY,375000,5
OS,998800,5
OTLK,434100,5
OTLY,2814800,5
PACS,1650200,5
PAR,803500,5
PATK,261200,5
PAY,356300,5
PCTY,312400,5
PEB,1479100,5
PEN,297500,5
PERI,212000,5
PFGC,617100,5
PFSI,232000,5
PHR,288400,5
PI,283700,5
PIPR,54600,5
PLAB,699700,5
PLRX,402600,5
PLTK,487800,5
PMT,549300,5
POST,747600,5
PPC,832600,5
PRAA,314800,5
PRCH,1363200,5
PRGS,414800,5
PRO,294100,5
PRPL,101400,5
PRTA,555100,5
PRVA,516300,5
PSN,808200,5
PSQH,191700,5
PTCT,1511800,5
QBTS,32245900,5
QGEN,717800,5
QNST,296300,5
QQQM,1175700,5
QSI,9814100,5
QXO,2086200,5
RAPT,215200,5
RBA,786000,5
RDN,730100,5
RELX,457900,5
RELY,1748000,5
REXR,2370900,5
RGTI,126719100,5
RHI,822100,5
RLMD,154300,5
RNA,1200900,5
RNR,330700,5
RPAY,742300,5
RRC,1903100,5
RS,205400,5
RSG,835500,5
RWT,595200,5
RXST,229900,5
RXT,763600,5
RYAM,440100,5
RYTM,868800,5
SAH,139600,5
SAND,2275100,5
SAP,804800,5
SBH,3076000,5
SCHL,181400,5
SDGR,899900,5
SDRL,543800,5
SEE,965700,5
SF,526300,5
SFL,934600,5
SGML,394400,5
SGMT,299800,5
SGRY,1394300,5
SHY,6597200,5
SII,99600,5
SILA,360800,5
SIMO,573900,5
SJT,114900,5
SKLZ,112600,5
SKYW,309500,5
SLAB,326200,5
SM,1011800,5
SNDX,900700,5
SOLV,676200,5
SPB,419400,5
SQM,824400,5
SRE,5602000,5
SRG,223800,5
SSNC,1524900,5
SSP,485000,5
SSRM,932800,5
SSTK,310500,5
SSYS,608300,5
STAA,465000,5
STEM,2200800,5
STR,859500,5
SUI,1081200,5
SVC,2661200,5
SW,2552000,5
SWTX,1015600,5
SXC,1083500,5
TAC,672800,5
TALO,1262500,5
TEL,1285500,5
TEN,973900,5
TENB,541200,5
TGI,655300,5
TGNA,1552800,5
THO,533000,5
THS,760500,5
TNET,450500,5
TNK,357800,5
TPB,150500,5
TPC,306200,5
TPG,1483300,5
TROX,850400,5
TRP,1578000,5
TRTX,624500,5
TTEK,1976700,5
TTI,542500,5
TV,1355800,5
TVTX,1767100,5
TXNM,1246200,5
TXRH,739200,5
UHS,986700,5
UIS,828300,5
ULCC,3279100,5
ULS,590800,5
UMC,9701700,5
UNFI,693800,5
USAC,129300,5
UTI,572000,5
VECO,695100,5
VEL,22500,5
VERA,449800,5
VERX,747700,5
VET,1414400,5
VIAV,1472700,5
VICR,124600,5
VIK,2401300,5
VIR,836500,5
VITL,1806800,5
VLTO,1369000,5
VMEO,1046200,5
VMI,84300,5
VREX,657200,5
VRN,6816600,5
VRNS,1612800,5
VRRM,1684300,5
VRSN,710400,5
VSEC,107100,5
VSH,7992000,5
VTGN,166400,5
VUZI,6608600,5
VYX,1543900,5
WAY,523000,5
WD,108400,5
WDFC,104200,5
WFRD,461700,5
WK,406600,5
WLK,533700,5
WMS,394000,5
WOW,143000,5
WPC,939100,5
WRBY,2166600,5
WSO,289500,5
WT,1261500,5
WTI,2117800,5
WW,3731400,5
WWD,1729500,5
XENE,483300,5
XFOR,1204400,5
XMTR,338200,5
XPOF,680400,5
YELP,482300,5
YY,276200,5
ZD,329900,5
ZK,546000,5
ZLAB,783000,5
ZTO,4582200,5
ZUO,4230000,5
ZYME,304900,5
AAON,445100,4
AAPD,200700,4
AAPU,400200,4
AAT,231200,4
AAXJ,510700,4
AB,431300,4
ABAT,267700,4
ABCB,335000,4
ABCL,1757700,4
ABEO,212700,4
ABG,153100,4
ABM,377900,4
ABSI,1033300,4
ACCO,763700,4
ACDC,683000,4
ACET,1482100,4
ACIC,127300,4
ACIU,82100,4
ACIW,674600,4
ACLX,459100,4
ACR,14100,4
ACRE,354200,4
ACTG,126100,4
ACVA,1645900,4
ACXP,448700,4
ADCT,666200,4
ADEA,363700,4
ADPT,1702200,4
ADT,4588100,4
ADTN,822500,4
ADUS,130200,4
ADVM,133200,4
AEE,803500,4
AEG,3586200,4
AEVA,533100,4
AEYE,106100,4
AFCG,114100,4
AFG,362000,4
AFMD,203100,4
AGCO,946600,4
AGEN,370500,4
AGM,38000,4
AGR,388000,4
AGRO,539900,4
AGS,211300,4
AGX,219500,4
AGYS,233700,4
AHH,534300,4
AHR,1684100,4
AHT,26800,4
AIFU,52100,4
AIQ,354900,4
AIRG,22800,4
AIRR,674300,4
AIRS,534600,4
AIT,449700,4
AIZ,330700,4
AJG,1538500,4
AJX,149200,4
AKBA,3908100,4
AKTS,12751600,4
AKYA,148800,4
AL,671400,4
ALC,925900,4
ALE,184000,4
ALEC,8130300,4
ALG,117800,4
ALKS,1462600,4
ALKT,1969400,4
ALLE,916600,4
ALLK,70700,4
ALLO,5295100,4
ALRM,343200,4
ALRS,132100,4
AMAL,176800,4
AMBC,422200,4
AMDL,3398900,4
AME,1285000,4
AMG,141300,4
AMH,3025700,4
AMPL,205500,4
AMPS,787500,4
AMRK,192700,4
AMRX,1077000,4
AMTB,201000,4
AMTM,1098000,4
AMWD,545000,4
AMWL,62600,4
AMX,2162700,4
AMZU,1389400,4
AMZZ,117900,4
AN,615900,4
ANDE,191700,4
ANGL,982700,4
ANGO,250900,4
ANIK,108800,4
ANIP,196800,4
ANIX,68700,4
ANNX,1373000,4
ANY,810000,4
AOS,850700,4
AOSL,963400,4
AOUT,33200,4
APAM,343800,4
APG,1211500,4
API,1818700,4
APLE,1602100,4
APOG,150200,4
APPF,163700,4
AQMS,179400,4
AQN,3600400,4
AQST,1520700,4
ARAY,492200,4
ARBE,330200,4
ARBK,1211400,4
ARCO,1437300,4
ARCT,281000,4
ARE,1134800,4
AREC,243800,4
ARES,1586500,4
ARIS,324100,4
ARKO,365800,4
ARLO,719500,4
ARMK,2760600,4
ARQ,354500,4
ARVN,407800,4
ARW,383300,4
ARWR,8052100,4
ASB,1889100,4
ASC,1039700,4
ASGN,362600,4
ASIX,149000,4
ASLE,352300,4
ASTE,186300,4
ASTH,309000,4
ASUR,93200,4
ASX,5618200,4
ASYS,36400,4
ATAI,1128300,4
ATAT,981300,4
ATER,115200,4
ATEX,313700,4
ATHA,177800,4
ATHM,368300,4
ATKR,1195000,4
ATLO,23400,4
ATLX,192100,4
ATMU,712900,4
ATOM,671000,4
ATOS,709600,4
ATR,140300,4
ATRC,333100,4
ATRO,3259300,4
ATS,106100,4
ATSG,486900,4
ATXS,229800,4
AUB,795900,4
AUDC,69100,4
AVA,421800,4
AVAH,207800,4
AVB,730000,4
AVD,335100,4
AVDX,1450700,4
AVGX,144700,4
AVIR,155400,4
AVNS,442100,4
AVNW,184500,4
AVT,520200,4
AVY,539900,4
AWI,177500,4
AWK,1332900,4
AXDX,51200,4
AXGN,216300,4
AXTI,293600,4
AZEK,1071000,4
AZPN,545600,4
AZZ,155900,4
BABX,128900,4
BALY,198000,4
BAM,1247500,4
BAND,223000,4
BANF,77300,4
BANX,5700,4
BAP,168100,4
BARK,3014200,4
BASE,164800,4
BATRA,29000,4
BBAR,817700,4
BBCP,109900,4
BBDC,385700,4
BBSI,317500,4
BBU,23300,4
BBUC,46300,4
BBVA,1701400,4
BBW,207200,4
BC,661200,4
BCAB,637000,4
BCC,312700,4
BCH,133800,4
BCO,355800,4
BCOV,2071200,4
BCPC,96900,4
BCSF,187900,4
BCTX,2556200,4
BCYC,790900,4
BDC,247200,4
BDN,2017500,4
BDTX,402100,4
BDX,2176500,4
BEEM,259900,4
BELFB,67000,4
BEPC,894500,4
BFAM,521100,4
BFH,634600,4
BFLY,3427500,4
BFST,108300,4
BGC,3680100,4
BGFV,193300,4
BGNE,308100,4
BGSF,39400,4
BHE,202200,4
BHF,286400,4
BHR,149300,4
BIGC,2373900,4
BIO,167700,4
BIOX,279300,4
BIPC,320200,4
BITS,10000,4
BKCH,73000,4
BKD,1586500,4
BKE,661800,4
BKH,510000,4
BKSY,892600,4
BKU,575400,4
BKV,297700,4
BLBD,2410800,4
BLCN,21300,4
BLD,377000,4
BLDE,2799100,4
BLFS,618100,4
BLND,4872300,4
BLRX,2175900,4
BLX,97300,4
BLZE,734100,4
BMA,358200,4
BMRA,147700,4
BN,2054300,4
BND,5538200,4
BNDX,2725300,4
BNGO,2293200,4
BNL,980600,4
BNT,9000,4
BOC,94400,4
BOH,297200,4
BOKF,87500,4
BOND,265200,4
BOOM,230800,4
BOWL,617500,4
BPOP,364700,4
BPT,143000,4
BR,655800,4
BRAG,58900,4
BRC,356700,4
BRCC,423300,4
BRDG,195900,4
BRFS,1445800,4
BRKL,741200,4
BRKR,1942900,4
BRLT,98000,4
BRO,1371800,4
BRSP,404300,4
BRT,29000,4
BRX,1216700,4
BTCM,167600,4
BTE,12831800,4
BTF,65800,4
BTSG,949800,4
BUG,92600,4
BUSE,232700,4
BV,601200,4
BVS,377100,4
BWB,64400,4
BWEN,85500,4
BXC,67200,4
BXSL,680700,4
BZH,641300,4
BZUN,444500,4
CAAP,199300,4
CAC,86200,4
CADE,1353700,4
CADL,492300,4
CAE,640500,4
CALM,504800,4
CALX,1157100,4
CAPL,22500,4
CAPR,1219900,4
CARE,61700,4
CARG,806100,4
CARS,503500,4
CASY,199400,4
CATO,369100,4
CATY,243200,4
CBAT,226500,4
CBRE,2216600,4
CBSH,494000,4
CBT,293900,4
CBUS,112200,4
CCAP,87900,4
CCB,41100,4
CCBG,24100,4
CCCC,1052500,4
CCCS,2531600,4
CCEC,15600,4
CCEP,1356900,4
CCLD,122200,4
CCRN,334500,4
CCS,329800,4
CCSI,106900,4
CCU,237800,4
CDMO,1391400,4
CDNA,929000,4
CDRE,247700,4
CDXC,1030300,4
CDXS,618500,4
CDZI,4208600,4
CELC,282600,4
CELU,50300,4
CENN,114000,4
CENT,312000,4
CEPU,287200,4
CERT,1003700,4
CEVA,176000,4
CFB,178500,4
CFR,319600,4
CGAU,486400,4
CGBD,270500,4
CGNT,215100,4
CGNX,900600,4
CGON,269600,4
CHCT,290300,4
CHD,1254600,4
CHE,83100,4
CHEF,381500,4
CHH,274500,4
CHMI,229900,4
CHRD,934000,4
CHX,1603200,4
CIA,51400,4
CIB,178500,4
CIBR,426000,4
CIG,1798100,4
CIM,387400,4
CIO,339800,4
CKPT,1652300,4
CLAR,236600,4
CLB,364400,4
CLBT,1834700,4
CLDT,438500,4
CLFD,96500,4
CLH,259100,4
CLOU,153300,4
CLPR,70000,4
CLPT,109400,4
CLRB,189900,4
CLSD,188000,4
CLW,251700,4
CMBM,91400,4
CMC,680800,4
CMCM,90700,4
CMCO,241000,4
CMCT,661400,4
CMRX,92000,4
CMS,2265700,4
CMTG,374600,4
CMTL,295200,4
CNA,181000,4
CNDT,1065500,4
CNI,1221900,4
CNO,607400,4
CNSL,1688600,4
CNTA,559200,4
CNTY,287000,4
CNXC,931000,4
COCO,249200,4
COHU,189300,4
COLB,1303500,4
COLD,1624000,4
COMT,241200,4
COOK,249000,4
COSM,608000,4
CPA,504700,4
CPRX,1152800,4
CPSH,25900,4
CPT,881500,4
CQP,127000,4
CR,231900,4
CRBU,2793300,4
CRDF,543600,4
CRDL,376600,4
CRESY,561300,4
CRGY,1537900,4
CRI,935900,4
CRMD,1206700,4
CRSR,472000,4
CSGS,380200,4
CSL,400400,4
CSR,211900,4
CSTE,28300,4
CSTL,294500,4
CSV,58900,4
CSWC,199500,4
CTLP,423300,4
CTMX,851200,4
CTO,358100,4
CTRE,2254400,4
CTRM,48600,4
CTRN,142000,4
CTS,186100,4
CTXR,1735300,4
CUBE,1335500,4
CUBI,217600,4
CUE,508600,4
CUK,959700,4
CULP,3000,4
CURI,153200,4
CURV,444200,4
CUTR,990900,4
CUZ,976200,4
CVAC,322600,4
CVCO,92500,4
CVEO,88700,4
CVGI,289900,4
CVGW,226500,4
CVLG,31200,4
CVRX,190500,4
CW,182800,4
CWAN,1981400,4
CWCO,50500,4
CWEN,802700,4
CWST,232600,4
CWT,354600,4
CXAI,839400,4
CXDO,106300,4
CXT,614500,4
CYD,13600,4
CYRX,562400,4
DADA,625700,4
DAIO,41700,4
DAKT,358300,4
DAN,6496900,4
DAO,371200,4
DAPP,330300,4
DAVA,391500,4
DAWN,648500,4
DAY,5322400,4
DCBO,53100,4
DCGO,602100,4
DCI,490800,4
DCO,147200,4
DCTH,261600,4
DDL,857400,4
DEA,1261000,4
DEI,919500,4
DENN,854000,4
DEO,1543600,4
DESP,1136000,4
DFH,584900,4
DFIN,107700,4
DGICA,160800,4
DGII,152200,4
DHX,153400,4
DIN,299100,4
DIOD,734600,4
DK,869900,4
DKL,97200,4
DLB,464800,4
DLNG,130100,4
DLPN,22200,4
DLTH,30300,4
DLX,303700,4
DMLP,143200,4
DMRC,80000,4
DNLI,1197300,4
DNOW,620800,4
DOC,3352300,4
DOLE,435800,4
DOMO,176100,4
DOX,614200,4
DRD,193700,4
DRIO,412800,4
DRIV,59500,4
DRLL,137700,4
DRRX,65400,4
DRS,708500,4
DRVN,329900,4
DSGN,141600,4
DSGX,192700,4
DSL,402500,4
DSP,218600,4
DSX,1676100,4
DTC,245000,4
DTCR,94100,4
DTE,1148500,4
DTM,921800,4
DVY,269400,4
DX,1504600,4
DXLG,406400,4
DY,439300,4
DYAI,47600,4
E,379800,4
EARN,325500,4
EBC,699300,4
EC,1844000,4
ECPG,83500,4
ECVT,554100,4
EE,192200,4
EEFT,212700,4
EFC,1212900,4
EFSC,257200,4
EFX,1114100,4
EFXT,1437600,4
EG,398000,4
EGAN,52400,4
EGHT,833000,4
EGP,199400,4
EGY,872200,4
EHC,546800,4
EHTH,148300,4
EIX,2052200,4
EKSO,153200,4
ELDN,234800,4
ELME,699200,4
ELP,498900,4
ELS,1019600,4
ELVN,159100,4
EMBC,1872700,4
EMKR,178200,4
EMN,991100,4
EMXC,2065000,4
ENFN,537900,4
ENIC,645000,4
ENLV,133700,4
ENSG,302100,4
ENTA,410400,4
ENZ,198400,4
EOLS,539400,4
EPAC,486000,4
EPC,394900,4
EPRT,910600,4
EQC,2178300,4
EQH,1941400,4
ERAS,746700,4
ERIE,124900,4
ERII,467200,4
ES,1420800,4
ESCA,43700,4
ESE,125400,4
ESGR,65400,4
ESNT,661000,4
ESPO,11700,4
ESS,284700,4
ETD,113800,4
ETON,355000,4
ETWO,891200,4
EU,698900,4
EUFN,226500,4
EVC,251000,4
EVER,532400,4
EVEX,595100,4
EVR,325700,4
EVTC,245600,4
EWCZ,925500,4
EWTX,328200,4
EWZS,104000,4
EXFY,754900,4
EXLS,632800,4
EXP,244900,4
EXPD,899200,4
EXPO,175300,4
EYE,1526000,4
EYEN,27120700,4
FAF,722400,4
FARM,152300,4
FATE,12256800,4
FBIN,886900,4
FBIO,624700,4
FBK,105800,4
FBL,488800,4
FBNC,252700,4
FBP,831300,4
FBRT,303400,4
FCN,180300,4
FCNCA,81700,4
FCPT,593900,4
FCUV,102800,4
FDIG,97900,4
FDMT,1447000,4
FDP,277500,4
FDS,230700,4
FDUS,115400,4
FELE,154300,4
FEPI,217100,4
FET,66900,4
FF,233600,4
FFBC,284100,4
FHB,900900,4
FHI,443700,4
FHTX,79500,4
FIBK,1148500,4
FIGS,3237300,4
FINV,619700,4
FINX,45700,4
FIZZ,146300,4
FKWL,13200,4
FLGT,187600,4
FLIC,113800,4
FLL,59000,4
FLNG,422600,4
FLO,1679500,4
FLUX,78200,4
FLWS,355100,4
FMBH,36400,4
FMS,200500,4
FN,572100,4
FNA,652800,4
FNB,1854200,4
FNF,1104400,4
FNKO,302600,4
FNLC,16700,4
FORM,660000,4
FOSL,773300,4
FOX,1130400,4
FPH,317900,4
FPI,200700,4
FR,593300,4
FRSH,2964500,4
FRT,659100,4
FSBC,25200,4
FSK,1160000,4
FSS,254300,4
FSTR,42700,4
FSV,80700,4
FTCI,1027900,4
FTDR,492100,4
FTEK,73300,4
FTFT,115800,4
FTHM,56600,4
FTK,248400,4
FTS,482600,4
FTV,2588800,4
FUL,281700,4
FULT,770200,4
FWONA,82900,4
FWRG,675000,4
G,988400,4
GAIN,94000,4
GALT,229700,4
GAMB,239500,4
GANX,76700,4
GASS,304700,4
GATO,719900,4
GATX,213700,4
GB,36800,4
GBCI,493400,4
GBDC,2136900,4
GBTG,780700,4
GBX,345400,4
GCI,815500,4
GCO,160300,4
GDOT,658300,4
GDS,1430700,4
GDYN,698600,4
GEF,171500,4
GEL,400900,4
GEOS,72400,4
GGB,10068700,4
GGG,1035500,4
GGLL,523400,4
GGR,561000,4
GHI,75200,4
GHM,91600,4
GHRS,38600,4
GIB,152000,4
GIFI,55500,4
GIII,383800,4
GIL,452400,4
GILT,194300,4
GKOS,597100,4
GLAD,98700,4
GLBS,4700,4
GLP,44700,4
GLPI,1372200,4
GLRE,97500,4
GLUE,911100,4
GLYC,1208500,4
GMAB,1157900,4
GMED,594200,4
GMGI,166000,4
GMRE,252700,4
GMS,430900,4
GNE,79100,4
GNK,656200,4
GNL,1109100,4
GNTX,1371400,4
GNW,2509000,4
GO,1911000,4
GOGL,2052400,4
GOLF,235600,4
GOOD,255600,4
GORV,115000,4
GP,109400,4
GPC,917500,4
GPI,178400,4
GPK,2307500,4
GPMT,345900,4
GPRK,276900,4
GPRO,1701200,4
GRBK,268400,4
GRC,43000,4
GRFS,486800,4
GRID,149700,4
GRNT,451700,4
GROV,90000,4
GRRR,542600,4
GRWG,524800,4
GSBD,616500,4
GSHD,172400,4
GSIT,99800,4
GTY,159600,4
GWRS,14000,4
H,477700,4
HAFC,148400,4
HAIN,1368400,4
HBM,3416600,4
HCAT,434200,4
HCI,90600,4
HDSN,520800,4
HEES,147600,4
HEI,437400,4
HERO,5200,4
HESM,653500,4
HGTY,130200,4
HI,609500,4
HIG,1034300,4
HII,573800,4
HIPO,173700,4
HITI,1092800,4
HIW,687300,4
HLI,308000,4
HLN,4856800,4
HLNE,204400,4
HLX,919700,4
HMC,1455300,4
HMST,140700,4
HNDL,70200,4
HNRG,476700,4
HNST,4891200,4
HOFT,12100,4
HOMB,811100,4
HOWL,344500,4
HP,1285400,4
HR,7667100,4
HRMY,436900,4
HRTG,175300,4
HRTX,1588200,4
HRZN,337600,4
HSAI,36501600,4
HSIC,2207600,4
HST,8026800,4
HSTM,313500,4
HTH,149500,4
HTHT,3901700,4
HTLF,117300,4
HTOO,451300,4
HUBB,489100,4
HUBG,658800,4
HURN,86300,4
HUYA,977400,4
HVT,170600,4
HWKN,117000,4
HY,86200,4
HYDR,24700,4
HYFM,267400,4
HYMC,134000,4
HZO,167800,4
IART,639300,4
IAS,810400,4
IBCP,75800,4
IBP,334700,4
ICAD,1893300,4
ICFI,286200,4
ICHR,185900,4
ICL,663000,4
ICLK,154200,4
ICLR,968600,4
ICUI,402500,4
IDA,350100,4
IDCC,300400,4
IDN,47700,4
IDYA,1901700,4
IEI,985900,4
IFRX,474700,4
IGIB,2631000,4
IGIC,109100,4
IGMS,222500,4
IHS,358800,4
III,62100,4
IIIV,145400,4
IJT,135600,4
IMAX,441200,4
IMKTA,176000,4
IMMP,99900,4
IMMR,906400,4
IMMX,257300,4
IMNM,1014800,4
IMOS,23100,4
IMXI,252500,4
INBK,16800,4
INCR,18300,4
INDY,65500,4
INFA,3033900,4
ING,2478700,4
INGN,155000,4
INMB,131900,4
INNV,118300,4
INSG,144300,4
INSW,735500,4
INTA,413100,4
INTR,995100,4
INVX,502100,4
IPAR,152200,4
IPG,4972300,4
IPGP,409900,4
IPI,86600,4
IRD,63500,4
IRON,349700,4
IRS,447200,4
IRWD,2563100,4
ISPR,44900,4
ITGR,292500,4
ITOS,363900,4
ITRN,98000,4
ITT,369800,4
IUSG,325400,4
IVAC,21700,4
IVT,445800,4
IVVD,1308200,4
IZEA,19100,4
JAKK,96000,4
JAMF,759500,4
JANX,457400,4
JBGS,473500,4
JBI,2111700,4
JBSS,100600,4
JEPQ,3628900,4
JFIN,33700,4
JHG,1214100,4
JHX,92500,4
JJSF,65900,4
JKHY,592300,4
JOE,309200,4
JRVR,354000,4
JXN,422800,4
JYNT,33200,4
KALU,66200,4
KALV,235600,4
KAR,658300,4
KBWB,671100,4
KBWD,115300,4
KBWY,58300,4
KC,4520100,4
KELYA,323600,4
KEN,10200,4
KEP,55600,4
KEX,335700,4
KFY,287500,4
KGS,700400,4
KIM,3605100,4
KIND,1391000,4
KINS,490800,4
KIRK,78400,4
KLC,572600,4
KLG,2169000,4
KLTR,318900,4
KLXE,86900,4
KMT,866900,4
KN,1892200,4
KNDI,184000,4
KNSL,126600,4
KNTK,642000,4
KOF,298800,4
KOP,70300,4
KOPN,1556500,4
KPTI,454900,4
KRC,1390700,4
KREF,286700,4
KRO,152600,4
KRON,540400,4
KRP,518700,4
KSPI,159600,4
KTB,453200,4
KURA,2915800,4
KVHI,31300,4
KVYO,1270100,4
KWR,153400,4
KYN,334900,4
KYTX,392700,4
KZIA,28000,4
KZR,15700,4
L,561600,4
LAB,2129000,4
LADR,990900,4
LAKE,28300,4
LAMR,826500,4
LANC,129000,4
LAND,224900,4
LASR,335900,4
LAW,72900,4
LB,461600,4
LBPH,1078200,4
LBRDA,358900,4
LBRDK,1237800,4
LBTYK,2157800,4
LCII,228900,4
LCUT,50700,4
LE,100300,4
LEA,790900,4
LECO,203700,4
LEGH,50000,4
LESL,24550100,4
LEV,823300,4
LFCR,312900,4
LFMD,1057400,4
LFUS,99300,4
LFVN,48600,4
LFWD,45600,4
LGND,182700,4
LGO,225400,4
LGTY,382400,4
LH,604600,4
LICY,832300,4
LILA,689200,4
LILAK,1090900,4
LINC,111500,4
LIND,187200,4
LITM,512900,4
LKFN,68200,4
LKQ,1617800,4
LLYVA,109000,4
LMAT,109900,4
LMB,102600,4
LMNR,33000,4
LNN,119700,4
LNSR,42600,4
LNT,1715200,4
LNW,629700,4
LNZA,317400,4
LOB,127200,4
LOCO,127100,4
LOMA,1460000,4
LOOP,8400,4
LOVE,418400,4
LPG,603800,4
LPL,127500,4
LPLA,564500,4
LSEA,158900,4
LTBR,1104200,4
LTC,352300,4
LTRN,74000,4
LTRX,380600,4
LUNA,150000,4
LVLU,18100,4
LWLG,757700,4
LX,15639900,4
LXFR,64600,4
LYG,8387600,4
LYRA,1273000,4
LZB,494100,4
MAA,520400,4
MAC,11257200,4
MAGS,804400,4
MAGX,26200,4
MAIN,301700,4
MAN,545200,4
MANH,413500,4
MAPS,711500,4
MAS,1437000,4
MASS,164700,4
MATX,224900,4
MAX,267100,4
MAXI,59600,4
MBIN,121900,4
MBUU,273700,4
MC,343300,4
MCB,59300,4
MCFT,62500,4
MCHX,47000,4
MCS,167600,4
MCW,1200200,4
MCY,340000,4
MD,715100,4
MDWD,53700,4
MDXG,529600,4
ME,302100,4
MEC,80100,4
MED,139400,4
MEG,478000,4
MEI,364200,4
MEOH,177200,4
MESA,333900,4
METC,432400,4
MFA,824900,4
MFC,1186700,4
MFG,877900,4
MFIC,266400,4
MGIC,14000,4
MGTX,249300,4
MHK,494900,4
MHLD,98100,4
MHO,268600,4
MITT,303000,4
MKL,32100,4
MKTX,248300,4
MLI,1774700,4
MLKN,539500,4
MLM,477700,4
MLR,108400,4
MLYS,101800,4
MMC,1918400,4
MMI,51200,4
MMS,1017100,4
MMSI,351500,4
MNDO,13200,4
MNOV,45400,4
MNRO,896600,4
MNSO,1138600,4
MNY,48100,4
MOGO,44300,4
MOMO,450900,4
MORN,172200,4
MOV,125100,4
MRAM,60700,4
MRCC,108700,4
MRNS,1001000,4
MSA,176400,4
MSFL,81800,4
MSFU,527300,4
MSGE,524300,4
MSGS,54100,4
MTD,181500,4
MTG,1238200,4
MTH,343000,4
MTLS,172200,4
MTN,464100,4
MTRX,152000,4
MTSI,760600,4
MUFG,1376500,4
MUSA,123400,4
MUX,306100,4
MVBF,23800,4
MWA,1176600,4
MX,276200,4
MYE,6520700,4
MYGN,1061600,4
MYPS,113000,4
MYRG,235000,4
MYTE,67600,4
NABL,436600,4
NAPA,2120300,4
NB,103900,4
NBBK,121300,4
NBIS,2444500,4
NCMI,578900,4
NCNO,580200,4
NDLS,99100,4
NDSN,280600,4
NECB,60700,4
NEOG,1588900,4
NEON,182000,4
NEWT,92800,4
NEXA,33400,4
NEXN,173600,4
NFG,391700,4
NFTY,19800,4
NGG,985900,4
NGL,181200,4
NGS,67800,4
NGVC,172200,4
NHI,349400,4
NHTC,20300,4
NI,1858200,4
NIC,51100,4
NINE,1023800,4
NIU,201700,4
NJR,594600,4
NKTR,1366900,4
NKTX,1217000,4
NL,18000,4
NMIH,498300,4
NMR,376700,4
NMRK,775100,4
NNBR,66700,4
NNN,1142400,4
NOA,35700,4
NOAH,94800,4
NOMD,777700,4
NOTE,328300,4
NOTV,476000,4
NOVT,189600,4
NPO,118500,4
NPWR,974500,4
NR,903300,4
NRC,109100,4
NRDS,456900,4
NRDY,2799000,4
NREF,27100,4
NRGV,1797500,4
NRIX,630300,4
NRP,42000,4
NRT,32000,4
NRXP,80700,4
NSA,508000,4
NSIT,344700,4
NSP,315300,4
NSSC,312600,4
NTB,247900,4
NTGR,414200,4
NTWK,16900,4
NUS,708800,4
NUVB,2551800,4
NUVL,317900,4
NVDU,606700,4
NVEE,828900,4
NVGS,208700,4
NVMI,136300,4
NVNO,135500,4
NVRI,401800,4
NVT,807300,4
NWBI,406600,4
NWE,895900,4
NWG,1710500,4
NWN,166600,4
NWPX,52300,4
NWSA,1616700,4
NX,295500,4
NXRT,83600,4
NYMT,682500,4
NYT,1534100,4
OABI,621600,4
OB,157800,4
OBDC,1754200,4
OC,796400,4
OCEA,64000,4
OCSL,470700,4
ODV,66500,4
OEC,433700,4
OESX,26800,4
OFG,294800,4
OFIX,321800,4
OFS,55400,4
OGE,791900,4
OGI,1037400,4
OGS,469000,4
