Ticker,Volume,number_options
TEL,1285500,5
HP,1285400,4
AME,1285000,4
LDOS,1278500,7
KVYO,1270100,4
LAAC,1263500,5
TALO,1262500,5
WT,1261500,5
DEA,1261000,4
FNV,1261000,9
HOG,1261000,10
STAG,1259000,4
SGHC,1255300,4
CHD,1254600,4
ADNT,1250400,5
PBF,1249900,8
DOUG,1247800,5
BAM,1247500,4
TXNM,1246200,5
MKC,1239300,7
AFL,1238600,12
MTG,1238200,4
DFS,1233200,11
RJF,1232900,6
IFF,1232100,7
TT,1229800,7
UP,1224700,6
CNI,1221900,4
RC,1220300,4
BNS,1217300,5
BRX,1216700,4
JHG,1214100,4
CRK,1213400,7
EFC,1212900,4
QBT.W,1212300,0
APG,1211500,4
WM,1211000,8
RDW,1209400,4
MCW,1200200,4
WEC,1197400,6
ATKR,1195000,4
SMAR,1191300,7
TDS,1190000,6
ESRT,1186700,3
MFC,1186700,4
NSC,1185700,12
FOUR,1185000,10
IGT,1183100,6
OTIS,1179900,7
MPLX,1177100,6
MWA,1176600,4
AROC,1169600,5
BALL,1169300,8
BRBR,1167900,7
EBR,1166500,0
ROK,1164700,9
XPRO,1163900,4
DNB,1161600,5
GRMN,1160700,6
BOOT,1160100,6
FSK,1160000,4
CALX,1157100,4
WRB,1150300,4
AKR,1150000,2
BLDR,1149700,8
DTE,1148500,4
FLUT,1148000,6
ALK,1145600,7
PRGO,1145600,7
NNN,1142400,4
CVI,1140100,5
MNSO,1138600,4
PRU,1138400,9
KBR,1137100,6
DESP,1136000,4
ARE,1134800,4
WES,1133400,7
CCK,1124400,6
K,1123400,9
KTOS,1117700,6
TS,1114400,4
EFX,1114100,4
RES,1112700,3
VAL,1112500,6
FYBR,1111500,11
IRDM,1109800,5
BUR,1109500,10
GNL,1109100,4
HLT,1108100,8
LGF.B,1104900,0
INSM,1104500,9
FNF,1104400,4
LTBR,1104200,4
MDIA,1099700,0
WTRG,1099500,4
AMTM,1098000,4
GD,1095200,14
CWK,1094500,5
HITI,1092800,4
CYTK,1092100,7
PGEN,1092000,4
PFLT,1091400,4
LILAK,1090900,4
RYAN,1090800,4
BXMT,1090200,6
SMWB,1089700,4
IVCB,1089400,0
CDLX,1086600,7
CIEN,1086300,6
NARI,1084900,5
SXC,1083500,5
PNNT,1082700,4
RXO,1082600,4
UROY,1081400,4
SUI,1081200,5
LBPH,1078200,4
AZI,1077200,0
AMRX,1077000,4
SMG,1075600,6
RCUS,1075100,4
EQR,1071500,6
AZEK,1071000,4
AVDL,1070800,6
ODFL,1069700,5
SMX,1067300,0
CNDT,1065500,4
WBS,1065500,7
CSTM,1064700,9
ARR,1064300,5
STOK,1062000,4
MYGN,1061600,4
OMC,1061100,4
RCKT,1058600,4
MNTS,1057500,0
LFMD,1057400,4
BSJQ,1057300,0
HCA,1056500,10
IPSC,1055200,3
CIVI,1054700,7
DYN,1053800,5
PARR,1053200,4
PBA,1052900,4
CCCC,1052500,4
ADP,1048700,12
VMEO,1046200,5
HASI,1045600,7
VEEV,1044600,6
EDBL,1044300,0
HOUS,1043900,6
DNUT,1043700,8
ZBH,1043700,7
RMBS,1042200,6
VRDN,1041500,4
PLAY,1041400,8
ASC,1039700,4
PNW,1039200,4
OGI,1037400,4
GTX,1036100,7
GGG,1035500,4
HIG,1034300,4
ABSI,1033300,4
VCYT,1032300,4
ARQQ,1032200,2
CDXC,1030300,4
FTCI,1027900,4
ACCD,1027700,5
RNG,1026200,9
NINE,1023800,4
TBIL,1022000,3
SMPL,1021200,4
ELS,1019600,4
IRM,1018900,8
TWO,1018900,4
MAGN,1017800,3
WAT,1017500,4
MMS,1017100,4
SWTX,1015600,5
IMNM,1014800,4
SYK,1014500,7
RVTY,1013500,4
GGAL,1012600,6
ATEC,1012100,7
SM,1011800,5
GDRX,1010600,5
IVP,1008400,0
OUST,1007700,6
TRMB,1006000,4
TK,1005600,4
CERT,1003700,4
LUCD,1003000,0
AER,1002700,6
LANV,1002200,0
CAKE,1001300,5
MRNS,1001000,4
BMRN,999700,6
LTH,999600,7
MRC,999200,7
OS,998800,5
DRI,996100,8
INTR,995100,4
TECH,995000,4
SNV,992400,9
HTGC,992300,5
EXPE,991700,13
EMN,991100,4
CUTR,990900,4
LADR,990900,4
GTLS,990500,5
PRAX,990500,4
SN,989300,6
AMN,988400,5
G,988400,4
PTLO,988000,6
UHS,986700,5
ALNY,985900,7
IEI,985900,4
NGG,985900,4
SYRA,984300,0
ICCT,983100,0
ANGL,982700,4
ATAT,981300,4
BNL,980600,4
DB,979900,8
PPG,979900,13
RBRK,979200,7
COR,977900,7
VNET,977700,4
HUYA,977400,4
CUZ,976200,4
SIDU,975600,0
AON,974500,7
NPWR,974500,4
TEN,973900,5
ZGN,973900,4
GWAV,973700,0
TPIC,969700,4
NTRA,969200,7
STLD,969000,9
ICLR,968600,4
BXP,968300,7
KYMR,967400,5
OI,967100,5
MXCT,966900,3
WVE,965800,4
SEE,965700,5
RTO,965600,4
TAK,964800,4
VFLO,963500,0
AOSL,963400,4
QDEL,962100,4
CUK,959700,4
IHRT,958500,5
NTRS,958400,5
EDU,956200,5
PHAT,955200,4
J,953400,7
WCN,951200,4
AMKR,950400,7
PRME,950200,4
BTSG,949800,4
DHC,949000,5
NUWE,948300,0
SPGI,948000,13
RR,947700,0
IBKR,947400,6
AGCO,946600,4
CENX,945200,7
CLX,944600,9
MUI,943700,0
AY,942600,5
WPC,939100,5
DUO,938000,0
OLLI,937800,7
MDJH,936000,0
CRI,935900,4
BENF,935700,0
SFL,934600,5
CHRD,934000,4
MTDR,933200,10
SSRM,932800,5
JBHT,932200,6
PFG,931800,4
CNXC,931000,4
CDNA,929000,4
FLS,928600,6
FIHL,928400,0
ZWS,927100,4
PAGP,927000,10
ALC,925900,4
EWCZ,925500,4
VERV,925500,4
ZION,925200,9
KLAC,923400,7
OPTN,923200,0
DTM,921800,4
UDMY,921300,4
HLX,919700,4
DEI,919500,4
LAZ,917900,6
GPC,917500,4
TEF,917500,4
ALLE,916600,4
SOBO,916500,3
TCMD,916000,4
VVR,913900,0
HIMX,912600,6
GLUE,911100,4
EPRT,910600,4
WHR,910300,10
AISP,908100,6
TKO,907400,8
IMMR,906400,4
PCVX,906000,6
PDYNW,905500,0
WLDS,903400,0
NR,903300,4
FHB,900900,4
SNDX,900700,5
CGNX,900600,4
CLSKW,900000,0
SDGR,899900,5
EXPD,899200,4
EAT,899100,7
OLN,897100,4
MNRO,896600,4
NWE,895900,4
BEPC,894500,4
BKSY,892600,4
ETWO,891200,4
TEM,891000,10
PYCR,890000,4
FBIN,886900,4
BSCS,886600,0
HXL,885000,6
CPT,881500,4
ATI,881200,5
TW,881000,4
EBS,878400,9
SARO,878000,4
MFG,877900,4
DUOL,875600,6
EGY,872200,4
ASAI,870700,3
LQDA,870000,7
DK,869900,4
JPC,869900,0
RYTM,868800,5
PDCO,868500,4
KMT,866900,4
PZZA,865700,8
NAVI,865600,5
JBL,865400,6
TREX,864600,4
INMD,864300,7
PVH,863700,6
CVBF,861400,3
SHAK,861200,10
MBC,859600,3
PII,859600,6
STR,859500,5
KW,858200,3
VNOM,858000,7
PUMP,857800,4
DDL,857400,4
BEP,856600,5
TFFP,856300,0
DENN,854000,4
AAM,851800,0
PWR,851300,11
CTMX,851200,4
AOS,850700,4
TROX,850400,5
GWRE,850000,6
TXT,849700,4
NOC,849200,8
ULTA,848700,11
DXC,848500,8
FULC,848000,7
ORGO,846400,4
LINE,846100,5
DNA,845900,6
GRAL,843300,5
NVDS,843000,5
FWONK,842300,5
SVV,840100,4
CXAI,839400,4
SCCO,839400,7
BHVN,838400,6
VIR,836500,5
SVRA,836100,4
TNGX,836000,4
TANH,835600,0
RSG,835500,5
MASI,834200,6
TMCI,834000,4
VNT,833200,3
EGHT,833000,4
PPC,832600,5
LICY,832300,4
LC,831600,7
FBP,831300,4
IBG,829800,0
GRND,829500,6
NVEE,828900,4
ITW,828800,5
UIS,828300,5
LGF.A,827600,0
COGT,827300,5
LAMR,826500,4
WWW,826300,6
ASTL,825700,5
OPFI,825500,4
MFA,824900,4
AMSC,824800,9
SEIC,824600,4
SQM,824400,5
WYHG,824400,0
WDS,824300,4
WKC,823900,4
LEV,823300,4
ADTN,822500,4
OZK,822100,10
RHI,822100,5
ALV,819800,5
BBAR,817700,4
GCI,815500,4
ANGI,815300,5
TLN,812500,8
OLED,811400,7
HOMB,811100,4
IAS,810400,4
ANY,810000,4
ECL,809300,7
REZI,808300,4
PSN,808200,5
PECO,808100,4
GPRE,807400,5
NVT,807300,4
VFS,807100,10
CARG,806100,4
SAP,804800,5
CM,804500,6
STNG,804500,7
MAGS,804400,4
EH,804300,9
AEE,803500,4
PAR,803500,5
CWEN,802700,4
AZTA,802500,5
GCMG,802400,3
GOOS,801700,8
SARK,798800,4
OSUR,797700,4
BKKT,797300,2
SSL,797200,4
OC,796400,4
AUB,795900,4
ACWX,795300,2
TWI,794700,4
RL,793800,6
SON,793300,4
BHAT,792700,0
OGE,791900,4
FTSM,791200,1
BCYC,790900,4
LEA,790900,4
CRTO,790800,7
NOG,790400,6
RMTI,789000,4
CORT,788800,8
AMPS,787500,4
TSCO,787500,12
RBA,786000,5
IRBT,784700,9
KBH,783900,10
ZLAB,783000,5
SKT,782700,4
ONDS,782300,4
CXW,781600,9
VSTM,781500,4
GBTG,780700,4
SCS,780100,4
REGN,780000,13
ENOV,779700,8
MTB,778400,7
NOMD,777700,4
BIRK,775900,6
NMRK,775100,4
SIGA,774100,6
FOSL,773300,4
BLK,772800,15
VTLE,772500,6
BNTX,771400,7
AEHR,771300,6
BL,771300,6
NEA,771300,0
FULT,770200,4
NXL,769100,0
ONCT,769100,0
GOVX,768100,0
SNPS,767700,8
LHX,765800,6
NEGG,765200,5
VIOT,764700,0
RVMD,764400,7
ACCO,763700,4
RXT,763600,5
SOC,763600,7
GCT,763200,7
VLN,762700,4
TDW,761000,9
DPRO,760600,2
FTRE,760600,5
MTSI,760600,4
THS,760500,5
STRL,759800,4
JAMF,759500,4
BTCS,759300,0
NBIX,757800,8
LWLG,757700,4
POR,757300,4
SPWH,756400,4
DGX,756000,5
FTAI,755900,9
PTC,755900,6
EXFY,754900,4
PASG,753900,4
DOV,752300,6
REYN,751300,4
AUPH,750600,6
HLMN,750500,3
VERX,747700,5
POST,747600,5
GFL,747400,7
ERAS,746700,4
GRYP,746600,0
LRMR,746300,5
RANI,746200,4
MREO,745700,5
LSPD,744500,6
NOW,744400,14
VTIP,742800,4
RPAY,742300,5
BRKL,741200,4
CMPO,739200,5
TXRH,739200,5
NKGN,737700,0
PRM,737300,4
XOSWW,737200,0
BCTXW,736400,0
PRKS,735600,4
INSW,735500,4
DIOD,734600,4
BLZE,734100,4
WAB,733600,4
MRUS,732300,6
RDN,730100,5
AVB,730000,4
REG,729700,4
WH,728100,3
NATL,726900,5
SEI,725200,6
SAGE,725000,6
MSM,724600,5
RDVY,724300,4
PEGA,724000,4
FAF,722400,4
LAUR,722200,3
MCO,721400,5
TMHC,720100,4
GATO,719900,4
ARLO,719500,4
BW,719200,6
ORI,719200,4
IMVT,718300,7
CRON,718100,8
UTZ,717900,6
QGEN,717800,5
BMEA,717300,5
ACM,716200,9
BEAM,716200,6
CMP,716200,5
RAMP,715300,4
MD,715100,4
EGO,714500,5
AMLX,714100,5
ORGN,713600,5
XHR,713600,4
LNC,713300,10
ATMU,712900,4
CLCO,711800,0
TPH,711700,4
MAPS,711500,4
WIX,711200,10
IMTX,710600,7
VRSN,710400,5
ATOS,709600,4
ALLT,709400,5
WGMI,709100,6
FROG,708800,8
NUS,708800,4
DRS,708500,4
EQIX,708100,6
AHCO,705200,5
PHG,703200,4
ECC,702500,0
KGS,700400,4
PLAB,699700,5
EBC,699300,4
ELME,699200,4
GOVI,699200,0
EU,698900,4
GDYN,698600,4
SA,698400,6
APLMW,698100,0
GFF,697000,5
WAL,696700,6
WTTR,695900,4
TEX,695800,4
JELD,695300,5
VECO,695100,5
ATYR,694800,5
UNFI,693800,5
SINT,691900,0
ZVIA,690900,4
RRX,689500,4
LILA,689200,4
PTGX,688700,4
HIW,687300,4
ANAB,686700,6
ARI,685500,5
USIG,685400,3
ACDC,683000,4
WNC,683000,4
NYMT,682500,4
GCMGW,682300,0
CMC,680800,4
REAX,680800,4
BXSL,680700,4
XPOF,680400,5
VVPR,678900,0
ABL,678100,5
HCC,677900,6
OII,677100,4
PX,677000,4
RMD,676200,6
SOLV,676200,5
FWRG,675000,4
ACIW,674600,4
CPTNW,674500,0
AIRR,674300,4
TAC,672800,5
UCB,672100,2
NWS,672000,3
SKYT,672000,4
AL,671400,4
KBWB,671100,4
ATOM,671000,4
PRCT,670600,4
SSB,670500,3
POWW,669900,4
CTKB,668800,3
NIVF,667700,0
WERN,666800,3
ADCT,666200,4
MNDY,666200,6
TBC,664700,0
SPR,664000,10
HSBC,663700,11
TRNO,663300,2
ICL,663000,4
WB,663000,11
TLK,662700,0
BKE,661800,4
CMCT,661400,4
BC,661200,4
ESNT,661000,4
FORM,660000,4
PLNT,659700,8
FRT,659100,4
HUBG,658800,4
LVO,658600,3
GDOT,658300,4
KAR,658300,4
VREX,657200,5
GNK,656200,4
BR,655800,4
TGI,655300,5
CARA,654900,3
PRTH,654800,0
SPRY,653700,4
HESM,653500,4
FNA,652800,4
TWST,652500,4
SKIN,652300,4
ZJYL,651600,0
PSA,650800,4
SMFG,650300,4
STRO,650300,4
KLIC,650000,5
MGPI,649800,5
DAWN,648500,4
FIXD,647900,2
SAG,646400,0
CURB,645200,2
ENIC,645000,4
VIGI,644500,3
PPBI,644300,3
SBAC,644300,4
TUYA,643900,4
RNST,642800,3
IMUX,642200,5
KNTK,642000,4
MKSI,641900,5
MBI,641700,6
WTW,641600,4
BZH,641300,4
GLDD,640800,6
CAE,640500,4
LIF,639500,0
IART,639300,4
PIII,639300,0
JACK,638000,5
EYPT,637900,5
MURA,637700,5
BCAB,637000,4
WCT,636300,0
BFH,634600,4
WORX,634200,0
NCV,634100,0
ONTO,633400,5
EXLS,632800,4
UPLD,631700,4
ESGU,631000,1
NRIX,630300,4
ELPW,629800,0
LNW,629700,4
SHOO,628100,4
PWP,627900,4
APTO,627100,0
SYRE,627000,4
CHKP,626900,5
TTOO,626000,2
DADA,625700,4
NTST,625400,3
SPNT,625000,3
FBIO,624700,4
TRTX,624500,5
RGNX,624300,4
AMTX,624200,5
AXS,623900,5
EXR,623400,5
STKL,623400,4
CFFN,623100,3
FSCO,622500,0
DH,621700,3
OABI,621600,4
SNCY,621000,4
DNOW,620800,4
FINV,619700,4
AXON,619300,7
SPT,618800,4
CDXS,618500,4
BLFS,618100,4
BOWL,617500,4
PFGC,617100,5
RNW,616900,4
GSBD,616500,4
OLMA,616300,4
AN,615900,4
PXLW,615500,4
CXT,614500,4
BSY,614200,5
DOX,614200,4
EWBC,613800,5
INN,612700,3
ORN,612200,4
MSI,611000,8
SWIM,610500,4
TBBK,610500,4
HI,609500,4
SLF,609100,4
ABUS,608500,7
SSYS,608300,5
COSM,608000,4
CNO,607400,4
NVDU,606700,4
OMF,606200,6
SNSE,605200,0
NAMS,604900,5
LH,604600,4
IVR,604400,5
RSKD,604400,4
LPG,603800,4
ATO,603700,6
LION,603600,0
NVCR,603500,6
BVN,603100,5
RCI,603100,4
NSPR,603000,3
SKY,602900,4
DCGO,602100,4
HAE,602100,6
BV,601200,4
CTOS,600100,3
DOCN,597500,9
GKOS,597100,4
ASRT,596700,5
BAK,595600,0
FWRD,595600,8
SCPH,595400,4
RWT,595200,5
EVEX,595100,4
ZIP,594900,4
NJR,594600,4
GMED,594200,4
HWC,594000,3
FCPT,593900,4
FR,593300,4
JBT,592400,5
JKHY,592300,4
AMCX,592200,5
EVTV,592000,3
TSE,591600,6
GPCR,591500,6
ULS,590800,5
GETY,589800,5
HLIT,588900,6
BSCR,588100,0
IDXX,587700,5
ACLS,587100,6
TRUG,587100,0
WNS,586900,4
CEIX,585100,5
DFH,584900,4
PCH,584600,4
DNP,583000,0
CBRL,582900,7
EPAM,582900,5
RPD,582900,7
SLQT,582500,4
CONI,582300,3
JKS,581300,5
TRI,580800,4
NCNO,580200,4
NCMI,578900,4
SNX,578800,4
SB,577900,4
SIGI,577600,4
VMC,577600,4
ADC,576400,5
BKU,575400,4
LRN,574700,5
PSNL,574400,4
SIMO,573900,5
HII,573800,4
OIS,573500,4
GOGO,573300,6
KLC,572600,4
WNW,572600,0
CRC,572500,5
MBIO,572500,0
CRS,572300,8
FN,572100,4
MTEK,572100,0
UTI,572000,5
JXJT,571600,0
WCC,570100,10
BTCT,569200,0
PLL,568600,4
CETX,566000,0
NEO,566000,5
PAX,565500,4
LPLA,564500,4
UPBD,564300,4
VRE,564200,4
CYRX,562400,4
JAZZ,561700,5
L,561600,4
CRESY,561300,4
BSCP,561200,0
GGR,561000,4
TSEM,560400,6
CNTA,559200,4
PB,559000,4
AXSM,557800,5
TLS,556300,4
BSCT,555900,0
ESGE,555200,2
PRTA,555100,5
ECVT,554100,4
PROK,554100,4
GOF,553900,0
BSAC,552500,2
MCK,551000,11
ALXO,550400,6
LLYVK,550300,3
TILE,550100,4
NZF,549800,0
HFRO,549400,0
PMT,549300,5
TARS,549300,4
GPAT,547400,0
EHC,546800,4
PKG,546800,4
STGW,546500,4
ZK,546000,5
IT,545700,5
AZPN,545600,4
MAN,545200,4
AMWD,545000,4
SYNA,544700,4
NAD,543900,0
SDRL,543800,5
CRDF,543600,4
GRRR,542600,4
TTI,542500,5
CMPS,541600,6
BSM,541300,6
MIDD,541300,6
TENB,541200,5
RY,540700,7
KRON,540400,4
AGRO,539900,4
AVY,539900,4
EXPI,539700,5
MLKN,539500,4
EOLS,539400,4
MTUS,539200,5
SIG,538300,9
ENFN,537900,4
DGRW,537600,3
CMAX,537300,0
NMRA,537200,5
SPHR,536600,6
ALUR,536100,3
ZNTL,535600,4
MSDL,535200,5
AVNT,535100,5
AIRS,534600,4
AHH,534300,4
ODD,533800,8
WLK,533700,5
AEVA,533100,4
PHK,533100,0
THO,533000,5
EVER,532400,4
TRIN,532100,4
VRSK,531500,4
BDSX,529900,3
VCTR,529800,4
HQY,529700,5
MDXG,529600,4
VNDA,529300,4
INFN,528400,5
MSFU,527300,4
GXO,526400,8
SF,526300,5
GFAI,525800,0
GRWG,524800,4
MSGE,524300,4
GGLL,523400,4
WAY,523000,5
PODD,522500,7
SNN,521900,4
BWXT,521800,7
BFAM,521100,4
HDSN,520800,4
LGCB,520500,0
MAA,520400,4
AVT,520200,4
FVRR,520200,6
PRIM,519300,7
COOP,519100,6
KRP,518700,4
SLGN,518700,4
ENR,518600,5
BECN,518300,5
DVA,517800,8
GNRC,517600,11
BPMC,516400,6
PRVA,516300,5
HEPS,515400,0
SHOT,514300,4
VERI,513700,4
RH,513000,12
LITM,512900,4
CRCT,512300,3
SLS,512300,8
AAXJ,510700,4
OPRX,510600,4
ANSS,510500,7
BKH,510000,4
CMPX,508900,0
CUE,508600,4
VYMI,508600,4
ASND,508100,6
NSA,508000,4
ACP,507400,0
MMYT,506000,6
TDC,505900,4
CAPT,505300,3
POWI,505100,4
CALM,504800,4
CPA,504700,4
SAIC,504100,4
CARS,503500,4
VOYA,503100,4
PGRE,503000,4
CRUS,502100,5
INVX,502100,4
XNCR,502100,4
VIRT,499500,6
ELP,498900,4
XCUR,498900,0
CSAN,498700,0
NMIH,498300,4
CGBS,498100,0
VBTX,497000,4
HCSG,496600,3
SKYQ,496200,0
AX,496100,9
GAB,495600,0
IEP,495200,10
BTAI,495000,5
MHK,494900,4
GVA,494700,5
LZB,494100,4
CBSH,494000,4
BMEZ,493700,0
GBCI,493400,4
REKR,492800,4
BAFE,492500,0
NCTY,492400,0
CADL,492300,4
YEXT,492300,6
ARAY,492200,4
FTDR,492100,4
ODP,491300,8
DCI,490800,4
KINS,490800,4
HIX,490100,0
WEST,490000,4
FALN,489300,3
HUBB,489100,4
FBL,488800,4
ALTR,488600,5
NMHI,487800,0
PLTK,487800,5
SWBI,487700,6
WTFC,487600,4
ILLR,487300,0
ATSG,486900,4
GRFS,486800,4
MDXH,486700,0
CGAU,486400,4
EPAC,486000,4
LIVN,486000,3
SSP,485000,5
AGIO,484500,5
MGNX,484000,5
XENE,483300,5
FTS,482600,4
YELP,482300,5
IEX,482200,3
LPX,479900,5
LIFWW,479800,0
PAYC,479500,8
BYD,478800,7
OMI,478100,5
MEG,478000,4
FMX,477700,5
H,477700,4
MLM,477700,4
ITRI,477300,6
SYTA,477200,0
CENTA,476900,3
HNRG,476700,4
CAMT,476500,6
NOTV,476000,4
IVDA,475600,0
PCRX,475000,7
IFRX,474700,4
JBGS,473500,4
STE,473100,4
TNL,473000,4
PFIE,472800,0
SLN,472500,4
CRSR,472000,4
VIV,471400,3
ERO,470700,5
OCSL,470700,4
NCZ,470400,0
PINC,470200,4
OGS,469000,4
CINF,468700,7
VAC,467300,4
ERII,467200,4
EXG,466800,0
OTEX,465600,6
PRG,465600,4
AGFY,465300,0
POWL,465000,4
STAA,465000,5
DLB,464800,4
MTN,464100,4
RVSN,463800,0
TRN,462700,4
AEHL,462100,0
WFRD,461700,5
LB,461600,4
PNTG,460600,3
UMH,459900,3
DM,459600,5
ACLX,459100,4
IAC,458500,5
RELX,457900,5
JANX,457400,4
COLL,457100,5
NRDS,456900,4
PNFP,456000,4
MAMA,455600,9
EZPW,455100,5
BHLB,455000,2
KPTI,454900,4
TTC,453600,4
DPZ,453400,11
KTB,453200,4
USA,453100,0
BMO,452400,6
GIL,452400,4
BGY,452000,0
EME,451800,6
EVRI,451800,6
GRNT,451700,4
HTOO,451300,4
BSCU,450900,0
MOMO,450900,4
PSFE,450800,4
SFNC,450600,3
TNET,450500,5
TOWN,450500,3
MOD,450300,6
PFS,449900,4
ALTO,449800,5
VERA,449800,5
AIT,449700,4
AGZD,449600,0
MMV,449500,0
CAL,449000,5
ACXP,448700,4
APGE,448600,5
RHP,447500,4
RPM,447400,4
IRS,447200,4
SURG,447200,4
TX,446200,4
IVT,445800,4
AAON,445100,4
BZUN,444500,4
RVPH,444300,4
CURV,444200,4
HLLY,443900,3
FHI,443700,4
PACK,443600,4
BTOC,442900,0
SNA,442400,4
AVNS,442100,4
IMAX,441200,4
URGN,440600,4
GUT,440100,0
RYAM,440100,5
RENB,439400,4
TFX,439400,4
DY,439300,4
RRR,438800,4
CLDT,438500,4
KRNY,438200,2
MOH,438000,5
AVAV,437800,6
CLMT,437600,8
HEI,437400,4
QTRX,437400,4
GSL,437300,5
EVTL,437200,2
HRMY,436900,4
SOXQ,436900,4
NABL,436600,4
DOLE,435800,4
HIO,435500,0
PRLD,435400,3
FCF,434700,3
HCAT,434200,4
OTLK,434100,5
OEC,433700,4
BNZI,433000,0
NITO,433000,0
OXM,432500,4
METC,432400,4
ALDX,432300,5
TTMI,432300,4
PLYM,431800,4
HTBK,431700,3
QURE,431400,6
SCWX,431400,3
XPER,431400,4
AB,431300,4
GMS,430900,4
CRL,430800,5
BLDEW,430700,0
WING,429400,7
DRUG,428500,0
LII,428400,6
EPR,427500,6
HOPE,426400,3
TITN,426300,4
CIBR,426000,4
UBSI,425000,4
SKYX,423800,0
BRCC,423300,4
CTLP,423300,4
JXN,422800,4
FLNG,422600,4
NICE,422600,6
AMBC,422200,4
RVYL,422200,0
INSP,421900,6
AVA,421800,4
YSG,421800,4
NUV,421400,0
CHDN,420800,6
OSPN,420100,4
SFHG,420100,0
SPB,419400,5
VRA,419200,4
LOVE,418400,4
OMCL,418200,5
FRGE,417700,3
BIGZ,417300,0
PLBY,416000,4
SRFM,416000,0
PRGS,414800,5
WHD,414400,4
NTGR,414200,4
BWLP,413900,0
WBX,413700,4
MANH,413500,4
INTA,413100,4
HYT,413000,0
DRIO,412800,4
WGO,412300,7
SNBR,411900,6
BIP,411300,5
LQR,411000,0
DBVT,410800,0
TM,410600,6
ENTA,410400,4
IPGP,409900,4
KOSS,409900,0
LEXX,408600,0
SPPL,408100,0
ARVN,407800,4
VONV,407500,3
CMRE,407200,5
LMBS,406900,1
ZBIO,406800,0
CGEN,406600,5
NWBI,406600,4
WK,406600,5
DXLG,406400,4
WGS,406300,4
SLRN,405600,4
YALA,405600,3
BTM,405500,0
BNOX,404800,0
CNMD,404700,5
BRSP,404300,4
QAT,404100,0
SVCO,403200,0
PLRX,402600,5
DSL,402500,4
ICUI,402500,4
ZVRA,402300,6
BDTX,402100,4
VCIC,402000,0
NVRI,401800,4
GDEN,401500,3
CMI,400900,6
GEL,400900,4
FFIN,400700,3
CSL,400400,4
NVRO,400400,5
AAPU,400200,4
OMEX,400100,10
FFWM,398900,3
ELEV,398400,3
MYPSW,398200,0
EG,398000,4
BSBR,397900,3
GREE,397700,0
AKRO,397600,5
BOW,397200,0
NGVT,396400,3
HELE,396200,6
SCVL,395400,4
EPC,394900,4
CGEM,394600,5
SGML,394400,5
WMS,394000,5
CRVS,393800,5
MELI,393100,12
APLM,392900,0
COLM,392900,5
KYTX,392700,4
FFIV,391700,6
NFG,391700,4
DAVA,391500,4
DQ,391200,9
YYAI,391100,0
VERB,390900,0
CCOI,390000,6
ARLP,389900,5
BSIIU,389700,0
IGR,388900,0
AGR,388000,4
GL,388000,7
TTEC,388000,4
ADAP,387600,5
CIM,387400,4
INO,387300,8
AIV,386300,5
BBDC,385700,4
KMPR,385300,3
STKS,384800,3
NVG,384700,0
IVCPW,384000,0
GIII,383800,4
AEIS,383400,5
ARW,383300,4
MDGL,383100,6
LGTY,382400,4
PCF,382200,0
CHEF,381500,4
ACEL,381300,3
HTLD,381100,5
LTRX,380600,4
CSGS,380200,4
IUSV,380100,3
E,379800,4
PTIR,378800,4
TCPC,378700,4
ABM,377900,4
AILE,377500,0
AMP,377400,5
BVS,377100,4
BLD,377000,4
MNDR,376900,0
NMR,376700,4
CRDL,376600,4
VOR,376300,4
SPRC,376200,0
AOD,375200,0
ORLY,375000,5
CYN,374900,1
ETNB,374800,5
CMTG,374600,4
IMCR,373500,5
NCDL,373200,0
ALGS,371600,2
VTEX,371300,4
DAO,371200,4
VVOS,370900,0
AGEN,370500,4
CCG,370100,0
JQC,370100,0
ITT,369800,4
SDIG,369800,4
UFIV,369800,0
ZBRA,369200,4
CATO,369100,4
MERC,368700,5
UITB,368600,0
URI,368600,11
ATHM,368300,4
CRNX,368300,6
FGEN,368300,6
LUNRW,367500,0
OSW,367300,4
POOL,367100,4
ARKO,365800,4
SBCWW,365500,0
CAR,365100,14
TKNO,364900,0
BPOP,364700,4
ECG,364600,0
MKTW,364600,3
PH,364600,6
CLB,364400,4
HONE,364400,3
MEI,364200,4
ITOS,363900,4
ADEA,363700,4
GLXG,363700,0
RDNT,363700,4
OPRT,363400,4
ASGN,362600,4
TIVC,362600,0
MSCI,362300,5
AFG,362000,4
ARGX,361800,5
CSLR,361800,0
AIN,361300,3
SILA,360800,5
ROP,360700,4
PAM,360300,4
TRMK,360200,4
RVT,359600,0
IRTC,359400,5
LDI,359200,5
SLVM,359200,4
B,358900,5
LBRDA,358900,4
IHS,358800,4
DAKT,358300,4
BMA,358200,4
CTO,358100,4
TNK,357800,5
WSBC,357300,3
PTY,357200,0
TRUP,357200,6
IBTA,357100,5
BRC,356700,4
INAB,356700,0
KSCP,356500,0
VRNT,356500,4
PAY,356300,5
BCO,355800,4
BDJ,355800,0
SPAI,355600,0
PIIIW,355500,0
FLWS,355100,4
ETON,355000,4
AIQ,354900,4
ALEX,354900,3
CWT,354600,4
ARQ,354500,4
ACRE,354200,4
JRVR,354000,4
IESC,353900,5
OR,353200,5
RGA,353100,4
RYN,352900,4
ASLE,352300,4
LTC,352300,4
MMSI,351500,4
IOBT,350700,0
IDA,350100,4
ESTA,349800,5
