Ticker,Volume,number_options
HTCR,92500,0
JHX,92500,4
LSB,92500,0
FEBO,92400,0
FINS,92300,0
PMX,92200,0
CMRX,92000,4
MIO,91900,0
GHM,91600,4
CMBM,91400,4
GPIX,91300,1
SPI,91200,3
DJTWW,91100,0
PZC,91100,0
HCKT,90800,3
CMCM,90700,4
HCI,90600,4
ICCC,90600,0
AAC.T,90500,0
ATIP,90500,0
LUMO,90500,0
MQT,90500,0
GS-D,90300,0
IMRX,90300,0
EEX,90200,3
IDT,90200,5
GROV,90000,4
CREX,89900,0
AIO,89800,0
DMO,89800,0
CNTM,89600,0
QNTM,89600,1
RICK,89500,4
RVMDW,89400,0
BOXL,89300,0
ABVX,89100,0
TSBX,89000,0
TR,88900,4
AWH,88700,0
CVEO,88700,4
BUXX,88500,0
BSVO,88300,3
GDV,88300,0
JILL,88200,0
APEI,88000,3
MSGM,88000,0
CCAP,87900,4
FFIEW,87900,0
MMT,87600,0
BOKF,87500,4
NPFD,87300,0
PAYS,87300,4
GTL-B,87200,0
PDS,87200,4
WMK,87200,4
BST,87100,0
BSJS,87000,0
COYA,86900,0
KLXE,86900,4
NXP,86800,0
FCT,86700,0
IPI,86600,4
BME,86500,0
EVCM,86400,1
HURN,86300,4
CAC,86200,4
HY,86200,4
BAER,86100,0
MYD,86100,0
MNTSW,85900,0
SAM,85900,4
EQ,85800,3
SDHY,85800,0
VTOL,85800,4
WLACU,85800,0
BWEN,85500,4
CDTG,85500,0
EVN,85500,0
ASR,85400,3
MS-O,85400,0
EAST,85300,0
SY,85300,3
ATGL,85100,0
SHBI,85100,3
BOLD,85000,0
CPK,85000,3
STAF,85000,0
UTL,84800,3
AFB,84600,0
APCX,84300,0
VMI,84300,5
AEV.W,84200,0
CCD,84100,0
VCRB,84100,0
SILO,83900,0
NXRT,83600,4
ECPG,83500,4
IGOV,83300,2
CLBK,83200,3
ZAPP,83200,0
CHE,83100,4
MOFG,83100,2
PMO,83100,0
QCRH,83100,4
FWONA,82900,4
FTQI,82500,1
RMBL,82500,4
CIFRW,82400,0
NETDW,82200,0
UBND,82200,0
ACIU,82100,4
KFRC,82100,3
ADSE,82000,3
CRMT,81800,0
MSFL,81800,4
FCNCA,81700,4
PGJ,81700,4
USB-H,81700,0
ALL-H,81600,0
QQQY,81300,4
FCTE,81100,0
MAV,81000,0
PNQI,81000,2
DTI,80800,0
GWH,80800,2
RMT,80800,0
WFC-C,80800,0
FSV,80700,4
NRXP,80700,4
TSQ,80700,4
ACTU,80400,0
WEA,80400,0
HOOK,80300,3
JBND,80200,0
LFT,80200,0
MEC,80100,4
NISN,80100,0
DMRC,80000,4
RZLVW,79900,0
IX,79600,0
FHTX,79500,4
GPIQ,79500,2
VLCN,79500,0
UNF,79300,3
DTIL,79100,0
GNE,79100,4
JAGX,79100,0
DYNXU,78900,0
FMST,78700,0
RNP,78700,0
COF-J,78600,0
LIQT,78600,0
VINP,78600,3
ZCMD,78500,0
ADIL,78400,0
KIRK,78400,4
SNCR,78300,4
FLUX,78200,4
PNF,78200,0
FPAY,78100,0
PEBO,78100,3
BWG,77700,0
EOI,77700,0
GRABW,77700,0
KE,77700,3
FMHI,77600,0
BANF,77300,4
NA,77300,0
ABP,77200,0
GBIO,77200,3
WFC-A,77000,0
PSC,76900,0
ROG,76800,4
ADGM,76700,0
GANX,76700,4
BEAGU,76500,0
MHN,76500,0
ASNS,76400,0
PMM,76200,0
RUMBW,76200,0
TGL,76200,0
AEMD,76100,0
ATH-C,75900,0
BNRG,75900,0
IBCP,75800,4
DGCB,75700,0
TRST,75700,4
MMU,75600,0
GGROW,75500,0
PMVP,75400,3
KUKE,75300,0
THCP,75300,0
GHI,75200,4
KLTO,75200,0
DIBS,75100,3
MHF,75100,0
BFK,75000,0
DTSQ,75000,0
PEPG,75000,1
DWSH,74900,0
EOD,74900,0
MMD,74900,0
BOF,74800,0
HOFV,74800,0
BEAT,74700,0
FRSX,74700,3
TIL,74500,0
EDF,74400,0
TBLD,74400,0
TAOP,74300,0
NMAI,74200,0
BAC-O,74100,0
AADI,74000,3
IBTL,74000,0
LTRN,74000,4
SRZN,74000,0
TG,74000,4
OKUR,73900,3
RILYZ,73800,0
AZ,73700,0
BGR,73400,0
AUID,73300,0
FTEK,73300,4
DGLY,73200,0
JPM-C,73100,0
BKCH,73000,4
CTBB,72900,0
FV,72900,3
KALA,72900,0
LAW,72900,4
CTNT,72800,0
MXF,72600,0
PMF,72600,0
ARDC,72400,0
BF.A,72400,0
GEOS,72400,4
BBA.W,72200,0
JPEF,72200,0
PSA-R,72200,0
DOYU,72100,0
TLPH,72100,3
UMH-D,72100,0
FMN,71900,0
CGV,71800,0
HSDT,71700,0
BIRD,71500,3
KNOP,71400,3
PROC,71400,0
OCX,71300,0
LYTS,71100,3
HTD,70800,0
TMCWW,70800,0
ALLK,70700,4
RIT-C,70700,0
STK,70700,0
OPAL,70600,4
FEAM,70400,3
QNRX,70400,0
KOP,70300,4
ADUR,70200,0
AOMR,70200,0
AUUD,70200,0
BGLC,70200,0
GIC,70200,3
HNDL,70200,4
HUIZ,70200,0
IFS,70200,0
QRTEP,70200,0
HLIO,70100,3
TDIV,70100,3
WLDN,70100,4
CLPR,70000,4
FRA,69900,0
EMCGW,69800,0
MTRN,69800,3
FC,69700,3
PFIS,69600,1
SABA,69600,0
PCQ,69500,0
SOUNW,69500,0
DAVEW,69400,0
SOJD,69400,0
EEMA,69300,0
SOND,69300,4
EOS,69200,0
HLAL,69200,0
TCS,69200,2
AUDC,69100,4
CRWL,69100,2
ZKH,68900,0
ANIX,68700,4
HUBCZ,68700,0
QLGN,68700,0
RNAC,68700,0
FSFG,68600,0
UHT,68600,3
SFWL,68500,0
ESHA,68400,0
AIRE,68300,0
ALMS,68200,0
LKFN,68200,4
NAOV,67800,0
NGS,67800,4
SNFCA,67800,0
MSBI,67700,3
TZOO,67700,4
MYTE,67600,4
OBK,67600,3
SNDA,67600,0
BGH,67500,0
UI,67500,0
GDO,67400,0
URNJ,67400,4
BCAL,67200,0
BXC,67200,4
SBET,67200,0
MKDW,67100,0
NQP,67100,0
BELFB,67000,4
FET,66900,4
NNBR,66700,4
ODV,66500,4
TZUP,66500,0
USOI,66500,0
CORZZ,66400,0
MG,66300,3
KALU,66200,4
JJSF,65900,4
BTF,65800,4
HUHU,65800,0
PFD,65800,0
GNSS,65700,3
VCSA,65700,0
GGT,65600,0
UBX,65600,3
USIO,65600,4
INDY,65500,4
ATRA,65400,1
BAC-P,65400,0
DRRX,65400,4
ESGR,65400,4
XOMA,65400,4
USNA,65300,3
CNXN,65200,3
FLG-A,65100,0
CLOA,65000,0
RCEL,65000,4
DUK-A,64900,0
RMR,64900,4
MHI,64800,0
BRNS,64700,0
HOV,64700,0
LPBBU,64600,0
LXFR,64600,4
TCBPW,64600,0
WINN,64600,0
PRFZ,64500,2
BWB,64400,4
PC,64200,0
PEO,64200,3
OCEA,64000,4
PULM,64000,0
ASA,63900,3
ALB-A,63800,0
HSHP,63800,0
IBTK,63800,0
BAC-S,63700,0
CWBC,63700,5
AAPB,63600,3
CING,63600,0
IRD,63500,4
AMZD,63400,3
DTSS,63300,0
BNY,63100,0
PMN,63100,0
RPID,63000,0
BSJR,62800,0
NPCE,62800,3
GAME,62700,1
JOF,62700,0
SNAX,62700,0
AMWL,62600,4
CGO,62600,0
ALFUW,62500,0
CACC,62500,5
MCFT,62500,4
REVB,62500,0
COCH,62100,0
DMB,62100,0
GV,62100,0
HPS,62100,0
III,62100,4
VMAR,62100,0
LDP,61900,0
NLOP,61900,5
BGX,61800,0
COKE,61800,0
BUFC,61700,0
CARE,61700,4
IINN,61700,0
SSTI,61700,4
ASTI,61400,0
BAC-Q,61400,0
VCICW,61400,0
JPM-J,61300,0
LENZ,61300,0
ATNI,61200,3
QSIAW,61200,0
BYNOW,61100,0
SDAWW,61000,0
OST,60800,0
MRAM,60700,4
NECB,60700,4
NAN,60600,1
EVG,60500,0
USEG,60500,0
NVCT,60400,0
KPLTW,60300,0
MKFG,60200,3
RILYN,60200,0
PID,60000,2
IBTM,59800,0
RIV,59700,0
KRMD,59600,2
MAXI,59600,4
PFBC,59600,3
PTMN,59600,4
VRAR,59600,4
DRIV,59500,4
AIXI,59400,0
EBON,59400,0
GCV,59300,0
MCB,59300,4
VTN,59300,0
C-N,59200,0
GABC,59200,3
KRRO,59200,0
BSMU,59100,0
TRAK,59100,4
FLL,59000,4
BRAG,58900,4
CSV,58900,4
REFI,58900,3
TCBX,58900,0
ENTO,58800,0
MEGL,58800,0
RF-F,58700,0
CABO,58600,0
PSCT,58600,2
MVSTW,58500,0
KBWY,58300,4
SPBC,58300,3
JDZG,58200,0
BCG,58000,0
CCNE,58000,2
ULBI,57900,3
BFS,57800,3
COD-C,57700,0
PL.W,57700,0
SQFT,57700,4
TDS-U,57700,0
BSRR,57600,3
DRTSW,57400,0
MDIV,57400,1
ALTI,57200,0
PGRU,57100,3
VPV,57000,0
OIA,56800,0
VOXR,56800,0
OPT,56700,0
REBN,56700,0
FTHM,56600,4
STCN,56600,0
VLN.W,56600,0
NBN,56500,0
NIE,56400,0
USB-R,56400,0
NUKK,56300,0
SRCE,56300,4
APM,56200,0
CSPI,56200,0
LTRY,56200,0
LZM,56100,0
MET-F,56100,0
VOC,56100,4
CCRD,56000,0
REE,56000,4
GTI,55800,0
SOJE,55800,0
CAMP,55700,0
FG,55700,3
KEP,55600,4
GIFI,55500,4
HTOOW,55500,0
PPIH,55500,4
RBOT,55500,1
SIFY,55500,4
YTRA,55500,0
OFS,55400,4
TIGO,55100,3
CASI,55000,3
RFI,54900,0
SEIE,54900,0
PVL,54800,4
TY,54800,0
BMRC,54700,2
BSJT,54700,0
WDH,54700,0
HOUR,54600,0
PIPR,54600,5
FTRI,54500,1
STSS,54500,0
FRHC,54400,5
MHD,54400,0
HCTI,54100,0
MSGS,54100,4
CLIR,54000,3
RFMZ,54000,0
YORW,53900,4
CIVB,53800,3
KTCC,53700,2
MDWD,53700,4
ECOR,53600,0
KEY-L,53500,0
VRAX,53500,0
SUGP,53400,0
VBF,53400,0
DCBO,53100,4
CIGI,53000,3
CMMB,53000,0
ELBM,53000,0
FMNB,53000,3
BTCTW,52900,0
JPM-D,52800,0
SWIN,52800,0
MS-K,52700,0
JRS,52600,0
MNTX,52600,3
EGAN,52400,4
FORR,52300,2
MS-Q,52300,0
NWPX,52300,4
TLSA,52300,4
CHCO,52200,3
HFFG,52200,3
AIEV,52100,0
AIFU,52100,4
CRD.A,52100,0
PDLB,52100,0
EOSEW,52000,0
PTHL,52000,0
VOXX,51900,4
BAC-B,51800,0
MUA,51700,0
OSS,51700,4
VGSR,51700,0
NUTX,51600,0
TIPT,51600,3
MOB,51500,0
CIA,51400,4
EFT,51400,0
GIGGW,51400,0
MCI,51400,0
COF-L,51300,0
LARK,51300,0
AXDX,51200,4
MMI,51200,4
ATNF,51100,0
BIPI,51100,0
MBRX,51100,0
NIC,51100,4
SABS,51000,0
EDUC,50900,0
BKN,50800,0
PRSO,50800,0
ANTE,50700,0
KTF,50700,0
LCUT,50700,4
MATH,50700,0
GRNQ,50600,0
HBB,50600,3
UPC,50600,0
CWCO,50500,4
PDEX,50500,0
BYFC,50400,0
REVBW,50400,0
CELU,50300,4
IHD,50200,0
SST,50200,4
ATHS,50100,0
DTST,50100,0
LEGH,50000,4
CNF,49900,0
FOF,49900,0
THCPW,49900,0
CNTB,49800,3
MS-I,49800,0
STRR,49700,0
BOSC,49200,0
MGRX,49200,0
HPI,49100,0
PHX,49100,4
SOS,49100,0
ALTS,49000,0
FLXR,49000,0
GENK,48900,0
CTNM,48800,0
HYPR,48800,3
CTRM,48600,4
LFVN,48600,4
LND,48600,0
AQNB,48500,0
EZFL,48500,0
TRIB,48500,3
ROBT,48300,3
WFC-Y,48300,0
EQH-A,48200,0
UTEN,48200,2
MFIN,48100,5
MNY,48100,4
MTB-J,48100,0
QRHC,48100,4
TOP,48000,0
AGNCP,47900,0
JWEL,47800,0
ACV,47700,0
IDN,47700,4
WAL-A,47700,0
AENT,47600,0
DYAI,47600,4
OZKAP,47600,0
LGI,47500,0
MMLP,47500,3
PKE,47500,3
RCMT,47500,1
UONE,47500,3
CDLR,47400,0
GNLN,47400,0
NEE-N,47300,0
XGN,47200,3
LRHC,47100,0
RLTY,47100,0
CGBSW,47000,0
MCHX,47000,4
AVPTW,46800,0
VRTS,46800,0
ICG,46500,0
TCX,46500,4
TLSI,46400,0
BBUC,46300,4
TLYS,46300,4
XBIT,46300,2
MPAA,46200,3
NNI,46200,3
ORKT,46200,0
PHI,46200,0
SHMD,46200,0
SXI,46200,4
UAN,46200,4
VISL,46200,0
AERT,46100,0
PMTS,46100,0
AUNA,46000,0
DFP,46000,0
F-D,46000,0
TWFG,45900,0
ASTLW,45800,0
SCH-D,45800,0
TDF,45800,0
ATLC,45700,0
FINX,45700,4
HGLB,45700,0
SGC,45700,3
VS,45700,0
KDLYW,45600,0
LFWD,45600,4
ZTEK,45600,0
BWMX,45500,3
DLR-K,45500,0
SOHU,45500,4
SPHL,45500,0
INBX,45400,6
MNOV,45400,4
BTOG,45300,0
FTA,45200,1
QQQJ,45200,4
ARTV,45100,0
ATH-A,45100,0
GDHG,45100,0
PWM,45100,0
BAERW,45000,0
NXGL,45000,0
BWAY,44900,0
CRGO,44900,0
ISPR,44900,4
NVA,44900,0
CRIS,44800,0
MVO,44800,3
ACHL,44700,0
BLFY,44700,2
GLP,44700,4
NTRP,44500,0
UZD,44500,0
EFR,44400,0
MOGO,44300,4
NUW,44300,0
USB-S,44300,0
ETB,44100,0
MSB,44100,5
VRM,44100,2
MFA-C,44000,0
MSAI,44000,0
ESCA,43700,4
PLRZ,43700,0
EVGN,43600,1
MSFD,43600,3
LVTX,43500,2
JCE,43400,0
KRE-A,43300,0
ARE-B,43200,0
CHSCN,43200,0
GDIV,43200,0
GRC,43000,4
NIXT,43000,0
XBP,43000,0
MLAB,42900,0
RMCF,42900,0
SMC,42900,4
INKT,42800,0
RGC,42800,0
USB-Q,42800,0
APYX,42700,3
FSTR,42700,4
GB.W,42700,0
POLA,42700,0
TWIN,42700,3
LNSR,42600,4
SPFI,42600,3
OBIO,42500,0
SGD,42500,0
EVF,42400,0
PFTAW,42300,0
PPBT,42300,4
SCH-J,42300,0
FTXN,42200,2
SREA,42200,0
UFI,42200,3
NRP,42000,4
TFC-R,42000,0
EQBK,41900,3
PSA-L,41900,0
AVTX,41700,0
DAIO,41700,4
INHD,41700,0
NLY-F,41700,0
QQEW,41700,3
SVRE,41700,0
VOTE,41700,0
ABR-D,41600,0
TOIIW,41500,0
USB-P,41400,0
WIA,41400,0
OPAD,41200,4
CCB,41100,4
ESQ,41100,0
PFO,41000,0
NIM,40900,0
SERA,40900,4
SKOR,40900,0
VTWV,40900,3
CFG-H,40800,0
CHSCP,40800,0
CXSE,40800,3
DERM,40800,0
MS-E,40700,0
PRN,40700,4
PTF,40700,4
AEFC,40600,0
CRVL,40600,3
ISPO,40600,1
ZIONO,40600,0
CYTO,40500,0
ESGL,40500,0
LITB,40500,0
BHFAN,40400,0
BSMP,40400,0
BSMT,40400,0
MGF,40400,0
PNI,40400,0
BTMWW,40100,0
CBNA,40100,0
MRKR,40100,0
OCS,40100,0
QVCC,40100,0
AYRO,40000,0
EZGO,40000,0
F-C,40000,0
PROF,40000,4
PROP,40000,0
THFF,40000,3
BAN-F,39900,0
ULH,39900,0
CLB.W,39700,0
SYF-B,39700,0
HSON,39600,0
MPLN,39600,5
NATR,39500,2
BGSF,39400,4
DGRS,39400,2
EQV.W,39400,0
ASMB,39300,0
NAYA,39300,0
ANSC,39100,0
SEVN,39100,4
PRT,39000,0
XYF,38900,0
DARE,38800,0
FUND,38800,0
BLIN,38700,0
PCYO,38700,4
SEED,38700,0
GHRS,38600,4
IFV,38600,0
AROW,38500,3
ELUT,38500,0
AIHS,38400,0
BUI,38400,0
STHO,38400,4
EM,38300,0
GS-C,38300,0
BCML,38200,2
RIT-D,38200,0
TSI,38200,0
WTFCP,38200,0
RGS,38100,0
AGM,38000,4
BTO,38000,0
SNAL,38000,0
ALVO,37900,0
PSA-H,37900,0
BAR.W,37800,0
CDZIP,37800,0
CBAN,37700,3
CASS,37600,3
ISTR,37600,0
JGH,37600,0
RMM,37600,0
OLP,37400,4
BEPI,37300,0
PGP,37300,0
NVVEW,37200,0
GOCO,37100,0
SBXD,37100,0
TTNP,37100,0
BENFW,37000,0
GLMD,37000,0
RDI,37000,1
ZYXI,37000,4
ALRN,36900,0
FFA,36900,0
NZAC,36900,1
GB,36800,4
MBINO,36800,0
WF,36800,0
ABLLW,36700,0
CZFS,36700,0
MNT.W,36700,0
USOY,36700,3
TDS-V,36600,0
EVAX,36500,0
HNVR,36500,0
KMDA,36500,3
NXG,36500,0
RSVR,36500,3
ASYS,36400,4
BJDX,36400,0
FMBH,36400,4
GVH,36400,0
IH,36400,0
QBUF,36400,0
FYC,36300,0
IIF,36300,0
JEQ,36300,0
PARAA,36300,4
CREG,36200,0
GSRTU,36200,0
LRE,36200,0
DSGR,36100,3
USXF,36100,1
NFXL,36000,0
PCSA,36000,0
AGNCO,35900,0
CISO,35900,0
JXN-A,35900,0
PHO,35900,4
PMT-C,35900,0
TPCS,35900,0
JUNE,35800,0
RCKY,35800,0
BNDW,35700,1
DWAS,35700,1
NOA,35700,4
TORO,35700,3
UEIC,35700,3
AIRJ,35600,0
BBDO,35600,0
PRS,35500,0
VTC,35500,2
NPK,35400,0
NXPL,35300,0
DNMR,35200,5
FOXX,35200,0
GPM-A,35200,0
KBDC,35100,0
SYF-A,35100,0
ANL,35000,0
BWMN,34900,0
CHSCL,34900,0
MPB,34800,3
CTV.W,34700,0
NMG,34700,3
EOT,34600,0
OWLT,34600,0
SIXG,34600,3
CLBR,34500,0
VEON,34500,3
PXS,34400,0
MCN,34300,0
MVT,34200,0
SKGRW,34200,0
TBRG,34200,3
VIVK,34100,0
ABPWW,34000,0
SHMDW,34000,0
DIAX,33900,0
MRNOW,33900,0
UFPT,33900,4
QQA,33800,0
ETX,33700,0
JFIN,33700,4
LEXXW,33700,0
SDHC,33700,0
CHSCM,33600,0
SOJC,33600,0
SPL-A,33600,0
BKYI,33500,0
BZFDW,33500,0
ISPC,33500,0
RUNN,33500,0
CDROW,33400,0
CVKD,33400,0
NEXA,33400,4
HYB,33300,0
MCBS,33300,3
AOUT,33200,4
BREA,33200,0
JYNT,33200,4
NATH,33200,0
ALL-J,33100,0
LMNR,33000,4
ROMA,33000,0
CDTX,32900,1
HLP,32900,0
MGR,32900,0
NNY,32900,0
ALCO,32800,0
BYM,32800,0
CFG-E,32700,0
CTBI,32700,3
HBANP,32700,0
LEV.A,32700,0
BHRB,32600,0
CPOP,32600,0
LYT,32600,0
NSYS,32600,0
OACCU,32600,0
WNEB,32600,3
BAC-K,32500,0
MIND,32500,0
ONIT,32500,4
RBB,32500,3
SMTI,32500,0
SNYR,32500,0
IZTC,32400,0
RMMZ,32400,0
CTDD,32300,0
CXE,32300,0
PCM,32300,0
WPRT,32300,4
F-B,32200,0
FDT,32200,1
GAM,32200,0
IRMD,32200,3
KEY-J,32100,0
MKL,32100,4
RELL,32100,4
GLSI,32000,0
NRT,32000,4
VONE,32000,3
FAB,31900,0
FER,31900,0
RTC,31900,0
SNSR,31900,2
IZM,31700,0
AIMD,31600,0
EMO,31600,0
KEQU,31600,0
LUCY,31600,0
NXC,31600,0
PERF,31500,0
TFC-O,31500,0
ALCYW,31400,0
SMHX,31400,0
SXTC,31400,0
ARTNA,31300,0
KVHI,31300,4
MFI,31300,0
OPBK,31300,4
STBX,31300,0
TENX,31300,0
CVLG,31200,4
IEUS,31100,0
KRT,31100,0
SPE,31100,0
ABR-F,31000,0
DHIL,31000,0
LVHD,31000,0
SRV,31000,0
SWZ,31000,0
AVGR,30900,0
EQC-D,30900,0
FID,30900,0
INTJ,30900,0
PSA-F,30900,0
PSA-G,30900,0
SONN,30900,0
MET-E,30800,0
LOAN,30700,3
CRAI,30600,5
NTRSO,30600,0
BTA,30400,0
ENGN,30400,0
CALC,30300,0
DLTH,30300,4
IPDN,30300,0
MS-F,30300,0
PBI-B,30300,0
WBND,30300,0
MET-A,30200,0
PSF,30100,0
RLYB,30000,0
ETO,29900,0
FYX,29900,3
LRFC,29900,0
RCON,29900,4
SLGL,29800,4
WLKP,29800,3
ENLT,29700,3
FCNCP,29700,0
COF-N,29600,0
SCKT,29600,0
SF-C,29600,0
VNO-L,29600,0
BHFAO,29500,0
FTXO,29500,3
OPY,29500,4
BRKHW,29400,0
BVFL,29400,0
DLR-J,29400,0
MCVT,29400,0
THTX,29400,4
VTWG,29400,3
ACGLN,29300,0
CPSS,29300,3
FLXS,29300,0
HFR-A,29300,0
AP,29200,3
BIAF,29200,0
JSMD,29200,0
XCH,29200,0
ZOOZ,29200,0
ACGLO,29100,0
FENG,29100,1
VALN,29100,0
BATRA,29000,4
BON,29000,0
BRT,29000,4
LIXT,29000,0
PSA-P,28900,0
TYG,28900,0
VPLS,28900,0
ACR-D,28800,0
TCBIO,28800,0
SCD,28700,0
SMCO,28700,0
CYTH,28600,0
HPH,28600,0
PVBC,28600,3
DMXF,28500,0
HTBI,28400,3
ICMB,28400,3
CSTE,28300,4
LAKE,28300,4
COEPW,28200,0
GAIA,28200,3
GTEC,28200,0
HPP-C,28200,0
ADC-A,28100,0
CLMB,28100,0
ESLA,28000,0
KZIA,28000,4
MDV,28000,0
OBIL,28000,0
PSTV,28000,0
TPZ,28000,0
UTWO,28000,2
GELS,27900,0
GTBP,27900,0
IBTO,27900,0
MITP,27900,0
SIEB,27900,4
WHLR,27900,0
IAE,27800,0
LCFY,27800,0
WSBF,27800,3
BHFAM,27600,0
FITBI,27600,0
NMI,27600,0
RILYL,27600,0
ACRV,27500,0
IUS,27500,0
YYGH,27500,0
SBI,27400,0
ESEA,27300,0
CIM-C,27200,0
VGI,27200,0
BCDA,27100,0
CBNK,27100,3
CUBA,27100,0
FTXL,27100,3
MGRM,27100,0
NREF,27100,4
XOS,27100,1
KBWP,27000,3
OZEM,27000,4
THAR,27000,0
ATH-B,26900,0
AHT,26800,4
OESX,26800,4
PIM,26800,0
WTBA,26800,4
CCLDP,26700,0
FGF,26700,3
GURE,26700,3
PALI,26700,0
BHFAP,26600,0
LIDRW,26500,0
RMI,26500,0
SMBC,26300,4
SPGC,26300,0
MAGX,26200,4
RILYT,26200,0
SGRP,26200,0
BSJU,26100,0
FRPH,26100,0
JFU,26100,0
MRBK,26100,0
ET-I,26000,0
FEP,26000,0
CPSH,25900,4
HSCS,25900,0
SEEM,25900,0
ATH-D,25800,0
GF,25800,0
JBK,25800,0
REFR,25800,4
TETE,25800,0
WABF,25700,0
BKHA,25600,0
CAF,25600,3
FICS,25600,0
KEY-K,25600,0
RFM,25600,0
STEC,25600,0
CLGN,25500,3
CREVW,25500,0
WLFC,25500,0
PGZ,25400,0
RVSB,25400,3
ALL-I,25300,0
CMPOW,25300,0
FRBA,25300,3
GAUZ,25300,0
OMH,25300,0
TWN,25300,0
AXS-E,25200,0
CAAS,25200,3
FSBC,25200,4
ILLRW,25200,0
VATE,25200,1
DDI,25100,0
DUKB,25100,0
EMF,25100,0
GDEVW,25100,0
IPKW,25100,0
KPRX,25100,0
JOUT,25000,0
SFLO,25000,0
BSMO,24900,0
KTTA,24900,0
SCE-M,24900,0
SMID,24900,0
BSL,24800,0
FUNC,24800,0
LNKB,24800,0
SKRE,24800,3
VBNK,24800,0
CMLS,24700,3
FGB,24700,0
HYDR,24700,4
GLOW,24600,0
MODL,24600,0
XAIX,24600,0
REGCO,24500,0
BWFG,24400,0
FCCO,24400,0
CZNC,24300,3
JSML,24300,0
MS-P,24300,0
ADSEW,24200,0
CCM,24200,0
CHSCO,24200,0
EWJV,24200,0
FITBO,24200,0
CCBG,24100,4
CHN,24100,0
SLNZ,24100,0
FLC,24000,0
GCBC,24000,0
GS-A,24000,0
PBFS,24000,0
SCE-J,24000,0
SMBK,24000,3
STRT,24000,0
ZAPPW,24000,0
OKYO,23900,0
FXNC,23800,0
MVBF,23800,4
RILYK,23800,0
ROCLW,23800,0
AISPW,23700,0
FEMB,23700,0
MDST,23700,0
NYXH,23700,0
CFFI,23600,0
CODA,23600,0
UMMA,23600,0
GRCE,23500,0
RF-E,23500,0
VSTEW,23500,0
AQB,23400,0
ATLO,23400,4
EMCGR,23400,0
SRBK,23400,0
BBU,23300,4
BRLSW,23300,0
FLDDW,23300,0
JNVR,23300,0
SNT,23300,0
AMST,23200,0
BEP-A,23200,0
DLR-L,23200,0
ENG,23200,0
MGRE,23200,0
SNGX,23200,0
CPIX,23100,3
GPJA,23100,0
IMOS,23100,4
LDSF,23100,0
SPCB,23100,0
COD-A,23000,0
EAI,23000,0
FBIZ,23000,3
NEPH,23000,0
ASBA,22900,0
BPYPN,22900,0
DTG,22900,0
RLJ-A,22900,0
AIRG,22800,4
GGLS,22800,2
IVA,22800,0
NLSP,22800,0
STT-G,22800,0
PCB,22700,2
SPMA,22700,0
RZC,22600,0
AHL-D,22500,0
CAPL,22500,4
CLWT,22500,0
INV,22500,0
KKRS,22500,0
LDTCW,22500,0
VEL,22500,5
LPAAW,22400,0
RF-C,22400,0
HPF,22300,0
LDWY,22300,0
PSCI,22300,2
DLPN,22200,4
GNFT,22200,0
JHI,22200,0
RENT,22200,0
SBT,22200,4
UHG,22200,0
ASTC,22100,0
GNMA,22100,0
HONDW,22100,0
PALT,22100,0
RMSGW,22100,0
SYPR,22100,4
BIPH,22000,0
ELC,22000,0
FCBC,22000,2
STKH,22000,4
BSMS,21800,0
CXAIW,21800,0
INM,21800,0
JHS,21800,0
LRGE,21800,0
AREB,21700,0
CPTN,21700,0
IVAC,21700,4
PSHG,21700,0
LCNB,21600,3
SRET,21600,3
APOS,21500,0
AXR,21500,0
JG,21500,0
HBT,21400,3
PRTG,21400,1
SCE-L,21400,0
BEPH,21300,0
BLCN,21300,4
IGI,21300,0
SHOC,21300,0
FEMS,21200,0
RILYM,21200,0
VIASP,21200,0
CFBK,21100,0
NYMTM,21100,0
BNTC,21000,0
CIMO,21000,0
FTII,21000,0
MPA,21000,0
RILYG,21000,0
RILYP,21000,0
AFRIW,20900,0
AGNCN,20900,0
OTRK,20900,0
PLPC,20900,0
BOH-B,20800,0
SVII,20800,0
USCB,20800,0
WOK,20800,0
ATLCZ,20700,0
DRMA,20700,0
XHG,20700,0
KARO,20600,0
XBIO,20600,0
BHIL,20500,1
SLDPW,20500,0
NEWZ,20400,0
TTSH,20400,6
YOSH,20400,0
YQ,20400,2
LNC-D,20300,0
NHTC,20300,4
SKGR,20300,0
UZE,20300,0
AC,20200,0
CZWI,20200,0
NSTS,20200,0
AYTU,20100,0
GQQQ,20100,0
IONR,20100,0
LEN.B,20100,0
UZF,20100,0
BOCNW,20000,0
GHLD,20000,0
ECDA,19900,0
NOT.W,19900,0
NVR,19900,0
SEIS,19900,0
DHCNI,19800,0
MYFW,19800,0
NFTY,19800,4
PIK,19800,0
PAVM,19700,4
SLVO,19700,0
KGEI,19600,0
NEU,19600,3
QQQT,19600,4
ABLV,19500,0
AHG,19500,0
BCBP,19500,3
BDRX,19500,0
KORE,19500,0
NIOBW,19500,0
QMOM,19500,3
USVM,19500,0
SETM,19400,0
SOPA,19400,0
ESGRP,19300,0
MIT-C,19300,0
AENTW,19200,0
OCSAW,19200,0
UNB,19200,0
ELWS,19100,0
FNX,19100,1
IZEA,19100,4
NRBO,19100,0
RFDI,19100,0
SJ,19100,0
TRAW,19100,2
CHMG,19000,0
IGA,19000,0
RNSC,19000,0
SUSL,19000,0
UBRL,19000,4
ZJK,19000,0
FTLF,18900,0
